"FR_DEST","DMS ORIG","SCTG2","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total KTons in 2013","Total Ton-Mile in 2013","Total M$ in 2013","Total Current M$ in 2013","Total KTons in 2014","Total Ton-Mile in 2014","Total M$ in 2014","Total Current M$ in 2014","Total KTons in 2015","Total Ton-Mile in 2015","Total M$ in 2015","Total Current M$ in 2015"
"Canada","Georgia","Pharmaceuticals","0.1371","0.104600025","50.6685005","0.176700005","0.107599975","45.5789005","48.9365","0.215699995","0.102","34.135000025","39.1071","0.221299995","0.1056","34.755500025","42.5578"
"Canada","Georgia","Fertilizers","42.5412","51.1258","18.2582","47.7773","50.8288","20.5052","19.8312","71.8018","94.7816","30.8165","29.1983","68.6241","90.9034","29.453","27.351"
"Canada","Georgia","Chemical prods.","53.0855029999936","55.6219102431201","256.999318764728","52.0302023317961","53.4327061815925","249.046415629367","252.6178","59.9288030401985","60.8438106839375","291.75599894925","295.251","62.2248032640361","63.4115111582925","302.857400003046","304.9101"
"Canada","Georgia","Plastics/rubber","170.606401000004","207.838901780088","566.1737035908","159.22330084884","188.733501976344","533.658902441825","544.4031","192.060700873734","228.651302030052","637.983002528738","663.7015","197.964501020158","236.537701346192","657.522503004708","650.7099"
"Canada","Georgia","Logs","0.6938","0.7729","0.1072","1.3417","1.4774","0.2072","0.2352","0.681","0.7405","0.1053","0.1423","0.7049","0.7643","0.1089","0.1341"
"Canada","Georgia","Wood prods.","35.0898","39.2871","26.1417","26.7998","29.6552","19.9429","21.2478","22.1593","25.6643","16.5115","18.353","22.6257","26.3086","16.8589","18.546"
"Canada","Georgia","Newsprint/paper","266.0577","262.1884","217.256","239.8972","229.2163","196.0046","205.655","210.6192","203.7482","171.9478","181.4284","215.4867","209.8558","175.9282","181.0111"
"Canada","Georgia","Paper articles","15.7933","16.34049992706","41.7724026448","17.63229980338","17.44379974419","46.6433021237","47.6528","21.68909985412","21.82289979175","57.379102259","59.4708","22.25779990381","22.41699983827","58.8846023901","61.0676"
"Canada","Georgia","Printed prods.","3.127599997902","3.2565006196","15.35290092467","3.29569994577","3.37950048168","15.5558006958","15.7204","3.46689995539","3.47290052177","16.764400793477","16.9597","3.30499990733","3.31590007196","15.979800037977","16.1839"
"Canada","Georgia","Textiles/leather","73.548902","91.8001043333","717.9656194998","75.44840188633","93.4653040294","736.2152183881","748.8361","68.48410176127","84.71590393202","670.8361171728","694.9032","70.51940182517","87.6211040621","690.6884177927","710.9799"
"Canada","Georgia","Nonmetal min. prods.","122.648804000377","147.998208843","97.20040293934","126.09330317107","152.830107509473","99.85340194345","104.4872","132.439804963833","160.59940987151","104.71120244519","113.0595","136.495204969643","165.76470979113","107.878402449847","118.9931"
"Canada","Georgia","Base metals","128.902001998255","122.34240188283","192.379602990521","124.12670210576","113.16210200783","185.38570314369","182.7852","146.183002550125","133.059302405487","218.37970397308","217.8777","148.131902559825","134.993702411187","221.24390406694","199.976"
"Canada","Georgia","Articles-base metal","55.2181019534992","66.5679059206191","175.869507768563","49.1618019563493","59.066105779429","175.747808612472","176.8372","35.0563009762494","40.9177019359191","122.243105539082","123.6424","35.7951011651993","41.927404230059","124.209806021997","125.2053"
"Canada","Georgia","Machinery","120.140001900011","148.98830391124","1012.39840582437","115.940701976451","146.993101111199","977.52131062513","1001.6583","125.570500838697","150.63270253056","1061.03901221111","1106.9459","130.137900917803","157.28090256784","1098.94781290789","1156.56"
"Canada","Georgia","Electronics","26.999100001429","26.7321021655","804.037322781501","24.74379983605","22.70120187362","730.911921339301","731.4197","24.39769950916","20.80250185738","723.879420776111","723.0824","24.61929968046","21.07280230112","730.349325010611","725.4185"
"Canada","Georgia","Motorized vehicles","181.319702","190.2216068062","1491.0375146391","186.0496067203","215.0907188322","1529.5085551896","1567.9608","206.2585035832","212.9178084248","1695.3199294279","1756.12","212.9562038993","221.4233090986","1750.3909320258","1842.8965"
"Canada","Georgia","Transport equip.","41.259799941248","122.167400463854","1181.19321632769","20.15160039836","92.2624002810501","630.036861137432","647.144399999999","31.8837998854","146.899200259164","954.52459981248","990.8249","32.821000117882","151.288000669088","985.51170442758","1034.0961"
"Canada","Georgia","Precision instruments","4.9613","4.9328000288","273.328247063","4.64979988881","4.73129953851","247.932933506","252.0293","5.02279997234","5.090199629","258.86003692","265.1701","5.08799999821","5.1873998528","262.148342564","271.3719"
"Canada","Georgia","Furniture","15.126401","15.98350152413","61.7969118322","15.8496010973","16.1127014454","64.9816119457","66.5402","16.55230094691","17.26920143091","68.0593116472","70.5985000000001","16.95410113903","17.74260175116","69.6975124058","73.3689"
"Canada","Georgia","Misc. mfg. prods.","3.2187","3.19899993958","68.405218357","3.25310027161","3.16549993474","72.535811763","75.7504000000001","3.43789983046","3.2947005575","74.89662529","78.4687","3.52849993407","3.3875006853","76.871817246","81.1502"
"Canada","Georgia","Waste/scrap","9.04599999999999","8.9860998989","9.44629980365","6.13370003824","6.07129999733","4.96639996379","4.7094","12.16549994708","11.7085996245","9.78289990616","9.4175","12.54430000783","12.0674996068","10.08509999916","7.1572"
"Canada","Hawaii","Live animals/fish","0.031","0.0673","2.001","0.0364","0.0853","4.4617","8.9133","0.0285","0.0653","4.6146","10.9407","0.0285","0.0653","4.4716","9.4255"
"Canada","Hawaii","Other ag prods.","2.9656946914","3.7217020787","6.6108976447","3.79230443357","4.3242115889","8.2600977109","10.6946","4.06350412272","4.99456983382","8.7269983507","10.8754","4.07609489953","5.07388746775","8.7360978104","10.6151"
"Canada","Hawaii","Meat/seafood","0.728300428","0.52240018","2.34139931","0.314299918","0.123200365","0.974199957","1.145","0.134200284","0.176199973","0.412300078","0.6285","0.132899654","0.171099903","0.408000098","0.5947"
"Canada","Hawaii","Milled grain prods.","0.0141","0.0372","0.0224","0.0012","0.0032","0.0019","0.0019","0","0","0","0","0","0","0","0"
"Canada","Hawaii","Other foodstuffs","1.683500022","5.9494000199","2.408799971","0.9896000028","3.37819999971","1.4149999985","1.4486","1.961499963","6.3433000043","2.814299954","3.059","1.918400031","6.2230000043","2.753000023","2.8113"
"Canada","Hawaii","Alcoholic beverages","0.196399983","0.7423000041","0.46229951","0.0649","0.2912","0.1071","0.1089","0.0765","0.3461","0.1265","0.1297","0.0782","0.3534","0.1295","0.1334"
"Canada","Hawaii","Fuel oils","7.8214","20.6861","4.7714","3.4925","9.2368","2.1305","2.0671","33.0795","87.4887","20.1799","18.3972","40.3613","106.7476","24.6222","13.4345"
"Canada","Hawaii","Basic chemicals","0.00050000380776","0.0021000202094","0.046400292741","0.0011000005941","0.0048000361196","0.10079990932","0.1976","0.00050000380776","0.0019000182524","0.041800248573","0.0794","0.00040000282896","0.0018000172734","0.041500243509","0.069"
"Canada","Hawaii","Pharmaceuticals","0.002","0.0084","0.0748","0.0009","0.0035","0.0312","0.0658","0","0","0","0","0","0","0","0"
"Canada","Hawaii","Chemical prods.","0.0043000014","0.015800043","0.03840029","0.003900043","0.015599997","0.0562","0.1081","0.007600043","0.03099971","0.11500043","0.2234","0.007600043","0.03130029","0.11559986","0.2233"
"Canada","Hawaii","Wood prods.","0.1004","0.3218","0.1231","0.0018","0.0075","0.0419","0.0891","0.0036","0.0152","0.0397","0.0879","0.0036","0.015","0.0389","0.0857"
"Canada","Hawaii","Printed prods.","0.0088","0.0345999667","0.2143999667","0.0068","0.0237","0.180099967","0.3408","0.0033999667","0.0110999667","0.0751","0.1189","0.0033","0.0107000333","0.0716999667","0.1138"
"Canada","Hawaii","Textiles/leather","0.01000000813","0.02869991902","0.31379970142","0.008400029247","0.03120005023","0.48340474133","0.9529","0.01540002604","0.03890007051","0.55479972072","0.789","0.0147999946","0.03729989341","0.53450112638","0.7534"
"Canada","Hawaii","Nonmetal min. prods.","0.0042","0.0111","0.0079","0.0057","0.0147","0.2481","0.5045","0.0017","0.0043","0.0289","0.0597","0.0016","0.0044","0.0291","0.0615"
"Canada","Hawaii","Articles-base metal","0.0032","0.00950003","0.0167","0.37679999967","0.9967","1.1338","2.2646","0.008899997","0.02359969967","0.0284000033","0.057","0.009099997","0.02419969967","0.0291000033","0.0582"
"Canada","Hawaii","Machinery","0.125099894","0.4805985846","1.59199545279","0.1647995014","0.5673969675","3.22540486699","5.0316","0.108199827","0.389199578","1.8204041719","3.1283","0.1052003351","0.3791995389","1.7798008149","3.0889"
"Canada","Hawaii","Electronics","0.01800001267","0.0765001712000001","1.831404948","0.00620000623","0.02199998437","3.3096962467","5.5931","0.01139999137","0.0502995833","1.234000437","2.4213","0.01119991737","0.04799956","1.183403497","2.3079"
"Canada","Hawaii","Motorized vehicles","0.0489","0.1452","0.4012","0.0081","0.0233","0.0665","0.0671","0.0093","0.0334","0.0769","0.0785","0.0097","0.0351","0.0806","0.0837"
"Canada","Hawaii","Transport equip.","0.0230000033","0.064599967","3.236804104","0.0176","0.048800033","2.6154957862","3.0064","0.0121999967","0.035999999909","1.5103005622","2.685","0.0133","0.039400032909","1.6063915367","2.8775"
"Canada","Hawaii","Precision instruments","0.0077000029","0.031099957","1.9100986","0.0020999971","0.007900014","5.9205971","7.0907","0.0002000014","0.001","0.4154969","0.7688","0.0002000014","0.001","0.4265018","0.7971"
"Canada","Hawaii","Furniture","0.0085","0.0314000439","0.17610014196","0.0173","0.064700282","0.34979919596","0.4441","0.00070000208","0.00189995699","0.01749996196","0.0356","0.00070000208","0.00189995699","0.018000073","0.0372"
"Canada","Hawaii","Misc. mfg. prods.","0.04789999493","0.2089997583","3.22761249","0.0439999639","0.1935003842","4.7921055","9.0425","0.0254999701","0.1028000972","5.50050036","10.8879","0.02740003896","0.1092999491","5.95030783","11.879"
"Canada","Hawaii","Waste/scrap","0.0003","0.0012","0.669498","0.0001","0.0003","0.180704","0.3426","0.0002","0.0006","0.354897","0.6826","0.0002","0.0006","0.331697","0.4706"
"Canada","Idaho","Live animals/fish","7.3248","6.9782","17.6115","5.1445","4.7734","12.3698","13.1156","3.3471","3.2786","8.0473","9.946","3.4357","3.3564","8.2606","9.0905"
"Canada","Idaho","Cereal grains","1.3614","2.3772","0.5322","1.6212","3.2954","0.6337","0.5683","0.334","0.6645","0.1305","0.0856","0.3396","0.6709","0.1327","0.0771"
"Canada","Idaho","Other ag prods.","56.4969","60.4972","72.6188","66.7281","74.8079","86.0524","88.5264","71.6177","80.0999","92.6598","92.9745","71.2663","78.5497","92.1873","90.2412"
"Canada","Idaho","Animal feed","2.3165","2.8359","1.8934","2.0242","2.2507","1.6545","1.7179","2.1919","2.7833","1.7917","1.8407","2.1729","2.7628","1.7761","1.7309"
"Canada","Idaho","Meat/seafood","0.5582","0.4432","2.7422","0.5683","0.4747","2.7922","2.851","0.5148","0.4046","2.5286","2.892","0.523","0.406","2.5693","2.8201"
"Canada","Idaho","Milled grain prods.","9.6963","11.391","15.3696","10.0397","11.8009","15.9141","16.1921","10.4118","12.1449","16.5039","16.7856","9.6021","11.0973","15.2201","15.3622"
"Canada","Idaho","Other foodstuffs","84.8609","146.6711","120.9031","84.6739","150.247","120.4919","122.511","88.2648","156.394","126.658","135.6411","86.8826","153.5675","124.6678","125.4122"
"Canada","Idaho","Alcoholic beverages","0.0074","0.005","0.0123","0.0618","0.0422","0.1028","0.1046","0.1012","0.0691","0.1682","0.1725","0.1013","0.0691","0.1683","0.1735"
"Canada","Idaho","Building stone","0.6799","0.3593","0.106","1.1882","0.5377","0.1853","0.1864","1.5032","0.6218","0.2344","0.2414","1.4247","0.579","0.2222","0.2356"
"Canada","Idaho","Natural sands","2.485","1.0965","0.0553","0.6182","0.3521","0.0137","0.0139","0.6384","0.3637","0.0142","0.0152","0.6593","0.3756","0.0146","0.0165"
"Canada","Idaho","Gravel","6.6824","3.5714","0.0742","4.3674","3.0214","0.0485","0.0498","4.5","3.1132","0.05","0.0529","4.3052","2.9784","0.0478","0.0521"
"Canada","Idaho","Nonmetallic minerals","17.636","12.5867","1.3556","16.9207","5.5357","1.3008","1.3254","28.6983","10.1394","2.2061","2.3534","30.4826","10.6428","2.3433","2.5839"
"Canada","Idaho","Metallic ores","220.6437","315.197","32.5544","317.5345","403.6215","46.8499","41.9105","335.2089","422.0477","49.4577","42.5372","334.7408","421.4358","49.3886","37.2837"
"Canada","Idaho","Fuel oils","34.6133","51.7933","23.915","4.1311","5.095","2.8542","2.7694","6.9978","7.0686","4.8349","4.4078","7.8119","7.6808","5.3973","2.945"
"Canada","Idaho","Coal-n.e.c.","6.9999805","4.7648872","1.19074219","7.0102829","4.7718782","1.19466792","1.2435478","5.6384062","3.8380425","0.97139519","1.07497245","5.6397291","3.8389649","0.97157139","0.81681314"
"Canada","Idaho","Basic chemicals","3.4869","3.9615","7.9138","3.194","3.5669","7.2194","7.087","2.895","2.9923","6.6483","6.3008","2.917","2.9861","6.6963","5.5768"
"Canada","Idaho","Pharmaceuticals","0.3882","0.4192","12.9295","0.3065","0.4464","10.5566","13.2647","0.2699","0.3963","9.5871","12.9858","0.2792","0.4031","9.853","14.2019"
"Canada","Idaho","Fertilizers","356.7548","231.6061","153.1151","333.597","239.1721","143.176","138.4686","422.5412","334.4782","181.35","171.8245","423.0974","330.2269","181.5887","168.6285"
"Canada","Idaho","Chemical prods.","15.9602","11.0402","75.0265","14.1714","8.9826","66.5741","66.1895","11.4174","7.6828","55.2941","54.9883","11.6023","7.6509","56.1274","55.4976"
"Canada","Idaho","Plastics/rubber","5.2887","4.7609","17.4647","6.703","6.2432","22.0981","22.4814","6.706","6.1219","22.1173","22.9553","6.816","6.193","22.4791","22.1902"
"Canada","Idaho","Logs","82.5578","38.1691","12.7651","93.6271","39.0744","14.477","16.421","77.4536","35.5433","11.9761","16.1825","80.4902","36.7025","12.4455","15.3108"
"Canada","Idaho","Wood prods.","83.1946","68.0859","62.0527","79.3558","64.4772","59.1394","63.0094","88.5804","67.4083","66.0136","73.3758","89.7896","67.389","66.9149","73.6127"
"Canada","Idaho","Newsprint/paper","18.9644","33.5652","15.4982","12.4885","22.1364","10.2062","10.7086","7.2009","13.5569","5.8848","6.2094","6.7598","12.6546","5.5243","5.6838"
"Canada","Idaho","Paper articles","3.4262","1.2023","9.0538","2.7836","1.3394","7.3633","7.4903","2.6407","1.019","6.9848","7.2125","2.5935","0.9678","6.8603","7.0876"
"Canada","Idaho","Printed prods.","0.2454","0.3006","1.12","0.2679","0.3901","1.2512","1.2553","0.1928","0.2909","0.9011","0.9052","0.1898","0.2836","0.8865","0.8917"
"Canada","Idaho","Textiles/leather","0.3874","0.3705","3.8688","0.4866","0.4943","4.7719","4.8216","0.4224","0.3826","4.1698","4.2912","0.443","0.3965","4.3697","4.4686"
"Canada","Idaho","Nonmetal min. prods.","2.698501","1.50010042265","2.13820078458","1.90010090843","1.1054003841","1.99000071277","2.2032","2.18900091325","1.07350038602","1.90150071663","2.1799","2.11000084193","1.03370035566","1.82380066024","2.1309"
"Canada","Idaho","Base metals","0.767","0.4872","1.1477","0.4017","0.2803","0.604","0.5713","0.4072","0.289","1.2761","1.221","0.4392","0.3124","1.4222","1.2319"
"Canada","Idaho","Articles-base metal","4.911800999996","5.423401810957","14.26730282174","3.762600572398","4.924301036585","10.860601615331","12.5086","3.409700892956","3.649901617128","10.58490251966","13.2354","3.402000881014","3.614101595361","10.54830248601","13.1134"
"Canada","Idaho","Machinery","8.8632","9.9091","70.0338","10.4699","11.2525","82.8273","83.8399","5.2185","6.306","40.9085","41.9688","5.4208","6.3954","42.4923","43.984"
"Canada","Idaho","Electronics","1.137601","1.37600049369","41.92712731","1.00570077931","1.18900038485","64.04372128","67.4405","1.1108009537","1.50330047084","68.419026049","72.508","1.1267010241","1.51159950571","69.03972797","73.0144"
"Canada","Idaho","Motorized vehicles","6.7334","4.0757","56.1027","7.5489","4.6444","63.0616","63.693","5.9683","3.4874","49.7759","50.9126","6.197","3.5824","51.6968","53.6909"
"Canada","Idaho","Transport equip.","0.7036","0.8447","20.7034","0.8234","0.881","32.7533","33.3621","3.4207","2.4992","93.8345","97.3242","3.4309","2.4822","94.1315","98.6895"
"Canada","Idaho","Precision instruments","0.17850014924","0.2888997981","10.559112451","0.20880022689","0.3691985688","11.5941418","16.7556","0.20849988871","0.35699974731","12.197637817","14.9916","0.19989959057","0.34019975673","11.689937616","14.5026"
"Canada","Idaho","Furniture","3.0731","2.3887012503","12.156803953","1.06530000928","0.84780013749","4.58290043361","4.6504","0.866800022327","0.644700028202","3.586099989307","3.6709","0.886300023502","0.651900029377","3.666999992832","3.8076"
"Canada","Idaho","Misc. mfg. prods.","28.592501","56.6236022566","563.125719674","28.75280059073","67.9440013331","566.112211622","579.9127","36.9133046945","57.221710594","726.616192364","801.9781","37.9735047322","57.931010679","747.467893104","829.8066"
"Canada","Idaho","Waste/scrap","1.1971","0.7952","0.9809","1.2319","0.8767","1.1574","1.0966","1.4795","1.2908","1.2808","1.2321","1.5229","1.3433","1.3161","0.9332"
"Canada","Illinois","Live animals/fish","0.5964","0.2428","1.4659","0.6002","0.2428","1.4439","1.5309","0.5592","0.3058","1.3448","1.6621","0.5412","0.2991","1.302","1.4326"
"Canada","Illinois","Cereal grains","104.0404","82.3677","36.3505","54.8381","22.2955","21.4392","19.2255","166.6547","77.4008","65.1532","42.7295","166.054","77.845","64.9184","37.7101"
"Canada","Illinois","Other ag prods.","46.05479995","24.1403","67.59059975","40.78599995","24.5844","63.60209885","65.5579","38.28179995","30.4484","56.1216002","56.3692","37.52459995","30.336","54.98540025","53.8803"
"Canada","Illinois","Animal feed","141.76319999967","67.0213","116.1776","123.6027","60.158","104.1848","108.1813","109.686","62.6536","89.9510999999999","92.4196","110.6491","63.507","90.7356","88.4256"
"Canada","Illinois","Meat/seafood","34.6754010000006","18.6467005283653","170.337904912453","40.1486010417506","21.9062005504553","197.224505117583","205.9249","25.3659003563502","17.6347001882401","124.607501750071","144.257","26.7169003679702","18.7177001944501","131.242601807571","145.785"
"Canada","Illinois","Milled grain prods.","179.8849","85.7438","285.1157","190.16","94.0784","301.3783","306.6442","173.4899","107.7745","274.9115","279.603","177.0115","110.8024","280.4917","283.1133"
"Canada","Illinois","Other foodstuffs","554.3632020046","252.8268017249","789.4439028227","518.19930093843","254.45620078033","765.76680136859","780.2303","478.31670132575","308.33550090962","687.298205298199","738.0698","496.90810112563","323.10910093604","713.85670303179","720.079399999999"
"Canada","Illinois","Alcoholic beverages","33.4097","22.8689","55.2599","35.3213","24.2851","58.6927","59.74","30.2706","24.5336","50.8481","52.1845","31.7049","25.5948","53.2356","54.8912"
"Canada","Illinois","Tobacco prods.","1.331","0.975","14.4652","2.5783","1.9219","28.0132","29.0961","2.5176","1.8917","27.3557","29.9194","2.5505","1.915","27.7114","31.7338"
"Canada","Illinois","Building stone","4.8488","1.6455","0.7559","4.5938","1.5586","0.7162","0.7206","5.6914","1.9247","0.8873","0.9138","5.6726","1.9113","0.8845","0.9376"
"Canada","Illinois","Natural sands","718.5905","524.2918","16.0283","839.806","579.8414","18.7315","19.0336","843.7754","583.043","18.8202","20.2113","842.6927","582.0528","18.7961","21.1285"
"Canada","Illinois","Gravel","4.8912","3.4775","0.0542","9.2816","5.6894","0.1029","0.1056","9.7441","5.9746","0.1079","0.1142","9.7045","5.9455","0.1074","0.1167"
"Canada","Illinois","Nonmetallic minerals","578.8903","321.9472","43.41","793.4601","516.2891","61.0085","62.1743","153.2849","105.7531","11.7848","12.5715","153.2461","106.049","11.7812","12.9911"
"Canada","Illinois","Metallic ores","13.7888","10.795","2.0343","19.0488","15.8922","2.8105","2.5141","16.1435","15.1772","2.3817","2.0484","15.061","14.2238","2.2221","1.6773"
"Canada","Illinois","Coal","51.3094","4.0482","0.6806","4.8977","3.687","0.5596","0.5508","1.9889","1.4973","0.2272","0.2149","2.247","1.6839","0.2567","0.2356"
"Canada","Illinois","Gasoline","132.5069","67.4079","108.5677","348.8024","266.8749","254.0342","245.1317","46.4057","17.21","40.3603","36.7942","53.0412","19.6598","46.1316","26.941"
"Canada","Illinois","Fuel oils","3728.108","1983.3437","2575.8194","4170.9394","2314.3256","2881.7786","2795.9915","3602.7105","1971.9155","2489.1804","2269.2932","4137.4187","2267.6028","2858.62","1559.73"
"Canada","Illinois","Coal-n.e.c.","1342.99821209707","856.258720837653","228.487989893993","1344.95877237607","857.510142464577","229.21497814846","238.592125819849","1081.76363774667","689.703654323672","186.383284650995","206.256958057648","1082.03883068603","689.87883971383","186.417654557883","156.725890939155"
"Canada","Illinois","Basic chemicals","215.559601000004","104.093000614424","487.955004501208","197.216700090454","96.0615008794001","447.699902453654","440.1856","162.198300660434","95.2495003407039","377.426903736508","358.8535","167.969100675184","99.0333003527539","390.785603771108","326.4814"
"Canada","Illinois","Pharmaceuticals","1.2969999967","0.64699957103","206.454225332","1.08330021434","0.51510002505","162.6309953237","172.0075","1.15560029324","0.56840016497","242.1509964446","271.5282","1.18250028389","0.58440025561","248.3190967106","297.5618"
"Canada","Illinois","Fertilizers","91.253","62.0247","36.5542","168.4593","121.3285","65.7837","63.6208","95.5601","82.1108","41.0139","38.8596","100.9604","86.8074000000001","43.3312","40.2388"
"Canada","Illinois","Chemical prods.","263.775099984","135.3784999998","1244.6762997217","267.821399933","139.6249999782","1267.2347995906","1260.095","226.743499968","154.3714999998","1070.9522999928","1065.1365","236.7719999941","163.0226999459","1118.09990017","1105.6613"
"Canada","Illinois","Plastics/rubber","458.333799986","219.31669996201","1516.4889042126","444.8268001087","225.29180002322","1469.7647997079","1495.4139","368.83869991958","235.98549999312","1222.2794045111","1268.8204","384.63609989047","248.36019997176","1274.4144024129","1258.2666"
"Canada","Illinois","Logs","6.8108","3.2157","1.053","7.0891","3.1476","1.0961","1.2434","5.54","2.5789","0.8565","1.1574","5.5533","2.5653","0.8586","1.0562"
"Canada","Illinois","Wood prods.","50.489802000001","30.501100965511","37.657701490662","51.98010203009","33.34540098","38.755601513061","44.0321","50.58400078686","39.1289003799699","37.722100586439","43.0373","51.706800779629","40.1820003756312","38.558200581013","43.5173"
"Canada","Illinois","Newsprint/paper","165.1876","74.0486","135.0579","158.837","71.0447","129.75","136.1382","134.8368","82.1471","110.1986","116.2745","137.4786","84.8473","112.3576","115.604"
"Canada","Illinois","Paper articles","59.390599974","29.21409982938","157.263902345","60.36070038946","28.72950034376","159.9252001219","162.7425","54.16020037893","31.68600029799","143.41879994989","148.148","55.48540032426","32.71820031373","146.92479999467","151.8435"
"Canada","Illinois","Printed prods.","63.9782000022","44.1712000035","288.533899609","62.8942999974","43.0221999952","285.85749991","286.8315","39.1586999609","30.219599997","185.23060017","186.9216","41.0846999609","31.761199997","194.08469983","196.0659"
"Canada","Illinois","Textiles/leather","19.2714999957","9.4674999986","194.81400005","19.7122999967","9.450199999","198.7366","200.8223","17.3650999971","9.997199999","175.08199981","180.1959","17.8841999971","10.359999999","180.1048","184.1918"
"Canada","Illinois","Nonmetal min. prods.","276.0451","118.1723","218.4152997","289.1752","130.8609","231.1195997","238.2418","261.757","154.0817","209.6326996","222.9623","272.4832","160.8792","218.0685005","237.025"
"Canada","Illinois","Base metals","410.0763010018","196.27180093468","611.7010018659","446.30200053654","208.13210049985","666.58880120814","630.8179","383.87440049281","241.85760045994","576.61790114493","552.0374","391.73620053501","248.89730045353","588.19790098502","509.8983"
"Canada","Illinois","Articles-base metal","453.962000612","248.7973015052","1313.2152994889","376.9543900532","218.20080618731","1099.205013435","1100.8886","324.47419242845","226.79440738483","949.8036173866","957.0443","337.28609284924","236.97360800212","986.057615385599","989.755399999999"
"Canada","Illinois","Machinery","651.150107271033","444.169037549063","5399.14405054668","617.105989456705","459.865031462324","5177.33382822514","5883.6782","524.610756451708","425.705424699677","4215.69930467475","5059.2727","545.38875574976","444.418525454873","4377.63330959932","5309.2607"
"Canada","Illinois","Electronics","74.1569039355","37.8360057896","2178.196544851","57.291601229429","31.496503662528","1664.3926123638","1682.5697","51.2975996236421","32.398102588472","1546.6976934913","1559.7174","52.336199754617","33.427502702182","1574.5018003896","1578.2235"
"Canada","Illinois","Motorized vehicles","307.506100015","190.3476001682","2608.0897982374","284.36019981804","273.09669990113","2354.4501963269","2378.2519","210.2945999537","174.62020038777","1741.8987997998","1781.7903","226.65460038471","189.64420042653","1876.7839004292","1949.3046"
"Canada","Illinois","Transport equip.","12.1785998109","6.58180050524","409.597892474","15.2474016936","10.79490007624","509.256261525","523.0977","26.17070016349","26.0155999291","810.255927578999","844.320799999999","28.82989957924","29.0436001291","891.566692431","939.0192"
"Canada","Illinois","Precision instruments","10.242099991","5.19130008364","1000.3490095955","10.43049551941","5.43600065398","1029.8037103435","1050.9957","8.44149759385","5.53770328069","721.6917595105","747.0296","8.71339754971","5.78970521355","734.5551537965","768.6741"
"Canada","Illinois","Furniture","73.1773020044031","41.4746017478476","293.113508051269","74.7464030966954","43.6675028202731","300.179112527725","318.421","61.4807044632822","45.7460039281645","247.261417102493","275.8517","63.5477046682765","47.5126042111012","255.403818512022","289.387"
"Canada","Illinois","Misc. mfg. prods.","23.300599900404","11.995100803193","478.7928127691","20.585699231802","11.121399920612","441.89431854964","449.1746","21.879199773602","14.718801182752","457.96462304081","468.5605","22.288999726102","15.197801213472","465.85652276535","480.1023"
"Canada","Illinois","Waste/scrap","337.047503","131.77740405853","273.10960219451","317.71830016956","126.99670062364","253.75520173435","240.9619","332.7613021482","142.2654027396","265.67530051285","256.3321","329.50750205048","141.44290261302","263.06960043596","187.1226"
"Canada","Illinois","Mixed freight","0.0577","0.0213998","0.381899","0.0518003","0.0193001","0.342599","0.6304","0.0575","0.0213998","0.380003","0.7197","0.0573","0.0213998","0.379296","0.7011"
"Canada","Indiana","Live animals/fish","0.6489","0.5605996319","1.5952008622","0.58669993887","0.5038995274","1.445300178","1.5863","0.6548999458","0.6171999892","1.608999268","2.0612","0.6481000453","0.6092000731","1.5921993016","1.8178"
"Canada","Indiana","Cereal grains","100.5309","30.9034","36.9621","50.974","15.5621","19.9282","17.871","97.0372","29.4976","37.9372","24.8804","97.107","29.6287","37.9648","22.0529"
"Canada","Indiana","Other ag prods.","4.875897988899","3.934599576054","6.286126036425","3.201200894732","2.5917983548086","4.123499094096","5.407","2.588599009277","2.311401795747","3.33530068739","4.079","2.573297210348","2.3241012591211","3.314898369659","3.9266"
"Canada","Indiana","Animal feed","31.3039","17.9049","25.5981","30.8973","17.9694","25.2637","26.2378","34.7513","20.8428","28.4132","29.1955","35.5485","21.4717","29.0644","28.3283"
"Canada","Indiana","Meat/seafood","7.2399","3.0197","35.5613","4.7485","1.8688","23.3265","23.8185","4.2375","1.7757","20.8152","23.8068","4.3584","1.8409","21.4104","23.5015"
"Canada","Indiana","Milled grain prods.","70.6917388713","28.17617748441","112.1144511712","68.4839159484","27.07891309998","108.6428561182","161.9557","72.7956803227","28.42008522055","115.4897275268","172.6065","73.4450164627","28.84439444355","116.5185279353","171.859"
"Canada","Indiana","Other foodstuffs","111.855369693479","44.1546159661","159.2544381008","108.40785651012","41.938948969019","154.323326390044","230.3887","89.8785471319211","36.23740810056","127.97151093913","199.9899","90.480687634921","36.66708442656","128.83120303066","189.1331"
"Canada","Indiana","Alcoholic beverages","8.7842","5.4232","14.5176","8.4939","5.3411","14.0378","14.2858","11.2434","7.5437","18.5818","19.059","11.2681","7.5767","18.623","19.1913"
"Canada","Indiana","Building stone","57.3765","20.4576","8.9433","56.1641","20.0452","8.7544","8.8076","51.6595","19.9644","8.0519","8.2915","52.1698","20.2712","8.1313","8.6208"
"Canada","Indiana","Natural sands","45.2159","12.5663","1.0087","42.3665","15.3996","0.9455","0.9606","44.5361","16.2308","0.9937","1.0671","42.5206","15.4241","0.9489","1.0665"
"Canada","Indiana","Gravel","82.3821","38.9419","0.9146","41.6827","19.3107","0.4627","0.4749","42.7802","19.8892","0.4748","0.5031","41.469","19.3927","0.4605","0.5009"
