"FR_DEST","DMS ORIG","SCTG2","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total KTons in 2013","Total Ton-Mile in 2013","Total M$ in 2013","Total Current M$ in 2013","Total KTons in 2014","Total Ton-Mile in 2014","Total M$ in 2014","Total Current M$ in 2014","Total KTons in 2015","Total Ton-Mile in 2015","Total M$ in 2015","Total Current M$ in 2015"
"Europe","Mississippi","Natural sands","0.0281","0.0062","0.004","0","0","0","0","0","0","0","0","0","0","0","0"
"Europe","Mississippi","Nonmetallic minerals","7.3012","10.5673","1.1407","4.0739","1.3527","4.1539","4.2378","5.14","1.198","3.6738","3.919","4.4532","1.0472","3.1487","3.4723"
"Europe","Mississippi","Metallic ores","2.6858","3.9762","0.4201","0.4186","0.1256","0.0962","0.086","1.825","2.5547","0.2557","0.2199","1.8866","2.6441","0.264","0.1992"
"Europe","Mississippi","Gasoline","88.2492","1.3645","78.8629","67.0163","1.0362","59.8883","57.7897","115.8182","1.7908","103.4997","94.3548","101.3252","1.5668","90.5481","52.8807"
"Europe","Mississippi","Fuel oils","176.0394","2.9555","129.2798","619.5874","10.0212","450.5801","437.1667","895.3844","14.8885","655.5945","597.681","824.3498","13.746","604.009","329.5614"
"Europe","Mississippi","Coal-n.e.c.","69.62567709","15.16206487","42.12375535","0","0","0","0","0","0","0","0","0","0","0","0"
"Europe","Mississippi","Basic chemicals","114.520800628932","46.3503002329202","319.619401769306","137.890600668991","58.1372002491367","378.397901881824","599.1541","109.215700533159","43.8783001946806","303.209701500239","463.117","109.331500532775","44.1063001945539","303.684701499055","407.2389"
"Europe","Mississippi","Pharmaceuticals","0.0238","0.02300003793","4.0501670670472","0.0215004138","0.0059999954","5.5912089152854","10.5602","0.1017003218","0.0311999977","18.373141008809","35.5269","0.1006003448","0.0305999977","18.452848908809","38.1467"
"Europe","Mississippi","Fertilizers","0.0103","0.0079","0.027","0.0028","0.0023","0.008","0.0082","0.0001","0","0.0006","0.0011","0.0001","0","0.0006","0.0011"
"Europe","Mississippi","Chemical prods.","13.76970301351","7.22920091075","17.8154039526","10.67710227601","5.34850068286","13.2507028033","22.1869","8.07320168989","4.262300505755","11.6293020188","18.2577","8.12290170269","4.291900509655","11.7301020345","18.3036"
"Europe","Mississippi","Plastics/rubber","8.9686286197","4.53439979104","23.829170529073","7.1864181012","3.76819591954","18.9445423173493","21.8538","8.13042408307","3.622797935214","20.5203569138247","24.7899","8.16252452209","3.622098080114","20.5976579279247","23.714"
"Europe","Mississippi","Logs","9.5923","3.006","5.7115","19.5363","4.0908","10.6401","12.5502","4.7725","1.1615","2.8297","4.1506","4.6646","1.1312","2.7401","3.6331"
"Europe","Mississippi","Wood prods.","59.0158","11.7913","21.3302","5.5291","1.9892","3.7608","4.0069","39.1488","13.3183","23.1074","25.6844","37.3564","12.6907","22.001","24.203"
"Europe","Mississippi","Newsprint/paper","377.3104","59.7841","228.564","337.2598","47.5988","197.3703","207.0882","268.7928","37.5787","163.1039","172.0966","268.8809","37.2198","162.4293","167.1225"
"Europe","Mississippi","Paper articles","8.7261","1.2174","5.2288","9.1162","3.7491","8.6028","8.7513","9.182","3.2076","8.2029","8.4703","9.0648","3.1497","8.0749","8.3424"
"Europe","Mississippi","Printed prods.","14.1336998325","5.25920001929","27.52650123047","12.7732999855","4.26479999899","30.82540070393","31.342","10.970799509","14.831899764","36.62005089047","40.8955","11.166000135","15.119700509","36.18278311047","40.4375"
"Europe","Mississippi","Textiles/leather","25.19500036197","6.4841024846","20.03075478796","19.84129827787","4.9928019646","18.36244198128","22.0466","19.4819040925099","7.36350007167","23.63932218264","28.0379","19.3126040846099","7.24230006967","23.39802213764","27.6059"
"Europe","Mississippi","Nonmetal min. prods.","6.57890888051","3.75810120748","12.34610925922","7.240312197952","3.076901568846","12.08721196736","18.1705","6.36211338231","1.038801712754","15.56111305969","22.9414","6.179112982195","1.015101661938","15.29991267312","22.9705"
"Europe","Mississippi","Base metals","2.35160016212","2.07340011061","14.71620085945","2.45430060373","3.04660041195","12.7480032006","15.2425","2.69240068536","3.23450046764","16.7283036332","19.663","2.64120068136","3.17530046498","16.3246036123","17.436"
"Europe","Mississippi","Articles-base metal","6.390917439639","4.3454963291","50.33109999597","6.793008461639","3.0644159096","41.02815822605","43.3323","6.394186476639","2.7731092868","30.36334750958","32.7401","6.256366305439","2.7261032368","29.32303174294","31.5069"
"Europe","Mississippi","Machinery","6.7404326479","3.790697969676","114.27861781","7.0305003579","4.860000454676","137.599316054","156.2332","6.07090003676","4.439799999352","120.1657987758","135.852","6.12380003676","4.482699999352","120.8523990938","137.8589"
"Europe","Mississippi","Electronics","1.915502131","1.194000102","154.4326874","1.7357002787","1.13450003408","141.256011514","171.0749","1.571904438","0.9657002804","151.838536797","209.2211","1.587904395","0.9774002804","152.373022177","208.3678"
"Europe","Mississippi","Motorized vehicles","0.3607001385","0.26439999803","7.843599691367","0.19930000117","0.12709995913","5.612400422167","5.7072","0.34890003211","0.2098999962","11.294899997634","11.7131","0.36350002764","0.21860001617","11.718099537534","12.3411"
"Europe","Mississippi","Transport equip.","1.2053","1.2276","79.7259","0.674","0.6482","56.7398","57.7943","2.0585","2.1746","115.6745","119.9764","1.8908","1.9936","106.8989","112.0747"
"Europe","Mississippi","Precision instruments","1.435603220295","0.965999977","84.564784936","5.843998866591","3.99839977","256.744984945","273.3215","6.77450304489","4.316101170295","317.210949918","354.8748","6.87589851489","4.40929726","317.608530469","358.0456"
"Europe","Mississippi","Furniture","1.0605998386","0.6873996988","8.43980738468","2.55349999935","1.831300002004","15.93329549609","16.3048","1.9338999996674","1.3149","17.0905970103974","18.4404","1.9569999996674","1.3312","17.1588050017274","18.7624"
"Europe","Mississippi","Misc. mfg. prods.","0.3127999976","0.2184999973","6.398799889","0.24670000466","0.15589999956","10.650599988","13.2917","0.3443999989","0.21579999978","6.42780004","9.6132","0.3359999989","0.21029999978","6.2996003","9.5116"
"Europe","Mississippi","Waste/scrap","4.11060000009","1.6855","6.1637000862475","2.99470000009","2.6924","18.5531001278093","17.6335","2.4351","2.7157","18.13699997","17.454","2.3565","2.6498","17.467599991","12.3933"
"Europe","Mississippi","Mixed freight","0.0611","0.087","26.2694","0.0344","0.0484","33.3683","49.3406","0.0783","0.1051","33.4059","36.9674","0.078","0.105","33.188","35.8331"
"Europe","Missouri","Live animals/fish","0.003","0.0017","0.0835","0.0095","0.0054","0.0959","0.131","0","0","0.0778","0.1303","0","0","0.0777","0.1161"
"Europe","Missouri","Cereal grains","2.4455","3.0324","6.2011","1.4511","1.7943","3.6589","3.282","0.3762","0.4566","0.9288","0.6097","0.3585","0.4345","0.8829","0.5133"
"Europe","Missouri","Other ag prods.","4.2252","4.9953","11.3321","1.9316","2.2097","5.6392","5.8042","2.4909","2.9595","6.913","6.9395","2.2998","2.7313","6.4053","6.273"
"Europe","Missouri","Animal feed","3.3263001900045","3.7424005825445","8.5257997550645","54.79849684712","64.472099957479","160.01810115278","171.2635","170.163134316","202.069737298","687.270030226","866.2056","157.417777612","186.847670091","631.539493292","751.535"
"Europe","Missouri","Meat/seafood","11.655","16.1657","28.7234","0.0453","0.0361","0.1286","0.1313","0.042","0.0589","0.1055","0.1207","0.039","0.0549","0.0984","0.108"
"Europe","Missouri","Milled grain prods.","1.2223","1.4671","1.6469","2.8603","3.3992","3.5298","3.5917","2.7474","3.3292","4.0734","4.1463","2.5685","3.1096","3.8268","3.866"
"Europe","Missouri","Other foodstuffs","5.3096000165","6.3340999967","19.58919971","3.988399966","4.7048000495","18.99510048","21.0178","8.957499989","10.7147999846","33.22230368","36.5417","8.660599989","10.3443999846","32.39369514","33.4942"
"Europe","Missouri","Alcoholic beverages","0.0717","0.0559","0.0993","0.1121","0.1405","0.2902","0.2953","0.9484","1.1843","2.4436","2.5068","0.9323","1.1646","2.4019","2.4757"
"Europe","Missouri","Natural sands","0.2861","0.346","0.2678","0.1903","0.2289","0.1913","0.1945","0.1972","0.2367","0.1983","0.213","0.2021","0.2427","0.2031","0.2284"
"Europe","Missouri","Nonmetallic minerals","4.3998","5.2987","1.2831","1.021","1.0812","0.4381","0.6757","1.567","1.8537","0.6565","0.7775","1.5283","1.8047","0.6433","0.7886"
"Europe","Missouri","Metallic ores","12.5139","12.3177","10.8899","19.9914","19.4791","17.8868","16.001","18.8593","18.5017","16.021","13.7793","21.2756","20.8722","18.0736","13.6439"
"Europe","Missouri","Coal","7430.2243","9147.359","875.024","6349.8585","7807.6265","756.804","744.9901","4166.9688","5065.221","550.9034","520.9347","4290.039","5218.8863","566.2162","519.6119"
"Europe","Missouri","Gasoline","201.1429","210.4499","0.0247","3.5625","3.7273","0.0004","0.0004","0","0","0","0","0","0","0","0"
"Europe","Missouri","Fuel oils","1149.531","1172.6897","0.1413","1735.2068","1770.16","0.1753","0.17","3019.568","3080.3929","0.305","0.2781","2916.1533","2976.3296","0.2944","0.1605"
"Europe","Missouri","Coal-n.e.c.","3.2603","3.6054","1.9725","0","0","0","0","0","0","0","0","0","0","0","0"
"Europe","Missouri","Basic chemicals","25.61669974508","25.11359969006","221.8117951992","28.2555000017746","22.6855000017746","169.287300013556","168.6577","25.1898","16.6646","116.1319","112.9746","24.7978","16.4025","113.9682","97.4337"
"Europe","Missouri","Pharmaceuticals","1.62949994534","1.32439996634","160.3208057287","1.3981999922","1.0157999858","173.5661084032","184.0691","1.53129997546","1.30699999056","129.5883087706","146.133","1.53589994846","1.32439999056","126.5316968406","152.4967"
"Europe","Missouri","Fertilizers","0.6964","0.7695","1.9005","0.5181","0.5336","3.4928","3.5064","0.7542","0.9248","1.5955","1.5132","0.7049","0.8636","1.4944","1.3891"
"Europe","Missouri","Chemical prods.","8.1890997142","8.10650008945","174.9399461808","6.2434008065746","4.5555999764046","148.506235766637","196.0389","10.434400320874","11.103099973932","106.90495028937","129.4816","10.305200389794","10.975099984302","105.1318586469","126.8689"
"Europe","Missouri","Plastics/rubber","9.15819981974","10.23459975338","60.8484939542","8.21989996255","7.623000039662","38.42580280056","41.44","14.23970034942","16.28850025876","90.9272981872","96.9707","14.44660028942","16.5107002975","92.0696016356001","93.4157"
"Europe","Missouri","Logs","10.3283","16.2877","7.2312","8.072","8.5549","10.4978","11.9121","5.7879","6.3769","3.5724","4.8324","5.8927","6.4749","3.6507","4.4958"
"Europe","Missouri","Wood prods.","40.1758","49.6284","21.5286","34.0067","41.5487","19.8494","21.1483","39.6945","47.3355","28.7425","31.9477","38.3106","45.6431","27.8694","30.6588"
"Europe","Missouri","Newsprint/paper","4.0734","4.3887","4.8279","4.4136","4.5473","3.7425","3.9446","5.6031","5.4645","2.74","2.9499","4.9511","4.8235","2.4268","2.5474"
"Europe","Missouri","Paper articles","9.6488000003","11.41809999958","14.8316999968","8.8126000029","10.51229999958","14.9212999645","15.2329","9.7860999955","11.41539999516","12.880299968","13.3588","9.5509999955","11.13959999516","12.567500045","13.0406"
"Europe","Missouri","Printed prods.","11.564","14.1585","51.7473","13.9925","17.1878","80.2393","81.4756","11.4185","13.9641","32.7058","34.1138","11.2089","13.707","32.2293","33.6636"
"Europe","Missouri","Textiles/leather","10.2269999758","12.6674000012","35.08719803","11.041999964","13.4193000424","52.24279518","54.6439","15.286400018","18.9461000273","51.907103","54.7207","14.660900006","18.1322000152","49.92360409","52.3314"
"Europe","Missouri","Nonmetal min. prods.","2.12390081552","2.31010085947","17.030913911","1.2727000803669","1.2049000469772","18.911101934486","21.4796","2.29270098048","2.42080134564","19.9078179308","27.5345","2.26240086932","2.38000128763","19.6950188123","27.8851"
"Europe","Missouri","Base metals","0.7625","0.7645","34.0322002","0.7643","0.5951","8.12009988","8.895","1.6007","1.5864","60.7957005","60.6373","1.5326","1.522","59.3452014","53.7196"
"Europe","Missouri","Articles-base metal","5.2761014908","5.85980174515","52.9858273119","3.75089979685844","3.00190005357844","47.570126328123","52.0836","3.39430074446","2.9234006307","50.81009690262","60.041","3.34260073108","2.87460061616","49.9586881855","58.9325"
"Europe","Missouri","Machinery","17.5492","18.6778","270.3795","12.211","9.0962","263.3014","291.0417","5.103","3.6651","134.7177","167.5927","5.1431","3.6935","134.757","169.0393"
"Europe","Missouri","Electronics","10.8542997268","12.8065000164","137.48724935503","8.8869996706","7.0242001403","249.155278611385","271.8119","11.2796003083","13.0751000172","147.1150432571","165.0788","11.3038003399","13.114100028","146.2370351938","163.0379"
"Europe","Missouri","Motorized vehicles","12.26779999667","14.61150000033","201.142","9.4345999967","7.609699997","40.2096997","40.6368","13.3826999934","14.433199997","144.541600333","147.8793","14.1291999934","15.24060000033","153.159400666","159.1083"
