commodity,curval_total_exported,curval_total_imported,state,tmiles_total_exported,tmiles_total_imported,tons_total_exported,tons_total_imported,value_total_exported,value_total_imported
Furniture,,32.1855,South Dakota,,5.2621,,6.802599999999999,,31.5129
Machinery,,39.1568,South Dakota,,0.6595,,0.4492999999999999,,38.2248
Misc. mfg. prods.,3.087,2.7452,South Dakota,1.0386,0.20800000000000002,0.6877,0.2173,3.0347999999999997,2.6997999999999998
Mixed freight,,0.3407,South Dakota,,0.19369999999999998,,0.1287,,0.3317
Precision instruments,,3.5381,South Dakota,,0.0946,,0.09059999999999999,,3.4703999999999997
Alcoholic beverages,,12.9245,Tennessee,,3.3991,,3.2225,,12.61
Articles-base metal,0.9929,14.119,Tennessee,0.6422,0.2671,0.9162,0.5954,0.992,14.1046
Basic chemicals,1.6228,15.6528,Tennessee,0.5155,198.12740000000002,0.6687000000000001,129.2695,1.7570000000000001,17.0886
Chemical prods.,,10.799900000000001,Tennessee,,1.9594999999999998,,4.7265999999999995,,10.8832
Coal-n.e.c.,848.7407000000001,848.7407000000001,Tennessee,67.8532,67.8532,1018.0012,1018.0012,850.3552999999999,850.3552999999999
Electronics,0.6419,3.9917000000000002,Tennessee,0.1887,0.8302,0.2555,0.388,0.6452,4.0119
Furniture,10.561799999999998,10.3965,Tennessee,0.6738999999999999,0.8333,1.2651,1.2045,10.343,10.1722
Machinery,,1.1168,Tennessee,,0.060899999999999996,,0.0626,,1.0897000000000001
Meat/seafood,1.4259,3.6577,Tennessee,0.5215,1.1136,1.4344000000000001,2.8064,1.3075999999999999,3.3579
Misc. mfg. prods.,171.4962,78.7135,Tennessee,1.2975,6.9468,2.0279000000000003,4.8658,168.64370000000002,77.39329999999998
Mixed freight,1.0836,2.8269,Tennessee,1.3075999999999999,0.12530000000000002,0.7583,0.2365,1.0551,2.7523
Motorized vehicles,14.923300000000001,2.3411000000000004,Tennessee,1.047,0.0276,1.5444999999999998,0.0548,14.573,2.2863999999999995
Other ag prods.,,18.2096,Tennessee,,6.088800000000001,,7.366099999999999,,18.1246
Pharmaceuticals,315.71759999999995,26.483999999999998,Tennessee,3.3577,0.6498999999999999,2.7754999999999996,0.7918000000000001,280.65990000000005,23.597299999999997
Plastics/rubber,21.153100000000002,12.6614,Tennessee,2.2490000000000006,0.8578000000000001,3.5668000000000006,1.6566,20.8553,12.486400000000001
Precision instruments,31.6963,14.8954,Tennessee,0.5187,0.1851,0.2071,0.2851,31.0893,14.6114
Printed prods.,51.286100000000005,2.8855000000000004,Tennessee,3.0495,0.6397999999999999,5.0287,0.8848,51.0506,2.8723
Textiles/leather,8.4606,16.0714,Tennessee,0.8892,0.1636,0.4803,0.5109,8.289200000000001,15.7401
Transport equip.,,0.20929999999999999,Tennessee,,0.0049,,0.0195,,0.20229999999999998
Waste/scrap,,4.7092,Tennessee,,6.5969,,17.1828,,5.3957
Articles-base metal,28.905299999999997,154.377,Texas,1.7996,15.437699999999998,1.4562,10.291199999999998,28.8736,154.2243
Base metals,17.6925,313.9082,Texas,1120.4267,220.1664,447.72090000000003,276.0172,19.1683,339.39230000000003
Basic chemicals,18.6096,117.3188,Texas,28.5706,17.9671,31.5402,22.866,20.2601,127.22760000000001
Cereal grains,,12.8536,Texas,,100.101,,67.24000000000001,,18.307299999999998
Chemical prods.,13.465900000000001,11.4799,Texas,5.3311,7.894100000000001,2.6801,17.2618,13.5708,11.5669
Coal-n.e.c.,14.5223,74.37509999999999,Texas,11.20889,190.6715,10.53836,104.4939,14.646959999999998,74.74510000000001
Crude petroleum,1.5424,1.9484,Texas,0.2328,1.169,2.9985999999999997,3.7422999999999997,1.9172,2.4154999999999998
Electronics,175.1477,88.38879999999997,Texas,2.9967,8.4661,2.8961,6.6352,176.0214,88.8268
Furniture,9.2563,42.989,Texas,0.3876,4.7967,0.35650000000000004,3.395,9.0528,42.0678
Live animals/fish,105.7652,105.7652,Texas,13.8785,13.8785,44.010799999999996,44.010799999999996,93.5149,93.5149
Logs,5.0891,5.0891,Texas,1.9442999999999997,1.9442999999999997,4.342499999999999,4.342499999999999,4.1203,4.1203
Machinery,1678.6368,2411.7287,Texas,30.9996,82.2633,147.17770000000002,201.77370000000002,1638.2303000000002,2353.737
Meat/seafood,,417.5735,Texas,,21.2148,,76.77929999999999,,383.89699999999993
Milled grain prods.,,33.7045,Texas,,20.290100000000002,,15.5946,,33.2217
Misc. mfg. prods.,79.382,108.5254,Texas,2.7866999999999997,4.1245,3.3749,3.8797000000000006,78.0541,106.7226
Mixed freight,3.4419,130.07850000000002,Texas,0.4754,47.4497,0.7609,50.8929,3.3514,126.62650000000001
Motorized vehicles,139.9693,643.6481,Texas,15.5538,51.133100000000006,24.001799999999996,87.1049,136.72050000000002,628.4794
Natural sands,15.114600000000001,15.114600000000001,Texas,30.8136,30.8136,2067.6634,2067.6634,14.128699999999998,14.128699999999998
Newsprint/paper,305.9185,323.568,Texas,3.9466,46.1721,169.608,195.7414,292.85659999999996,309.75249999999994
Nonmetallic minerals,159.6155,152.794,Texas,41.6627,25.9058,116.55720000000001,103.87,149.6613,143.2622
Other ag prods.,121.2587,148.3282,Texas,20.1894,121.15899999999999,63.86750000000001,120.8404,120.7612,147.7108
Other foodstuffs,0.00030000000000000003,313.93649999999997,Texas,0.456,692.2524,0.22219999999999998,566.3966,0.00030000000000000003,304.3819
Paper articles,539.5452,546.0223,Texas,95.24350000000001,96.9676,247.24030000000002,248.2895,525.0709,531.3739
Pharmaceuticals,15.637999999999998,55.884600000000006,Texas,2.7161,3.9454000000000002,1.3064,2.4317,13.9099,49.9235
Plastics/rubber,245.83150000000003,250.75070000000002,Texas,8.0077,29.5796,16.7057,34.035599999999995,242.54349999999997,247.38959999999997
Precision instruments,17.7927,154.92630000000003,Texas,0.4499,1.7249,0.4258,1.3359,17.449900000000003,151.9749
Printed prods.,,39.660599999999995,Texas,,4.2651,,2.9194999999999998,,39.4796
Tobacco prods.,523.2729,523.2729,Texas,7.6219,7.6219,27.2532,27.2532,480.64750000000004,480.64750000000004
Transport equip.,3.2241000000000004,0.6462000000000001,Texas,0.2192,0.3967,0.1486,0.2625,3.1196,0.6241
Wood prods.,,2.2016,Texas,,0.1835,,0.1645,,2.0153
Base metals,1.2837,39.4379,Utah,0.7943,0.5553,1.0137,0.9867999999999999,1.3902999999999999,42.666199999999996
Basic chemicals,,2.6031999999999997,Utah,,1.3116,,0.7973000000000001,,2.8198
Electronics,492.9261,45.271,Utah,2.6904,0.6979,2.5569,0.6908,495.3603,45.493500000000004
Gravel,,5.8596,Utah,,38.2768,,164.3931,,5.5386
Misc. mfg. prods.,,17.714199999999998,Utah,,0.7964,,0.5272,,17.4228
Other foodstuffs,,1907.6338,Utah,,759.6151,,984.2125000000001,,1849.8451
Plastics/rubber,1.1288,26.657899999999998,Utah,0.6123,12.0679,0.45230000000000004,5.979900000000001,1.1134,26.290699999999998
Precision instruments,0.9454,1.1129,Utah,0.00030000000000000003,0.4122,0.00030000000000000003,0.3149,0.9273,1.0914000000000001
Printed prods.,6.663399999999999,20.6241,Utah,0.3015,3.1902999999999997,0.3702,2.0738,6.6324000000000005,20.5309
Textiles/leather,1.9002,8.4606,Utah,0.22099999999999997,0.8892,0.09449999999999999,0.4803,1.8616,8.289200000000001
Articles-base metal,,20.8358,Vermont,,0.5298,,0.2879,,20.8127
Basic chemicals,,12.6401,Vermont,,1.2737,,2.5861,,13.7283
Live animals/fish,,3.3068999999999997,Vermont,,0.1404,,1.0431,,2.9207
Misc. mfg. prods.,,114.64760000000001,Vermont,,6.37,,12.0886,,112.7417
Motorized vehicles,,0.07339999999999999,Vermont,,0.0171,,0.0131,,0.0717
Printed prods.,19.3707,26.756899999999998,Vermont,0.0097,0.33259999999999995,0.1262,0.7878999999999999,19.2821,26.6344
Textiles/leather,0.8728,3.5041,Vermont,0.46240000000000003,1.46,0.3759,0.4766,0.855,3.4320999999999997
Alcoholic beverages,,16.4991,Virginia,,20.5376,,12.050699999999999,,16.102800000000002
Basic chemicals,0.7512,1.3800999999999999,Virginia,0.0,7.321699999999999,0.00030000000000000003,27.8746,0.8197,1.5034999999999998
Chemical prods.,0.5312999999999999,31.970399999999998,Virginia,0.7263000000000001,26.0681,0.2335,16.247999999999998,0.5352999999999999,32.2152
Electronics,110.04769999999999,333.2638,Virginia,3.0562,21.0456,1.6643000000000001,22.0887,110.59290000000001,334.9538
Furniture,11.302,66.3488,Virginia,2.1837,13.1646,2.8891999999999998,18.5094,11.064,64.9062
Machinery,14.0963,12.4952,Virginia,0.8791,0.48800000000000004,2.2563,0.9314,13.757599999999998,12.1922
Milled grain prods.,,14.2356,Virginia,,6.2458,,8.6775,,14.030899999999999
Misc. mfg. prods.,55.23250000000001,42.25470000000001,Virginia,0.8031,2.2189,1.1359,3.0762,54.311099999999996,41.548
Motorized vehicles,564.1763,1.5562,Virginia,39.1369,0.20129999999999998,13.327799999999998,0.2776,551.2404000000001,1.5196
Other foodstuffs,,380.1375,Virginia,,108.9408,,361.4747,,368.6797
Pharmaceuticals,,2.0574000000000003,Virginia,,0.0009,,0.00030000000000000003,,1.8328000000000002
Plastics/rubber,4.6198999999999995,3.8876000000000004,Virginia,0.5307,1.5602,0.6824,3.2506000000000004,4.5534,3.8369000000000004
Precision instruments,154.6139,6.0784,Virginia,2.2882,0.1585,3.1782980000000003,0.2813,151.6198,5.9616999999999996
Printed prods.,1.6986,51.286100000000005,Virginia,1.272766,3.0495,0.707361,5.0287,1.365078,51.0506
Textiles/leather,26.1556,125.514,Virginia,0.1951,3.5750000000000006,0.28559999999999997,7.9678,25.6244,122.9483
Waste/scrap,,0.0,Virginia,,2.2110000000000003,,5.555,,0.0
Wood prods.,0.2277,0.092,Virginia,0.6139000000000001,0.00030000000000000003,2.896,0.00030000000000000003,0.2084,0.0843
Articles-base metal,13.2796,13.7557,Washington,0.787,9.6212,0.3452,4.5501000000000005,13.2657,13.7414
Base metals,48.9393,32.4908,Washington,15.541200000000002,1122.0492000000002,5.749500000000001,449.25970000000007,52.98490000000001,35.146
Chemical prods.,0.6373,2.467,Washington,1.1329,1.1183,0.5142,0.3518,0.6421,2.4856000000000003
Electronics,,42.9142,Washington,,1.4479,,0.4604,,43.1242
Furniture,7.398499999999999,5.0707,Washington,2.2096999999999998,2.0416,1.2617,0.8371,7.2428,4.9628
Machinery,1.4321,0.6231,Washington,0.5768000000000001,0.0006000000000000001,0.40640000000000004,0.00030000000000000003,1.398,0.608
Misc. mfg. prods.,42.058099999999996,0.0885,Washington,16.704500000000003,0.039599999999999996,7.1988,0.0188,41.350899999999996,0.0871
Mixed freight,,255.89480000000003,Washington,,46.749700000000004,,19.3217,,249.1509
Motorized vehicles,0.046200000000000005,564.3313999999999,Washington,0.017,39.2163,0.0083,13.3555,0.0451,551.3920000000002
Newsprint/paper,,0.7949999999999999,Washington,,1.1633,,0.6507999999999999,,0.7609999999999999
Other ag prods.,,299.6277,Washington,,1007.3251,,748.7192,,298.5431
Other foodstuffs,123.96659999999999,120.72149999999999,Washington,2.0591,0.4485,2.4394,1.6226000000000003,120.1909,117.0447
Pharmaceuticals,3.0484,0.8405,Washington,0.835,0.34409999999999996,0.5567000000000001,0.2026,2.7188,0.7495
Plastics/rubber,21.6726,6.0389,Washington,6.841,1.202,2.8781,0.49319999999999997,21.379099999999998,5.9549
Printed prods.,,5.2454,Washington,,8.208499999999999,,25.1796,,5.221500000000001
Textiles/leather,3.5041,24.0294,Washington,1.46,0.9288,0.4766,0.903,3.4320999999999997,23.538400000000003
Waste/scrap,,9.7577,Washington,,38.3551,,104.1556,,11.257100000000001
Articles-base metal,,3.9576000000000002,West Virginia,,0.1225,,0.4076,,3.9533
Electronics,17.703400000000002,0.3569,West Virginia,0.2133,0.0136,0.6087,0.026000000000000002,17.7918,0.3588
Machinery,0.1296,15.990000000000002,West Virginia,1.2433,0.4931,0.44190000000000007,1.3227,0.12660000000000002,15.606300000000001
Misc. mfg. prods.,,2.6254,West Virginia,,0.00030000000000000003,,0.00030000000000000003,,2.5811
Newsprint/paper,,0.4259,West Virginia,,0.0894,,0.4382,,0.40759999999999996
Paper articles,,6.3568999999999996,West Virginia,,0.0,,0.00030000000000000003,,6.1852
Textiles/leather,124.21249999999999,0.9235,West Virginia,3.7018000000000004,0.2238,7.8547,0.2534,121.6776,0.9045000000000001
Articles-base metal,17.341600000000003,57.629000000000005,Wisconsin,2.6875000000000004,1.1886,2.8886000000000003,1.0430000000000001,17.322400000000002,57.5706
Base metals,28.6606,14.169500000000001,Wisconsin,25.664,0.8063,12.146799999999999,1.169,31.022499999999997,15.3461
Basic chemicals,,3.5696000000000003,Wisconsin,,3.2423,,10.8468,,3.8837
Electronics,61.5609,2.9417999999999997,Wisconsin,0.4996,0.13390000000000002,0.5939,0.3539,61.8651,2.9565
Machinery,7.6004,6.3611,Wisconsin,0.00030000000000000003,0.13440000000000002,0.00030000000000000003,0.3098,7.4186,6.206199999999999
Milled grain prods.,,20.417299999999997,Wisconsin,,7.4954,,14.114099999999999,,20.1207
Misc. mfg. prods.,1.17,5.9639,Wisconsin,0.22549999999999998,0.16310000000000002,0.2474,0.308,1.1505,5.8643
Motorized vehicles,210.6502,1.7168,Wisconsin,28.759099999999997,0.4725,39.5467,0.32299999999999995,205.65970000000002,1.6761000000000001
Newsprint/paper,,7.4923,Wisconsin,,5.8757,,11.681000000000001,,7.1724
Other foodstuffs,141.6895,3.2451,Wisconsin,47.914,1.6106,51.079800000000006,0.8168,137.4455,3.1462000000000003
Plastics/rubber,19.7335,258.6161,Wisconsin,1.0493,238.4962,1.1197,194.8525,19.4632,255.17159999999996
Printed prods.,12.7207,2.7995,Wisconsin,0.6448000000000002,0.2674,0.9032,0.6303,12.6618,2.7868
Textiles/leather,452.57109999999994,74.98570000000001,Wisconsin,9.36,0.8815,8.5347,1.8246,443.3011,73.4473
Transport equip.,,1.0446,Wisconsin,,0.48819999999999997,,0.2379,,1.0093999999999999
Waste/scrap,,1.9158000000000002,Wisconsin,,1.988,,4.8098,,2.2073
Wood prods.,10.6252,19.3119,Wisconsin,5.2023,2.4676,4.113200000000001,2.9305,9.7219,17.6669
Basic chemicals,220.04539999999997,38.8715,Wyoming,2084.0085,20.5901,1433.2223,9.858600000000001,239.74939999999998,42.1438
Furniture,1.3318,8.0514,Wyoming,0.4707,0.19430000000000003,0.3219,0.2796,1.3028,7.882099999999999
Misc. mfg. prods.,,2.0218,Wyoming,,0.8692,,0.5703,,1.9884000000000002
Mixed freight,0.3166,1.5050999999999999,Wyoming,0.23129999999999998,1.115,0.11960000000000001,0.5688,0.30820000000000003,1.4652999999999998
Pharmaceuticals,,2.42,Wyoming,,0.0021,,0.0024000000000000002,,2.1555
Precision instruments,,4.5643,Wyoming,,0.0009,,0.00030000000000000003,,4.4771
Textiles/leather,,1.5834,Wyoming,,0.4994,,0.45649999999999996,,1.5509000000000002
all,1507.4054999999998,1408.5688000000002,Alabama,310.9649,329.6795000000001,3314.1924999999997,3343.7934999999998,1495.1556,1407.4295999999997
all,0.0,21.4627,Alaska,0.0,22.809099999999997,0.0,8.7211,0.0,21.153
all,112.0646,367.0609,Arizona,3.2581999999999995,108.8647,2.2005999999999997,183.2535,109.8971,388.0885
all,10975.8447,8987.546099999998,California,3888.2500999999997,1038.4049,4164.456300000001,2335.5222000000003,11050.4663,9108.147200000001
all,451.5854,211.94670000000002,Colorado,44.18920000000001,72.0865,54.112199999999994,91.32699999999998,423.17190000000005,206.3962
all,232.25090000000006,1289.5090999999998,Connecticut,23.1954,685.4795,27.3274,1500.9679,229.4297,1315.4842999999998
all,5.6002,239.10010000000005,Delaware,0.6849000000000001,25.4744,1.7731000000000001,265.8112,5.3853,229.57389999999998
all,0.21959999999999996,106.4485,District of Columbia,0.045399999999999996,2.492,0.0445,34.0333,0.21559999999999999,104.9083
all,5502.6586,5751.4229000000005,Florida,256.989,394.0406999999999,2322.9444000000003,2398.053699999999,5307.1491000000005,5542.7119999999995
all,734.3738000000001,1443.1400999999998,Georgia,150.56439999999998,632.5574,210.403,862.1889000000001,715.9765,1453.4672000000007
all,2.8618,202.5953,Hawaii,0.7416,12.661800000000001,0.5589999999999999,4.1006,2.7889,198.005
all,837.3521000000001,857.1698000000002,Idaho,34.2564,362.9458,340.2558,623.392,835.2255,854.3426000000001
all,1260.3488,2878.3776,Illinois,184.1814,2642.8232765440002,263.5715,1796.36343236,1248.0352,2130.3533945500003
all,2056.2362,1014.1789999999999,Indiana,328.210476544,155.59410000000003,927.1477323600001,492.53449999999987,1348.08139455,1030.0739999999996
all,19.7819,269.64180000000005,Iowa,1.9554999999999998,226.30470000000003,1.8548,259.459,19.4791,275.1247
all,617.9906,1245.1293,Kansas,68.74449999999999,257.76800000000003,81.0424,1248.4638,613.6511,1237.5178
all,294.63419999999996,1475.0670999999998,Kentucky,20.612099999999998,789.8519999999999,57.2426,721.5626000000001,291.49969999999996,1520.9701
all,5060.450000000001,5392.121799999999,Louisiana,721.1336999999999,250.71989999999997,1242.3028,718.8140000000001,5148.626,5413.8047
all,32.5974,34.6419,Maine,1.6480000000000001,13.775199999999998,1.1324999999999998,29.4107,32.2599,34.4386
all,1469.3148,1270.2225999999998,Maryland,162.5664,324.0311529999999,428.15999999999997,644.3099139999999,1454.1712,1248.2750600000002
all,953.0104,92.3441,Massachusetts,93.63099999999999,6.0694,777.4857,6.962199999999999,924.618,90.41760000000001
all,2597.379,3664.8573,Michigan,474.3687000000001,1115.5177899999999,996.8898000000002,2577.96196,2554.7854,3618.8068599999997
all,1351.4603999999997,2238.2127,Minnesota,40.868,159.68880000000001,52.432800000000015,291.11359999999996,1346.4222,2245.2679999999996
all,629.4590000000001,422.4357,Mississippi,49.939800000000005,181.01779999999997,86.5649,233.60060000000001,614.7644,413.0773
all,928.5481,1318.272,Missouri,203.0401,129.9164,457.6055,339.54960000000005,921.0916,1303.144
all,6.1041,11.0406,Montana,0.052700000000000004,1.8840999999999997,0.10770000000000002,1.0294999999999999,5.9855,10.8232
all,2256.4881,2768.9945000000002,Nebraska,83.261,326.6537,4193.4378,4736.0534,2245.5721999999996,2761.3560999999995
all,493.70500000000004,1771.3895,Nevada,118.52319999999999,359.17359999999996,393.91589999999997,536.4878,490.7836999999999,1744.2287999999999
all,37.206199999999995,1043.6437999999998,New Hampshire,6.2622,11.538499999999997,44.818400000000004,90.94390000000001,35.8807,1014.6239999999999
all,834.5826,2147.7050999999997,New Jersey,325.46700000000004,587.3768,379.09069999999997,835.1454980000001,812.5537000000002,2056.1131
all,383.1424,94.4696,New Mexico,20.1886,29.220399999999998,73.6244,23.9706,352.21029999999996,89.13250000000001
all,2160.8674,2363.6263999999996,New York,258.16505300000006,284.04458795,1211.210714,1196.1185592699997,2147.0650600000004,2301.4215584599997
all,2705.2122999999997,3149.0828,North Carolina,528.2475000000002,322.0213,1281.9314999999997,1134.8483,2690.3579,3098.3227000000006
all,19.1164,30.971200000000003,North Dakota,2.1898,1.5817999999999997,2.0024,1.1482,18.751900000000003,30.3758
all,4225.363799999999,2325.2616000000003,Ohio,503.9058,1866.4616999999996,1318.0484,1592.0107999999996,4187.724099999999,2318.6366
all,195.76139999999998,380.3787000000001,Oklahoma,43.2861,74.0565,48.4133,79.53649999999998,190.9579,369.9808
all,52.5433,194.4669,Oregon,59.7292,73.09460000000001,42.679300000000005,35.3735,51.0654,191.35439999999997
all,2603.0604000000008,2507.0822999999996,Pennsylvania,520.1555999999999,617.9332660000001,14730.6639,14830.424261000002,2586.2741,2492.674878
all,4.1392999999999995,50.208,Rhode Island,0.7113,7.0501,0.7338000000000001,6.7303,4.051,48.2605
all,819.4205000000002,974.1814000000002,South Carolina,686.7985999999999,443.6011999999999,857.4325,579.4762000000002,862.9072999999999,1014.8434000000001
all,3.087,141.6807,South Dakota,1.0386,8.668,0.6877,10.815999999999999,3.0347999999999997,140.27400000000006
all,1479.8028,1101.4069000000002,Tennessee,84.11119999999998,296.7308,1038.9302,1194.1314,1441.6162000000002,1099.1354999999996
all,4238.6383000000005,7200.8583,Texas,1447.9188900000008,1869.9555,3434.85386,4367.5252,4097.652060000001,7011.757499999999
all,504.84760000000006,2075.3752,Utah,4.619800000000001,817.8127,4.4879,1160.4566,507.28530000000006,2019.9882
all,20.2435,181.7648,Vermont,0.4721,10.1236,0.5021,17.283300000000004,20.1371,180.34159999999997
all,943.4530000000002,1089.0569,Virginia,51.685966,216.78780000000006,29.256959,493.2928,925.6920780000002,1073.3665
all,265.9828,1384.6923000000002,Washington,48.16420000000001,2280.259800000001,21.8349,1370.0819999999999,264.6504,1363.7682
all,142.0455,30.636200000000002,West Virginia,5.1584,0.9427,8.9053,2.4485,139.596,29.9968
all,964.3236999999999,482.18,Wisconsin,122.0064,265.7117,121.1743,246.251,947.0323000000001,476.23209999999995
all,221.69379999999995,59.0175,Wyoming,2084.7104999999997,23.270999999999997,1433.6637999999998,11.7365,241.36039999999997,61.66309999999999
