commodity,curval_total_exported,curval_total_imported,state,tmiles_total_exported,tmiles_total_imported,tons_total_exported,tons_total_imported,value_total_exported,value_total_imported
Chemical prods.,208.95329999999998,46.6895,Minnesota,28.604300000000002,7.3753,29.7145,13.5139,210.55140000000003,47.044500000000006
Electronics,6.2155000000000005,319.0872999999999,Minnesota,0.6004,6.5401,0.6244000000000001,9.825899999999999,6.2465,320.6847
Fertilizers,0.0161,26.61,Minnesota,0.013500000000000002,7.3152,0.0215,25.4712,0.017,28.0672
Furniture,7.4351,185.0303,Minnesota,3.1506999999999996,36.799,2.5987,26.1199,7.2741999999999996,181.09279999999998
Gasoline,,60.37480000000001,Minnesota,,20.983,,108.3211,,76.4659
Misc. mfg. prods.,7.1118,12.041799999999999,Minnesota,0.8223,0.33440000000000003,0.6634,0.2011,6.9935,11.8444
Mixed freight,6.329700000000001,209.69529999999997,Minnesota,1.409,15.252,0.7869,25.4289,6.1632,204.142
Motorized vehicles,0.0954,30.234099999999998,Minnesota,0.0167,1.5544,0.0169,2.9245000000000005,0.0931,29.4711
Nonmetal min. prods.,2.995,5.4366,Minnesota,0.039900000000000005,0.1051,0.0317,0.1055,2.8228,5.1286
Plastics/rubber,0.3465,127.52059999999999,Minnesota,0.00030000000000000003,35.7296,0.00030000000000000003,44.0998,0.3418,125.75739999999999
Printed prods.,0.4062,0.2338,Minnesota,0.8613999999999999,0.3398,0.6001,0.42979999999999996,0.4043,0.2328
Textiles/leather,13.4894,73.9434,Minnesota,0.855,3.0063999999999997,1.2262,2.5657,13.211099999999998,72.4383
Tobacco prods.,,6.0793,Minnesota,,0.1348,,0.3135,,5.5677
Wood prods.,55.0106,3.4381999999999997,Minnesota,4.071899999999999,1.0653000000000001,3.4427,0.8280000000000001,50.33969999999999,3.1464999999999996
Articles-base metal,2.0759,8.781400000000001,Mississippi,0.2207,0.71,0.46199999999999997,0.8689,2.0737,8.7726
Base metals,0.8074,1.5270000000000001,Mississippi,0.2148,1.4723,0.36669999999999997,0.5627,0.8743,1.6535000000000002
Crude petroleum,,2.8621000000000003,Mississippi,,2.1954000000000002,,5.564,,3.5574000000000003
Misc. mfg. prods.,1.4115,0.5204,Mississippi,0.6127,0.0623,0.8651000000000001,0.1101,1.388,0.5116
Motorized vehicles,625.1642,166.89870000000002,Mississippi,48.891600000000004,2.4435,84.8711,7.3511999999999995,610.4284,162.89249999999998
Other foodstuffs,,116.06909999999999,Mississippi,,145.4645,,174.6955,,112.605
Paper articles,,36.5497,Mississippi,,13.6171,,19.7578,,35.5617
Precision instruments,,89.2131,Mississippi,,14.975699999999998,,24.5894,,87.50930000000001
Transport equip.,,0.0142,Mississippi,,0.077,,0.101,,0.0137
Articles-base metal,232.3277,21.0991,Missouri,85.77080000000001,0.7384999999999999,92.5843,0.6930999999999999,232.08859999999999,21.076999999999995
Base metals,22.434,0.8074,Missouri,9.133000000000001,0.2148,24.7388,0.36669999999999997,24.2747,0.8743
Chemical prods.,,133.91219999999998,Missouri,,7.0435,,25.0562,,134.9361
Electronics,363.0573999999999,437.909,Missouri,38.4521,5.1478,37.1294,5.542400000000001,364.8681,440.1005
Furniture,12.5021,3.4618,Missouri,1.424,0.6681,2.0389,0.857,12.236500000000001,3.3884
Gravel,0.6134999999999999,1.2641,Missouri,45.079899999999995,83.872,118.4751,252.04410000000001,0.5795,1.199
Live animals/fish,36.4761,18.1146,Missouri,1.3198,4.8068,19.4357,13.097999999999999,32.2617,16.0595
Machinery,,10.076,Missouri,,0.6049,,0.8111000000000002,,9.8314
Misc. mfg. prods.,143.5626,441.05600000000004,Missouri,4.0367999999999995,10.046899999999999,22.5159,18.4208,141.14009999999996,433.71340000000004
Mixed freight,6.902799999999999,27.7133,Missouri,1.5301,5.4608,3.4656000000000002,13.2316,6.7203,26.9814
Motorized vehicles,41.1683,33.568299999999994,Missouri,3.5570999999999997,0.5323,4.6669,1.6728999999999998,40.1353,32.7792
Nonmetal min. prods.,39.8451,1.198,Missouri,10.5423,0.4158,130.32510000000002,0.6066,37.564,1.1299
Pharmaceuticals,,44.2842,Missouri,,0.339,,0.4156,,39.3936
Printed prods.,10.911999999999999,56.2849,Missouri,1.8182999999999998,1.1846,1.5115,1.9556999999999998,10.862300000000001,56.026399999999995
Textiles/leather,18.7465,86.4388,Missouri,0.3759,7.784199999999999,0.7182999999999999,3.7602000000000007,18.360500000000002,84.66170000000001
Wood prods.,,1.0843,Missouri,,1.0564,,1.0175999999999998,,0.9922
Machinery,,0.4287,Montana,,0.3747,,0.20179999999999998,,0.41850000000000004
Mixed freight,,0.2128,Montana,,0.4365,,0.2309,,0.2071
Motorized vehicles,,0.4821,Montana,,0.1137,,0.08600000000000001,,0.4709
Nonmetal min. prods.,,0.3043,Montana,,0.07200000000000001,,0.1143,,0.2872
Other foodstuffs,,0.00030000000000000003,Montana,,0.456,,0.22219999999999998,,0.00030000000000000003
Plastics/rubber,,1.3288,Montana,,0.4306,,0.174,,1.3115
Precision instruments,6.1041,8.2836,Montana,0.052700000000000004,0.0006000000000000001,0.10770000000000002,0.00030000000000000003,5.9855,8.127699999999999
Articles-base metal,32.146100000000004,55.5266,Nebraska,7.7668,30.893299999999996,5.0356,55.694199999999995,32.1112,55.467999999999996
Coal-n.e.c.,,13.7654,Nebraska,,9.3154,,9.202200000000001,,13.883099999999999
Electronics,2.388,65.21560000000001,Nebraska,0.22660000000000002,0.4222,0.20779999999999998,0.4302,2.3998999999999997,65.5453
Fertilizers,,142.2665,Nebraska,,212.56449999999995,,447.78689999999995,,150.17079999999999
Furniture,9.2694,3.3361,Nebraska,0.3089,1.3871,0.3714,0.807,9.074599999999998,3.2652
Machinery,,6.516,Nebraska,,0.7608999999999999,,0.9152,,6.3571
Misc. mfg. prods.,69.0222,120.3525,Nebraska,0.5892999999999999,3.3538,0.7257,21.6829,67.88250000000001,118.31989999999999
Motorized vehicles,28.8374,239.56830000000002,Nebraska,15.6924,28.679099999999995,13.722900000000001,40.1101,28.176500000000004,233.88670000000002
Newsprint/paper,,8.3133,Nebraska,,0.379,,0.5132000000000001,,7.9582999999999995
Other ag prods.,2091.648,2091.648,Nebraska,36.4443,36.4443,4155.3018,4155.3018,2084.5911,2084.5911
Other foodstuffs,,1.1664,Nebraska,,0.3985,,0.887,,1.1320999999999999
Pharmaceuticals,15.911500000000004,1.7724,Nebraska,0.7966,0.7552,0.416,0.9318,14.1875,1.5785
Plastics/rubber,4.1898,6.43,Nebraska,21.3599,0.8516,17.5493,0.8775,4.1316999999999995,6.3437
Precision instruments,3.0757,12.4831,Nebraska,0.0762,0.1658,0.1073,0.4285,3.0172,12.2431
Transport equip.,,0.6343000000000001,Nebraska,,0.28300000000000003,,0.4849,,0.6132
Alcoholic beverages,,2.2559,Nevada,,2.7056,,2.4843,,2.2020999999999997
Articles-base metal,26.6207,0.8381,Nevada,30.895300000000002,0.651,10.6466,0.23360000000000003,26.5931,0.8372999999999999
Base metals,0.00030000000000000003,67.2787,Nevada,0.6465,17.1289,0.3248,6.7654,0.00030000000000000003,72.83460000000001
Chemical prods.,266.9064,265.90970000000004,Nevada,7.5158,7.5149,162.3077,162.3074,268.953,267.9486
Electronics,11.208,0.8190999999999999,Nevada,0.9577,1.2936999999999999,0.43119999999999997,0.5761000000000001,11.2637,0.8231999999999999
Milled grain prods.,102.9227,116.4749,Nevada,1.3467,17.5322,48.4544,77.45609999999999,101.4495,114.8082
Misc. mfg. prods.,21.0357,0.6317,Nevada,2.212,0.9203,2.2676,0.5045999999999999,20.691,0.6211
Motorized vehicles,4.8003,1217.1255999999998,Nevada,1.0389,193.24710000000002,0.5383,100.4301,4.6861,1188.2512
Nonmetal min. prods.,48.859899999999996,60.38889999999999,Nevada,73.57509999999999,116.16039999999998,168.5376,184.9137,46.0283,56.9216
Plastics/rubber,,17.805,Nevada,,1.0934,,0.48400000000000004,,17.5644
Textiles/leather,11.350999999999999,21.861900000000002,Nevada,0.3352,0.9260999999999999,0.4077,0.3325,11.1187,21.4165
Logs,3.9200999999999997,3.9200999999999997,New Hampshire,3.3024999999999998,3.3024999999999998,42.11,42.11,3.2058999999999997,3.2058999999999997
Misc. mfg. prods.,1.9137,2.9717000000000002,New Hampshire,0.22709999999999997,0.5099,0.1586,0.3183,1.8823,2.9215
Mixed freight,0.7101000000000001,972.1823999999999,New Hampshire,0.2567,6.7365,0.24919999999999998,47.8553,0.6915,946.5199
Motorized vehicles,3.0994,0.0358,New Hampshire,1.1728,0.011,0.6665000000000001,0.0063999999999999994,3.0276,0.0347
Nonmetal min. prods.,,30.0659,New Hampshire,,0.0006000000000000001,,0.0008,,28.353199999999998
Pharmaceuticals,,3.4275,New Hampshire,,0.6,,0.2349,,3.0511999999999997
Plastics/rubber,7.0,16.845200000000002,New Hampshire,0.7366,0.133,1.0848,0.183,6.906,16.6157
Precision instruments,19.6835,13.5557,New Hampshire,0.3165,0.0,0.3401,0.0,19.305899999999998,13.2954
Textiles/leather,0.8794,0.6395,New Hampshire,0.25,0.245,0.2092,0.23520000000000002,0.8614999999999999,0.6265000000000001
Articles-base metal,,1.4622,New Jersey,,0.0644,,0.1978,,1.4606
Basic chemicals,9.813500000000001,0.0249,New Jersey,0.5246999999999999,0.039099999999999996,0.3985000000000001,0.0356,10.631900000000002,0.027
Coal-n.e.c.,,0.0,New Jersey,,0.0,,0.00030000000000000003,,0.0
Electronics,22.858199999999997,25.705299999999998,New Jersey,2.8996000000000004,1.9427000000000003,1.727,3.0833000000000004,22.9701,25.836100000000002
Furniture,8.4278,0.097,New Jersey,0.7883,0.0701,0.7289,0.0659,8.2476,0.0948
Machinery,96.9444,149.5626,New Jersey,1.6875,10.8251,2.1902,12.5858,94.62270000000001,145.9278
Meat/seafood,,987.9191999999999,New Jersey,,199.0661,,128.7639,,908.4384
Mixed freight,,1.2902999999999998,New Jersey,,0.7878000000000001,,0.4875,,1.2559
Motorized vehicles,,26.259500000000003,New Jersey,,0.2367,,0.27759999999999996,,25.6244
Newsprint/paper,,1.9208000000000003,New Jersey,,0.12519999999999998,,0.7324,,1.8389
Other ag prods.,35.8363,748.6450000000001,New Jersey,1.2471,111.9544,3.6337,578.7995999999999,35.7547,745.6346000000001
Other foodstuffs,660.7023999999999,77.7405,New Jersey,318.31980000000004,259.68370000000004,370.4124,107.1619,640.3267000000001,75.4033
Paper articles,,0.39990000000000003,New Jersey,,0.0,,0.00030000000000000003,,0.38920000000000005
Precision instruments,,93.5766,New Jersey,,0.48600000000000004,,0.543498,,91.7545
Textiles/leather,,33.1013,New Jersey,,2.0955,,2.4101,,32.4276
Articles-base metal,,0.8325,New Mexico,,0.7281,,0.46919999999999995,,0.8315999999999999
Basic chemicals,,0.45720000000000005,New Mexico,,4.9238,,3.6427,,0.4966
Electronics,,0.8155,New Mexico,,0.1142,,0.059699999999999996,,0.8195999999999999
Furniture,,2.9489,New Mexico,,1.2325000000000002,,0.7134,,2.8868
Meat/seafood,383.1424,56.764900000000004,New Mexico,20.1886,1.8851,73.6244,3.4431000000000003,352.21029999999996,52.1561
Misc. mfg. prods.,,10.9934,New Mexico,,2.7257,,1.6934,,10.809000000000001
Mixed freight,,2.2039,New Mexico,,0.0006000000000000001,,0.00030000000000000003,,2.1455
Motorized vehicles,,18.472099999999998,New Mexico,,17.6101,,13.9485,,18.032600000000002
Paper articles,,0.9812000000000001,New Mexico,,0.00030000000000000003,,0.00030000000000000003,,0.9547
Articles-base metal,,20.4511,New York,,4.696000000000001,,4.867,,20.4285
Base metals,14.1554,3.1334000000000004,New York,3.5967999999999996,0.6465,1.3349000000000002,0.3251,15.3212,3.3933
Basic chemicals,23.9221,69.4868,New York,14.293199999999999,0.17218795,15.771799999999999,0.13155927,25.9816,0.5378584599999999
Cereal grains,,73.1923,New York,,16.8551,,321.7435,,104.7613
Chemical prods.,3.3921,162.72889999999998,New York,1.4999,6.0482,0.6658,18.5657,3.4176,163.98590000000002
Electronics,8.066799999999999,434.7522,New York,0.9334,9.2238,1.2997,11.436399999999999,8.107800000000001,436.93710000000004
Fertilizers,262.3059,262.3059,New York,6.0875,6.0875,371.3972,371.3972,276.682,276.682
Machinery,236.9455,264.9264,New York,4.7336,3.541500000000001,32.067800000000005,31.590799999999998,231.2626,258.5637
Misc. mfg. prods.,10.5362,1.6621,New York,1.5179529999999999,0.8279,1.708314,0.6567999999999999,8.94276,1.6344
Mixed freight,336.21819999999997,404.16799999999995,New York,50.6083,55.68,214.48499999999999,216.19799999999998,327.331,393.4939
Motorized vehicles,70.6901,27.374299999999998,New York,6.5669,1.2692,13.6429,1.3854,69.06509999999999,26.725
Newsprint/paper,,37.1235,New York,,38.3847,,38.0082,,35.538399999999996
Nonmetal min. prods.,5.7152,84.64349999999999,New York,0.33199999999999996,22.7547,0.41319999999999996,68.8476,5.3911,79.6742
Nonmetallic minerals,24.3154,0.0289,New York,8.7705,17.3482,32.4017,17.6518,22.8901,0.027200000000000002
Other ag prods.,636.6558000000001,51.3979,New York,101.46360000000001,1.5711,457.7006,3.9860999999999995,634.2113,51.2191
Other foodstuffs,,79.32900000000001,New York,,71.1606,,32.6759,,76.92099999999999
Paper articles,,38.326299999999996,New York,,0.0049,,0.0049,,37.287
Pharmaceuticals,10.914000000000001,0.5142,New York,0.0,0.00030000000000000003,0.0004,0.00030000000000000003,9.7423,0.45720000000000005
Plastics/rubber,372.906,3.3855000000000004,New York,53.4915,0.4556,65.22210000000001,0.4541,367.7282,3.3399000000000005
Precision instruments,66.69,0.3104,New York,1.6551,0.00030000000000000003,1.0024,0.00030000000000000003,65.4187,0.3046
Textiles/leather,55.7669,2.8868,New York,2.082,0.208,1.5467999999999997,0.2586,54.6356,2.8276000000000003
Transport equip.,21.6718,249.14589999999998,New York,0.5327999999999999,1.1117000000000001,0.5501,0.6691,20.9361,240.70869999999996
Waste/scrap,,6.2544,New York,,3.3428,,5.257,,7.2057
Wood prods.,,86.0987,New York,,22.6538,,50.0072,,78.768
Animal feed,,1.4039,North Carolina,,0.0009,,0.00030000000000000003,,1.3858
Articles-base metal,1505.7609999999997,1480.6779000000001,North Carolina,33.724599999999995,19.7025,680.9653,656.3641,1504.1816,1479.1210999999998
Base metals,,37.263200000000005,North Carolina,,0.5553,,0.7568,,40.3155
Basic chemicals,44.2107,11.2111,North Carolina,338.5778,0.42569999999999997,402.4293,0.499,47.976800000000004,12.200399999999998
Electronics,565.3024,142.8706,North Carolina,4.712899999999999,2.2276999999999996,9.2751,3.3916000000000004,568.1295,143.58320000000003
Furniture,182.8448,26.157099999999996,North Carolina,34.894600000000004,3.7579000000000002,26.2747,6.7495,178.95290000000003,25.6026
Machinery,3.2098,0.0319,North Carolina,0.6033,0.0009,1.0343,0.00030000000000000003,3.1304,0.0312
Meat/seafood,33.0015,147.2245,North Carolina,6.6058,18.4443,6.3634,32.065799999999996,30.307899999999997,135.04760000000002
Milled grain prods.,,122.6464,North Carolina,,29.6943,,47.399699999999996,,120.89869999999999
Misc. mfg. prods.,1.3243,311.0146,North Carolina,0.7052,43.4636,0.2802,18.944100000000002,1.3022,305.8251
Mixed freight,18.244500000000002,10.030500000000002,North Carolina,1.4022999999999999,1.7391,1.7642999999999998,2.3754,17.7634,9.7656
Motorized vehicles,12.4647,9.9903,North Carolina,2.5903,1.3073000000000001,9.4143,0.8477,12.163499999999999,9.7625
Newsprint/paper,22.7031,21.8323,North Carolina,45.5364,2.8200999999999996,33.5419,5.1826,21.7337,20.9
Nonmetal min. prods.,53.49549999999999,30.439700000000002,North Carolina,35.7111,21.6851,77.2665,25.319899999999997,50.441599999999994,28.7228
Other foodstuffs,169.8372,35.7658,North Carolina,9.0822,18.5647,20.1289,15.763399999999997,164.6543,34.7004
Paper articles,6.877,18.7601,North Carolina,1.7241,1.9610999999999998,1.0495,16.3859,6.6922,18.257199999999997
Pharmaceuticals,1.1139,70.5869,North Carolina,0.0004,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.9914000000000001,62.908500000000004
Plastics/rubber,22.424999999999997,373.7711,North Carolina,6.3709,61.884100000000004,5.7392,94.1242,22.1188,368.5776
Precision instruments,1.0533000000000001,6.4792000000000005,North Carolina,0.00030000000000000003,0.5417,0.00030000000000000003,0.5773999999999999,1.0333,6.3537
Printed prods.,0.19229999999999997,3.4055,North Carolina,0.0006000000000000001,0.5635000000000001,0.00030000000000000003,0.5901,0.19140000000000001,3.3899
Textiles/leather,40.7991,122.3553,North Carolina,2.2521,10.5458,2.8053,3.5362999999999998,39.9737,119.81710000000001
Wood prods.,20.3522,165.1649,North Carolina,3.7526,82.1354,3.5984,203.9739,18.6193,151.15619999999998
Articles-base metal,,1.5987,North Dakota,,0.0037999999999999996,,0.0018,,1.5971
Furniture,,0.5549,North Dakota,,0.2648,,0.13419999999999999,,0.5430999999999999
Machinery,0.9235,8.1069,North Dakota,0.5899,1.0832,0.5133,0.7891000000000001,0.9014,7.9108
Misc. mfg. prods.,8.4642,14.0151,North Dakota,0.9612,0.0006000000000000001,0.9476,0.00030000000000000003,8.3215,13.7813
Motorized vehicles,0.2609,4.0205,North Dakota,0.0457,0.0171,0.0465,0.0154,0.2551,3.9231
Textiles/leather,9.4678,2.6751,North Dakota,0.593,0.21230000000000002,0.495,0.20739999999999997,9.273900000000001,2.6204
Articles-base metal,732.9702,323.5766,Ohio,105.75399999999999,2.527,238.64659999999995,4.8686,731.1224,323.2409
Base metals,232.81670000000003,2.4967,Ohio,128.48499999999999,0.8918999999999999,232.23239999999998,0.4346,251.8326,2.7097
Basic chemicals,109.1211,158.4964,Ohio,20.7393,1709.7293,53.3872,1098.4502999999997,118.3102,172.60309999999998
Chemical prods.,123.6658,450.115,Ohio,5.4384999999999994,47.3417,15.2287,155.2526,124.6238,453.5725
Coal-n.e.c.,,0.0014,Ohio,,0.0168,,0.0121,,0.0015
Electronics,147.1853,199.90159999999997,Ohio,4.2898000000000005,1.0809,6.000100000000001,1.9837,147.9293,200.8982
Fuel oils,0.03,0.03,Ohio,0.0039,0.0039,0.0282,0.0282,0.037,0.037
Furniture,326.77049999999997,28.1115,Ohio,59.3558,5.9161,53.0147,3.7126,319.83490000000006,27.505499999999998
Gravel,,3.9341,Ohio,,10.9219,,13.484000000000002,,3.7158999999999995
Machinery,86.985,176.50449999999998,Ohio,0.6277,11.4587,1.4561999999999997,10.6582,84.87609999999998,172.2866
Meat/seafood,0.9627,19.604400000000002,Ohio,0.11130000000000001,3.4113999999999995,0.5308,3.5407,0.8853,18.022199999999998
Metallic ores,,46.3224,Ohio,,14.033700000000001,,28.0773,,55.328
Misc. mfg. prods.,585.3106,35.121100000000006,Ohio,20.3904,13.810500000000001,27.703899999999997,8.0654,575.5725,34.5276
Mixed freight,1136.7441999999996,15.2439,Ohio,119.14370000000001,2.2112,447.53650000000005,4.599800000000001,1106.6908,14.8409
Motorized vehicles,651.2416000000001,617.6120000000001,Ohio,30.067999999999998,33.0362,231.80870000000004,237.08870000000005,635.7707,602.9656
Pharmaceuticals,,52.487700000000004,Ohio,,0.1664,,0.6162,,46.7175
Plastics/rubber,26.21,107.7651,Ohio,3.0637999999999996,6.947700000000001,3.7026000000000003,12.5396,25.8538,106.3033
Precision instruments,43.172200000000004,4.4371,Ohio,0.8365999999999999,0.5816,0.7626,0.2797,42.3601,4.3531
Printed prods.,18.880000000000003,21.8035,Ohio,5.2198,1.9041000000000001,5.5627,6.9175,18.793999999999997,21.703200000000002
Textiles/leather,3.2979000000000003,8.4795,Ohio,0.37820000000000004,0.2763,0.4465,0.5390999999999999,3.2306,8.3072
Tobacco prods.,,49.219,Ohio,,0.19440000000000002,,0.8616,,45.1333
Transport equip.,,3.9981,Ohio,,0.0,,0.00030000000000000003,,3.8638
Articles-base metal,0.6694000000000001,1.1553,Oklahoma,1.2455,0.7475,1.0682,0.622,0.6686000000000001,1.1541000000000001
Building stone,,2.9781,Oklahoma,,0.9784,,1.1346,,2.8819
Chemical prods.,,0.51,Oklahoma,,1.1316,,0.5138,,0.5138
Electronics,22.0448,0.8007,Oklahoma,2.1125,0.4622,2.8089,0.3069,22.154799999999998,0.8047000000000001
Machinery,33.7833,36.206,Oklahoma,3.7796,12.831299999999999,3.829,9.6537,32.986799999999995,35.3267
Meat/seafood,29.2207,33.0015,Oklahoma,1.009,6.6058,3.1454000000000004,6.3634,26.8979,30.307899999999997
Misc. mfg. prods.,15.088,44.8727,Oklahoma,1.5479,1.3341,1.3365999999999998,1.6404999999999998,14.8382,44.122099999999996
Motorized vehicles,5.8668,231.53640000000004,Oklahoma,4.994,43.30210000000001,3.5006999999999997,53.20799999999999,5.728,226.03769999999997
Other foodstuffs,,1.6721,Oklahoma,,0.0006000000000000001,,0.00030000000000000003,,1.6202999999999999
Paper articles,,2.7868,Oklahoma,,0.9704,,0.7661,,2.7114000000000003
Plastics/rubber,57.2089,19.974899999999998,Oklahoma,26.6971,5.3676,31.287,4.888800000000001,56.414699999999996,19.701299999999996
Precision instruments,31.879499999999997,3.3579999999999997,Oklahoma,1.9004999999999996,0.0006000000000000001,1.4375,0.00030000000000000003,31.268900000000002,3.2935
Printed prods.,,0.6646,Oklahoma,,0.2558,,0.30000000000000004,,0.6616
Textiles/leather,,0.8615999999999999,Oklahoma,,0.0685,,0.1381,,0.8438
Articles-base metal,,0.9642999999999999,Oregon,,1.5420000000000003,,0.6151,,0.9633
Base metals,,28.6606,Oregon,,25.664,,12.146799999999999,,31.022499999999997
Machinery,0.3185,0.035,Oregon,0.0006000000000000001,0.0006000000000000001,0.00030000000000000003,0.00030000000000000003,0.311,0.0341
Misc. mfg. prods.,9.111099999999999,12.666700000000002,Oregon,2.8760999999999997,3.0073000000000003,1.0984,2.3962000000000003,8.9579,12.4577
Motorized vehicles,2.0845,121.98129999999999,Oregon,1.2439,37.2908,0.4026,16.4688,2.0347000000000004,119.17509999999999
Nonmetal min. prods.,,9.8709,Oregon,,0.315,,0.9818,,9.314599999999999
Other foodstuffs,34.755,1.2441,Oregon,44.4786,0.030799999999999998,14.972000000000001,0.012799999999999999,33.7039,1.2058
Pharmaceuticals,,12.392399999999999,Oregon,,2.4337999999999997,,1.0090999999999999,,11.0271
Printed prods.,3.9318,0.18480000000000002,Oregon,6.3603,0.46120000000000005,24.500400000000003,0.1973,3.9139,0.184
Textiles/leather,,0.5865,Oregon,,0.5851999999999999,,0.26680000000000004,,0.5746
Tobacco prods.,,4.6269,Oregon,,0.0009,,0.00030000000000000003,,4.2482
Wood prods.,2.3424,1.2534,Oregon,4.7697,1.763,1.7056,1.2782,2.144,1.1474
Alcoholic beverages,65.95609999999999,65.95609999999999,Pennsylvania,4.8381,4.8381,52.1796,52.1796,64.3707,64.3707
Articles-base metal,156.4208,915.1777,Pennsylvania,40.184,162.97299999999998,28.590399999999995,315.35699999999997,156.2623,913.1360999999999
Base metals,195.31,131.015,Pennsylvania,106.209,177.95880000000002,60.8004,187.08939999999998,211.4651,141.8555
Basic chemicals,1.783,6.628399999999999,Pennsylvania,0.00030000000000000003,2.6542999999999997,0.00030000000000000003,3.6064000000000007,1.9291,7.1831
Cereal grains,,0.6205,Pennsylvania,,0.4494,,3.2347,,0.8847999999999999
Chemical prods.,450.94909999999993,26.6469,Pennsylvania,47.553399999999996,2.2371,155.512,1.5206,454.413,26.851599999999998
Electronics,576.9150000000001,624.1908999999999,Pennsylvania,1.5202,2.4444,2.9821999999999997,4.1708,579.7662,627.2777
Furniture,85.4913,1.4661,Pennsylvania,7.981,0.0201,9.5616,0.0299,83.6594,1.4348
Machinery,189.3472,175.01369999999997,Pennsylvania,6.819300000000001,11.178099999999999,5.699199999999999,10.6618,184.8046,170.80639999999997
Meat/seafood,145.7986,12.095399999999998,Pennsylvania,17.9228,0.1028,30.631399999999996,0.3968999999999999,133.74,11.119399999999999
Milled grain prods.,,142.8953,Pennsylvania,,30.7722,,58.4398,,140.852
Misc. mfg. prods.,74.3794,51.0187,Pennsylvania,2.2138999999999998,0.4505,2.1862,0.6313,73.1416,50.1676
Nonmetal min. prods.,,3.7531,Pennsylvania,,0.1301,,0.2556,,3.5374
Nonmetallic minerals,141.4578,165.7732,Pennsylvania,170.9779,179.7484,14130.3995,14162.8012,132.8459,155.736
Other ag prods.,163.3871,41.6246,Pennsylvania,12.0619,4.0883,125.0851,6.3585,162.6424,41.5315
Other foodstuffs,,39.5664,Pennsylvania,,26.6685,,12.690000000000001,,38.3738
Paper articles,,0.9678,Pennsylvania,,1.5134,,0.4999,,0.9415
Pharmaceuticals,44.2842,0.07700000000000001,Pennsylvania,0.339,0.2878,0.4156,0.1343,39.3936,0.0683
Plastics/rubber,4.7759,17.1366,Pennsylvania,0.04719999999999999,0.9886,0.3788,3.42,4.707800000000001,16.8997
Precision instruments,125.2305,26.026199999999996,Pennsylvania,1.8098,0.44799999999999995,0.3777,0.4793,122.852,25.529799999999998
Printed prods.,175.6046,0.6054,Pennsylvania,99.5011,0.033766000000000004,125.60849999999999,0.076261,174.803,0.276878
Tobacco prods.,4.6269,3.8945999999999996,Pennsylvania,0.0009,0.4871,0.00030000000000000003,0.4084,4.2482,3.5725
Wood prods.,1.3429,54.9327,Pennsylvania,0.1758,7.4605,0.2551,5.9826,1.2292,50.267799999999994
Furniture,3.6176999999999992,0.6234999999999999,Rhode Island,0.6326,0.00030000000000000003,0.7050000000000001,0.00030000000000000003,3.5420000000000003,0.61
Machinery,,1.17,Rhode Island,,0.503,,0.344,,1.1415000000000002
Motorized vehicles,0.5216,34.154700000000005,Rhode Island,0.0787,0.5199,0.0288,1.4137,0.509,33.3514
Pharmaceuticals,,3.2737,Rhode Island,,1.1686999999999999,,0.7757000000000001,,2.9094999999999995
Precision instruments,,2.949,Rhode Island,,0.5143,,0.5639000000000001,,2.893
Wood prods.,,8.037099999999999,Rhode Island,,4.3439,,3.6327000000000003,,7.3551
Articles-base metal,8.011700000000001,232.3277,South Carolina,1.0177,85.77080000000001,0.8012,92.5843,8.0032,232.08859999999999
Base metals,547.3466,5.0518,South Carolina,633.8175,0.8613999999999999,780.3052,0.8773,593.3275,5.468
Basic chemicals,,491.73,South Carolina,,329.56449999999995,,449.5923000000001,,535.2537000000001
Chemical prods.,,0.9967000000000001,South Carolina,,0.0009,,0.00030000000000000003,,1.0044
Electronics,98.12889999999999,4.4596,South Carolina,4.4119,0.0494,10.1651,0.1893,98.62610000000001,4.4814
Furniture,2.4722,12.4591,South Carolina,0.4778,1.6661,0.5981000000000001,3.6408,2.4201,12.194099999999999
Machinery,0.6231,2.4172000000000002,South Carolina,0.0006000000000000001,0.0004,0.00030000000000000003,0.00030000000000000003,0.608,2.3593
Metallic ores,,53.4584,South Carolina,,2.5228,,3.3178,,63.354200000000006
Misc. mfg. prods.,63.9357,24.875400000000003,South Carolina,31.633599999999998,1.5999,40.50780000000001,1.7294,62.875600000000006,24.462199999999996
Mixed freight,,0.7005,South Carolina,,0.2338,,0.2648,,0.6820999999999999
Motorized vehicles,14.358999999999998,18.0798,South Carolina,0.47440000000000004,3.9615,0.6145,10.007000000000001,14.0165,17.6453
Natural sands,,0.05790000000000001,South Carolina,,0.9977,,3.8686999999999996,,0.054
Nonmetallic minerals,,6.8214999999999995,South Carolina,,15.756899999999998,,12.6872,,6.3991
Other foodstuffs,3.9424,3.9424,South Carolina,0.0294,0.0294,0.13879999999999998,0.13879999999999998,3.8226,3.8226
Pharmaceuticals,,99.60329999999999,South Carolina,,0.0,,0.00030000000000000003,,88.6942
Precision instruments,70.5345,16.4116,South Carolina,13.7905,0.5243,23.216700000000003,0.40859999999999996,69.188,16.0953
Printed prods.,10.0664,0.7885,South Carolina,1.1452,0.061399999999999996,1.0848,0.16899999999999998,10.019700000000002,0.7848999999999999
Electronics,,63.714400000000005,South Dakota,,2.2500999999999998,,3.1275,,64.0344
