,origin,dest,commodity,tmiles_2012,tmiles_2013,tmiles_2014,tmiles_2015,tons_2012,tons_2013,tons_2014,tons_2015,value_2012,value_2013,value_2014,value_2015,curval_2013,curval_2014,curval_2015,value_total,tmiles_total,tons_total,curval_total
329,,NE,Building_stone,3.7506,0.963,1.2391,1.1592,7.3301,2.5074,3.2436,2.9739999999999998,9.4872,2.7840000000000007,3.5204000000000004,3.3128,2.8011,3.6251,3.5120999999999998,19.104400000000002,7.111900000000001,16.055100000000003,19.425500000000007
330,,NH,Building_stone,3.193799995999999,1.9745000050000001,1.5822000050000002,1.6498000050000001,22.498900043,14.159999959999997,11.00760004,11.446600010000001,14.4735997,5.46709997,3.9505000000000003,4.26100005,5.5116000000000005,4.081500000000001,4.5328,28.152199720000002,8.400300011,59.113100053,28.599499699999996
331,,NJ,Building_stone,7.504599999999999,2.0471000000000004,2.6357000000000004,3.2866,23.919800000000002,6.660799999999998,7.0998,9.037600000000001,50.071200000000005,16.560100000000002,17.2328,21.902300000000004,16.660900000000005,17.7731,23.251199999999994,105.7664,15.473999999999997,46.71800000000001,107.75640000000001
332,,NM,Building_stone,8.217,2.8667000000000002,2.8482000000000003,2.9770000000000003,14.6207,5.1177,5.0587,5.2921,2.6851,0.9162,0.9251999999999999,0.9683,0.9218000000000001,0.9526,1.0265000000000002,5.494800000000001,16.908900000000003,30.089199999999998,5.586
333,,NV,Building_stone,11.691199999999998,6.044100000000001,7.213,7.2255,58.68070000000001,28.6256,33.4356,32.43149999999999,26.833099999999995,13.036200000000003,17.0454,16.848199999999995,13.115500000000003,17.5525,17.8618,73.7629,32.1738,153.17340000000002,75.3629
334,,NY,Building_stone,46.8244000000001,26.158100000000005,27.924499999999995,28.5873,145.33919999999995,85.43999999999997,87.46510000000015,92.08520000000003,79.26020000000003,35.83490000000004,35.41840000000004,37.43600000000005,37.09540000000004,36.52020000000004,39.743299999999984,187.9495,129.49429999999998,410.3294999999994,192.61910000000006
335,,OH,Building_stone,7.087099999999999,4.064900000000001,2.0867999999999998,2.4848000000000017,22.339000000000002,9.672900000000002,6.5285,7.105300000000002,15.995200000000006,13.260499999999995,5.387699999999999,7.354599999999999,13.340899999999996,5.548199999999998,7.797699999999999,41.998000000000005,15.723600000000001,45.64569999999999,42.68199999999999
336,,OK,Building_stone,7.944999999999999,2.1745,2.3868,2.7475,16.380100000000006,5.020499999999999,5.580299999999999,6.391300000000001,20.847299999999997,6.4041,7.1671000000000005,8.1417,6.4430000000000005,7.3804,8.6317,42.5602,15.2538,33.3722,43.3024
337,,OR,Building_stone,5.1197,9.656,10.044,9.2552,6.5641,12.9029,13.404100000000001,12.327199999999998,3.3043000000000005,1.3024,1.5292000000000001,1.5122999999999995,1.3103,1.5746999999999998,1.6035999999999997,7.648199999999998,34.0749,45.198299999999996,7.7928999999999995
338,,PA,Building_stone,28.219099999999983,49.931200000000025,44.10430000000001,42.73600000000003,63.70500000000003,120.00350000000003,110.88680000000005,112.31870000000006,44.664000000000044,97.25480000000007,89.80940000000001,91.36820000000006,97.9509,92.64410000000008,97.03500000000004,323.0963999999999,164.99059999999986,406.91400000000004,332.294
339,,RI,Building_stone,1.2700999999999998,0.7066,0.631,0.666,6.1442000000000005,3.5757,3.2768000000000006,3.4645,2.2455999999999996,1.0147,1.0183,1.085,1.0225,1.0916,1.1989999999999998,5.363599999999999,3.2737000000000003,16.4612,5.5587
340,,Rest of Americas,Building_stone,2.0518999997,1.92230003,0.8029001997,0.8158001996999995,5.818500032700002,4.608700200000002,4.4508001997000015,4.301499799700002,3.3495000000000004,4.840604229999999,3.154200000000001,3.0265997000000007,5.156299999999999,3.351300000000003,3.317400000000003,14.370903929999994,5.592900429100002,19.179500232099997,15.174500000000002
341,,SC,Building_stone,31.298399999999976,16.43259999999999,15.268900000000004,13.9875,149.53780000000015,73.3138,65.5332,59.325900000000004,20.494899999999973,106.2436,94.29269999999998,91.355,106.89009999999998,97.09840000000001,96.85200000000002,312.38620000000003,76.98740000000004,347.7107000000002,321.33539999999994
342,,SD,Building_stone,2.9893000000000005,0.47480000000000006,0.5599000000000001,0.5472,5.3387,0.8316999999999999,0.9818,0.9589,8.697699999999998,1.1079,1.2046999999999999,1.1231999999999998,1.1146,1.2404,1.1905999999999999,12.133499999999998,4.5712,8.111099999999999,12.243300000000001
343,,SE Asia Oceania,Building_stone,1.3195000000000003,0.4306,0.6386000000000001,0.6397999999999999,1.2897999999999994,0.30200000000000005,1.2781999999999998,1.2431999999999996,0.7545999999999998,0.2634,0.8137,0.7950999999999998,0.40710000000000013,1.0169,1.0358999999999998,2.6267999999999994,3.0285000000000006,4.113199999999997,3.2144999999999984
344,,SW Cent Asia,Building_stone,0.7132000004,0.3247,0.24160000000000004,0.23590000000000003,1.4731999965,1.7672999999999999,0.5806000004,0.5666000004,1.300400037,2.7600999999999996,2.4646000278000004,2.4224000026000003,3.325999999999999,2.6856,2.7003000000000004,8.947500067399996,1.5154000004000001,4.3876999973,10.012300036999997
345,,TN,Building_stone,27.098700000000004,85.34920000000004,131.48019999999994,185.60069999999993,66.41980000000001,167.74709999999996,249.9903000000001,353.17970000000014,16.405400000000007,84.22610200000001,125.90160000000002,197.05300000000005,84.96719999999998,129.6608,208.92250000000004,423.5861019999999,429.52879999999965,837.3369000000001,439.9559000000001
346,,TX,Building_stone,128.05449999545,57.33710000000001,50.10209997270001,44.7634000091,232.57160000000013,96.26000000000002,81.624300455,71.48049954500001,70.70760000000006,33.173199999999994,30.9617,27.236000000000008,33.37539999999999,32.11899999999999,29.107899999999994,162.0785000000001,280.2570999772501,481.93640000000005,165.30990000000008
347,,UT,Building_stone,13.726299999999997,246.9288,272.1645000000001,283.66439999999994,21.622600000000002,396.34970000000004,435.2409,450.76329999999996,13.758600000000003,240.11180000000002,264.3565000000001,275.8642999999999,241.5729,272.221,292.46450000000004,794.0912000000001,816.484,1303.9765000000002,820.017
348,,VA,Building_stone,54.86400000000003,30.336200000000005,34.30199999999998,37.13089999999998,166.33109999999994,86.60220000000004,96.13640000000004,109.81450000000004,27.42819999999999,27.94349999999999,32.21919999999999,40.96790000000002,28.11379999999999,33.17859999999998,43.43310000000004,128.55880000000005,156.63310000000004,458.8842,132.15370000000007
349,,VT,Building_stone,13.330400164599997,9.596799650000003,6.66389977,6.963499819,19.969697670000002,14.5580948,9.423699399999997,9.8626006,6.612400255,3.9789998300000002,3.2999000600000015,3.4640003800000003,4.0488,3.438500000000001,3.7145000000000006,17.355300524999997,36.55459940360001,53.81409247,17.814200254999992
350,,WA,Building_stone,28.90909999999999,24.7419,21.755500000000005,22.50359999999999,36.60420000000003,51.85219999999999,52.25490000000003,53.071100000000015,8.333200000000001,7.546300000000001,7.1819999999999995,7.919400000000002,7.592199999999998,7.3954,8.3955,30.980900000000005,97.91009999999996,193.78240000000002,31.7163
351,,WI,Building_stone,18.301299999999998,10.557599999999997,11.9764,12.104099999999997,31.2443,18.0194,20.632299999999997,20.905499999999993,10.717900000000002,6.530000000000001,7.2909,7.334899999999999,6.569700000000001,7.508100000000001,7.776300000000003,31.873699999999996,52.93940000000001,90.80149999999999,32.57199999999999
352,,WV,Building_stone,9.906799999999999,3.8586,5.132899999999999,5.6088,31.865799999999997,12.411299999999999,16.5103,18.0412,2.9076999999999997,0.9396,1.2487000000000001,1.4167,0.9454,1.2858,1.502,6.512700000000001,24.507099999999998,78.8286,6.6409
353,,WY,Building_stone,11.7037,2.8095999999999997,2.8166999999999995,2.241,11.2654,2.7338,2.8727,2.3388999999999998,27.7748,6.7841000000000005,8.066699999999999,7.1036,6.825399999999999,8.3067,7.531000000000001,49.729200000000006,19.570999999999998,19.2108,50.437900000000006
354,,AK,Cereal_grains,0.6564012400000001,0.295702,0.052600270000000005,0.05170012,0.20229998300000002,0.1180003,0.020999630000000002,0.02059995,0.08970065,0.20470129999999997,0.036400150000000006,0.0356996,0.36719999999999997,0.0478,0.0414,0.36650169999999993,1.0564036300000001,0.36189986300000004,0.5461006499999999
355,,AL,Cereal_grains,2153.7064000000005,2080.668400000002,2361.4123000000036,2395.894300000001,3820.5901000000013,3692.1454,4391.622000000003,4466.677899999998,884.3175999999996,949.0487999999995,1084.3989000000001,1104.0653999999993,851.0654999999995,711.1866999999993,641.3321999999996,4021.8306999999973,8991.681399999998,16371.035399999988,3087.902000000003
356,,AR,Cereal_grains,5487.525299999999,4145.184300000003,5795.843500000001,5942.268600000001,7130.287699999998,5380.01,7791.299100000001,7961.567499999999,1633.4863000000005,1242.0031000000004,1791.0423,1831.0634,1113.7658999999999,1174.6222,1063.6276,6497.595100000001,21370.821699999997,28263.1643,4985.5019999999995
357,,AZ,Cereal_grains,1631.9987000000006,1392.6885000000007,1980.5898999999997,2005.9988999999996,933.9940000000004,829.5786999999998,1198.4463000000005,1220.9583000000002,327.9652999999999,299.25100000000003,433.4215000000001,442.62460000000004,268.3529,284.2513000000002,257.11180000000013,1503.2624000000005,7011.276000000003,4182.977299999999,1137.6812999999995
358,,Africa,Cereal_grains,2806.9631088006777,2663.9799064517247,2950.962408845702,2908.1102088957023,5218.841530389952,5891.089922837748,7118.158133679051,7032.569333857048,1578.5275051782933,1827.449506334589,2230.6381088457442,2202.443008898445,1643.1480999999983,1464.5056999999974,1280.7603999999985,7839.058129257071,11330.015632993782,25260.6589207638,5966.9417051783
359,,CA,Cereal_grains,30369.57289404159,25752.908160333936,33416.574060197774,33469.42700091828,14919.370310059076,12693.889668372467,16574.719139691595,16583.372327860994,3849.177658166929,3527.793411595414,4647.495638601827,4629.391570058879,3182.460800000012,3071.7892000000193,2708.4478000000186,16653.858278422995,123008.48211549163,60771.35144598423,12811.875458166936
360,,CO,Cereal_grains,841.145,724.4113000000002,993.7391999999996,980.0979999999997,1286.7730999999999,1084.026299999999,1472.2345999999998,1437.4486000000002,328.6370999999999,281.44609999999983,380.96699999999976,372.2380999999998,252.50400000000008,249.87180000000012,216.24400000000006,1363.2882999999993,3539.3935000000006,5280.482599999998,1047.256899999999
361,,CT,Cereal_grains,164.95330000000004,49.336600000000004,53.377500000000005,52.61330000000001,165.29239999999996,96.35979999999998,89.22130000000003,88.03649999999995,57.92479999999998,35.062400000000004,32.75650000000001,32.340700000000005,31.441999999999997,21.482899999999994,18.786199999999994,158.0844,320.28070000000014,438.90999999999985,129.6359
362,,Canada,Cereal_grains,1111.5724244786497,844.4881015435524,1101.1629648768624,1126.9799969445621,1487.7271661280774,1143.7577317689247,1636.546615155504,1652.4173594667138,569.4289300529964,447.2453278823769,639.8178802144055,646.0201569720058,455.05899999999997,499.62150000000014,446.6716999999996,2302.5122951217863,4184.2034878436225,5920.448872519216,1970.7811300529956
363,,DC,Cereal_grains,45.954000000000065,39.52850000000008,48.88160000000008,48.52770000000008,85.96890000000012,73.11950000000004,90.03420000000007,89.39460000000004,96.97820000000014,82.76550000000013,101.98130000000018,101.26140000000026,75.41830000000014,68.0610000000001,59.8598000000002,382.9863999999999,182.89180000000013,338.51719999999995,300.31729999999976
364,,DE,Cereal_grains,114.7120000000002,92.0215,110.3991,108.17600000000006,732.4376999999989,584.11,703.2925000000001,690.5305000000002,155.53540000000015,130.6583000000001,150.99150000000012,147.83450000000008,117.16860000000001,99.02610000000008,85.87460000000002,585.019699999999,425.30859999999996,2710.370700000002,457.6047000000002
365,,Eastern Asia,Cereal_grains,5031.029506994357,4924.627864175115,8461.005991286778,8330.796822834493,28330.102232116333,24923.235330388077,35623.7324750765,35033.385214476846,8181.42196693077,7648.983196488815,11593.743348712553,11391.70480998825,6892.290300000003,7631.2018000000035,6640.294100000006,38815.8533221204,26747.460185290707,123910.45525205784,29345.208166930763
366,,Europe,Cereal_grains,775.7721140143597,1100.4635857394253,985.3225031319064,949.963413888297,1306.7359059068926,1654.6260410624493,2387.3651962667564,2336.682925587208,511.6862524230803,3962.5354544205593,3611.565210650119,3443.1833414029607,3599.766699999999,2434.582999999996,2056.538499999999,11528.970258896721,3811.5216167739895,7685.410068823322,8602.57445242308
367,,FL,Cereal_grains,1634.7455068372985,1354.1563010959978,1567.6007985797003,1566.7653994686982,1274.0310029940006,1025.3125067432002,1222.9703003756986,1220.122900174699,428.65350443900013,436.9132521272999,429.8807776706998,430.6333555187002,496.2371000000002,297.61639999999943,264.34270000000015,1726.0808897556983,6123.268005981705,4742.4367102875985,1486.8497044389974
368,,GA,Cereal_grains,5643.512100000017,5476.224500000014,6414.460700000017,6413.715200000016,6313.891700000017,6139.580300000013,7117.207600000014,7106.94680000002,1604.314599999996,1606.8398999999956,1796.025999999996,1794.5136999999938,1441.9700999999902,1180.604399999992,1044.7264999999954,6801.694199999997,23947.912500000028,26677.626399999994,5271.615600000004
369,,HI,Cereal_grains,0.25730000000000003,0.1336,0.03530000000000001,0.035,0.0658,0.02,0.014199999999999999,0.014199999999999999,0.0508,0.020499999999999997,0.009199999999999998,0.009099999999999999,0.0184,0.006100000000000001,0.005200000000000001,0.08960000000000001,0.46120000000000005,0.11419999999999998,0.08050000000000002
370,,IA,Cereal_grains,9041.835199972991,8172.765900000003,9219.3856,9777.193400000002,16587.476900000005,14931.339499996697,16974.960400003303,17967.717400003305,4552.937299566998,4239.112300020003,4625.285800000002,4896.061400003298,3856.5506000000023,3051.8678000000004,2860.9138999999996,18313.396799590304,36211.180099973004,66461.49420000333,14322.269599567002
371,,ID,Cereal_grains,1978.4793999999993,1494.6096999999993,1877.9088999999997,1836.1196000000004,3089.634499999999,2413.4114000000013,3020.0748999999987,2981.066000000001,735.6111000000003,576.2973000000002,720.4154000000002,711.6559000000003,516.7940999999993,472.47159999999997,413.3862,2743.9797000000012,7187.117600000001,11504.1868,2138.2630000000004
372,,IL,Cereal_grains,8316.519095000001,7793.850296500004,8953.656602979987,9100.59680198,17098.714700000015,16284.656600199995,18950.391395989995,19306.207697970007,4656.450405999999,4449.1853021000015,5140.399499960003,5238.009803040005,3996.8179000000036,3375.270100000006,3046.2639000000036,19484.045011100014,34164.62279645998,71639.97039416005,15074.80230600001
373,,IN,Cereal_grains,1811.5988000000004,1625.5736000000015,1880.1432000000007,1923.7382000000011,5898.269200000006,5114.486200000004,5900.478099999998,6026.966499999995,1396.9865000000013,1781.6717,1388.8637999999994,1418.4419,1615.9189000000006,912.0694999999997,825.0490999999998,5985.963899999996,7241.053800000001,22940.200000000008,4750.024000000002
374,,KS,Cereal_grains,4146.986699999999,4259.681800000001,4751.912599999996,4723.1909,9419.124599999997,9512.535699999999,10476.3571,10341.847099999999,2124.2467000000006,2140.6478,2375.4015000000013,2347.249500000001,1919.6324000000004,1557.865499999999,1363.4704999999992,8987.545499999993,17881.772000000008,39749.86450000002,6965.215100000002
375,,KY,Cereal_grains,689.8335000000002,574.6307000000003,704.0636000000001,714.2081999999999,1773.8024000000003,1493.6474,1876.1281999999994,1900.2468000000001,541.5180999999998,465.11500000000007,599.3835000000003,605.1814999999999,417.1259000000002,393.4879999999999,351.88339999999977,2211.1981000000023,2682.736,7043.824799999999,1704.0153999999995
376,,LA,Cereal_grains,20836.236900000004,21830.668299999987,26179.439899999987,26553.12639999998,19916.17450000001,21543.037499999995,26138.283099999975,26549.50059999997,5774.104000000001,6256.530600000007,7544.167400000001,7666.544200000001,5610.542300000006,4947.704500000004,4453.339000000005,27241.34619999997,95399.4715,94146.99569999994,20785.689799999993
377,,MA,Cereal_grains,1065.0858,956.5934,1149.7514999999992,1178.759599999999,636.7266999999998,572.5314999999999,687.2279999999998,705.5038999999998,196.96550000000008,179.71900000000002,213.7757,220.4975,161.16540000000003,140.2029,128.08450000000005,810.9576999999999,4350.190300000002,2601.9900999999995,626.4183
378,,MD,Cereal_grains,318.3182999999999,275.2321999999997,345.81359999999984,342.9660999999999,711.4005999999999,633.1069999999999,785.4556999999996,781.7254999999999,166.28890000000013,158.46670000000006,214.2768,211.68060000000008,142.10890000000012,140.5322000000001,122.96400000000006,750.7129999999996,1282.3301999999999,2911.6888,571.894
379,,ME,Cereal_grains,103.07150000000001,94.62079999999999,104.95340000000003,105.76749999999997,102.5949,106.3715,96.87200000000001,97.77660000000002,25.453900000000008,27.388800000000003,23.799500000000002,24.041300000000003,24.5606,15.608600000000003,13.9655,100.68350000000001,408.41319999999996,403.615,79.58859999999997
380,,MI,Cereal_grains,1192.4482985459686,971.5358941545016,1209.8685874940002,1232.6623430667005,1815.441791496602,1545.9331167544294,1941.0613513539995,1958.7501932699997,549.5373120764401,457.67300046864995,600.4169517070999,605.1566893420993,411.4774999999999,413.39439999999996,368.83760000000046,2212.7839535942885,4606.515123261172,7261.186452875029,1743.2468120764427
381,,MN,Cereal_grains,6875.924699999998,7299.712900000001,9782.439600000002,9699.263499999995,14631.237700000001,15406.04149999999,20509.652099999996,20405.867300000016,3367.5151999999985,3510.167700000002,4599.235199999996,4590.529800000003,3163.394800000001,3018.1874999999973,2668.2504,16067.447900000014,33657.340699999986,70952.7986,12217.347899999986
382,,MO,Cereal_grains,2680.9122999999977,2913.3024,3084.0573999999983,3154.5186999999983,5493.495399999998,5938.0938,6534.844099999997,6667.799800000002,1548.8639999999998,1682.7983,1744.5397999999996,1781.1810999999984,1510.6317,1144.299799999999,1034.8115,6757.3831999999975,11832.7908,24634.233100000012,5238.606999999997
383,,MS,Cereal_grains,3229.5083000000004,3202.1112000000007,3617.1399000000015,3616.0355000000013,5359.583300000001,5280.9581,5740.9562000000005,5715.716300000001,1256.8404999999998,1250.3608000000002,1353.7614999999998,1353.2749000000001,1121.2606999999991,887.8399,786.0896999999999,5214.2377000000015,13664.7949,22097.213899999995,4052.0308
384,,MT,Cereal_grains,320.32270000000017,272.8540999999999,350.11889999999994,358.1197,739.1630000000002,604.7091999999998,803.1172000000001,819.4042000000002,194.3298,160.43839999999994,212.6098,217.20320000000007,143.87329999999983,139.43610000000007,126.16930000000005,784.5812000000004,1301.4154,2966.3936,603.8084999999995
385,,Mexico,Cereal_grains,9649.76604139,7141.63905113001,9951.360809429987,9977.550710079995,13781.973156500011,10724.801686649997,13283.27666962,13221.52407301999,4502.827262420001,3495.5076269000015,4500.0176643000095,4492.352165280009,3179.7865000000033,2975.1818000000053,2630.8342000000057,16990.704718900004,36720.31661202999,51011.57558579,13288.629762420027
386,,NC,Cereal_grains,5535.2148,4669.89280000001,6085.5059,6130.072499999992,6206.859100000009,5250.919100000002,6687.702899999997,6740.416999999996,1564.997899999999,1329.821999999998,1693.949199999997,1707.7551999999994,1192.7186999999983,1111.3500999999976,992.3507999999979,6296.52429999999,22420.686000000016,24885.898100000013,4861.4175
387,,ND,Cereal_grains,2629.463802112099,2296.4246823433027,2604.7872407791015,2716.5163462698015,6106.292604759004,5193.676077856004,5897.311521965002,6140.669236028003,1477.286180916,1295.8787104519993,1438.7341492047003,1501.3355020861009,1164.7331999999994,944.9110000000001,873.3957000000007,5713.234542658796,10247.192071504312,23337.949440608012,4460.326080916001
388,,NE,Cereal_grains,6229.988299970741,5643.837100034332,6912.448099996839,7353.164500055339,16192.121299959988,14344.820400167308,17816.034699991462,18828.614300022145,3527.3105000668997,3147.1799002536,3907.2441001030406,4142.58899989304,2822.2834999999986,2562.5100999999995,2406.359100000001,14724.323500316585,26139.438000057246,67181.59070014095,11318.463200066903
389,,NH,Cereal_grains,3.7777000000000007,3.1517000000000004,3.7128999999999994,3.7603000000000004,8.1347,6.5522,7.7994,7.891499999999999,25.0884,21.4183,25.0303,25.29470000000001,19.2071,16.415799999999997,14.693299999999999,96.83169999999998,14.402599999999998,30.3778,75.40459999999996
390,,NJ,Cereal_grains,686.8672993048999,871.539477026,793.6972010435998,773.2948149785999,655.3501026809,744.2799750035001,691.0644009910001,670.8672270259999,284.66479858400004,426.06645592899997,1123.2695099620003,1068.34823995,422.42080000000004,799.2237000000001,674.0002999999999,2902.3490044249993,3125.3987923530995,2761.5617057013997,2180.309598584
391,,NM,Cereal_grains,597.3292999999998,460.6887999999999,622.5913999999998,631.1409,551.2639999999998,424.5999,578.7346,587.9792,144.44520000000003,111.40429999999999,153.72400000000002,156.2775,99.90180000000001,100.81689999999996,90.77849999999997,565.8509999999999,2311.7503999999994,2142.5776999999994,435.9424000000001
392,,NV,Cereal_grains,105.98910000000008,89.97689999999999,110.84619999999998,108.39989999999997,154.3457000000001,134.5004,164.9079000000001,162.07250000000002,56.112400000000015,48.363400000000006,60.49420000000002,59.666700000000034,43.5016,39.68040000000006,34.66510000000006,224.6367000000001,415.21210000000013,615.8264999999998,173.95950000000002
393,,NY,Cereal_grains,474.87420000000014,681.4903999999988,586.9146999999996,594.4947999999997,788.3598000000002,860.2665999999994,814.6306999999994,810.9495000000003,356.3265000000003,507.47999999999973,394.99739999999974,394.2334,455.11639999999954,259.08190000000064,229.0285000000003,1653.0372999999988,2337.774099999998,3274.2066000000004,1299.5533000000007
394,,OH,Cereal_grains,960.8800999999999,967.7606999999991,1280.3248000000003,1316.382100000001,2712.6427,2648.206200000001,3607.847100000002,3685.9788,612.3017999999994,602.5292999999997,803.1823999999999,821.7419,541.2872000000003,527.5442999999997,478.05789999999973,2839.7554000000014,4525.347700000002,12654.674799999997,2159.191200000001
395,,OK,Cereal_grains,929.3233999999998,931.8443000000003,1115.5918000000006,1158.2603000000001,1826.1388999999995,1826.3416000000007,2208.1751,2297.2226000000005,451.9778,453.9289,545.3944999999999,566.2424000000003,407.06080000000003,357.68709999999993,328.91890000000006,2017.5436,4135.0198,8157.878199999999,1545.6445999999996
396,,OR,Cereal_grains,2657.1688999999997,2332.4945000000007,2834.6080000000015,2801.4696000000004,3722.6750000000015,3319.6631000000007,4134.571499999999,4087.1861,869.6969999999999,794.1319999999998,976.2954999999998,965.6872999999997,712.1375999999999,640.2861000000006,560.9486999999995,3605.8117999999995,10625.741000000004,15264.095700000002,2783.069400000001
397,,PA,Cereal_grains,1908.3915999999995,1619.0325999999993,2090.033800000001,2142.5779,2810.506300000003,2399.068000000001,3015.2375999999977,3108.0082999999986,776.1690999999997,677.7883999999999,835.2721,859.3390999999999,607.8671000000004,547.8553999999998,499.2243999999996,3148.5687,7760.035900000002,11332.820199999991,2431.115999999999
398,,RI,Cereal_grains,0.16519999999999999,0.1456,0.1903,0.1851,2.1378999999999997,1.8337999999999999,2.3442000000000003,2.2705,1.3986,1.2,1.5345,1.4862,1.0761,1.0064,0.8634,5.619300000000001,0.6861999999999999,8.5864,4.3445
399,,Rest of Americas,Cereal_grains,2132.5353099481467,4688.462971235546,5945.729201861688,5879.483715788943,10257.674016786868,15345.104978219062,22030.87623365181,21761.691942477115,3118.612698427899,4879.691703369402,7642.542887780451,7518.327166840037,4392.877000000007,5018.435000000014,4372.72930000001,23159.174456417793,18646.211198834295,69395.34717113485,16902.6539984279
400,,SC,Cereal_grains,2410.358322806678,2304.1883039359764,2831.4288000419238,2930.8405999914457,2095.2495997476262,1982.042498086818,2456.5375000442996,2520.6373000443004,507.4550246333994,475.63600246029836,595.0969000395398,610.5957999890582,426.7147999999986,390.3044999999988,354.70249999999913,2188.783727122303,10476.816026775978,9054.466897923003,1679.1768246333995
401,,SD,Cereal_grains,968.1537000000001,950.6217999999999,1183.2940999999998,1208.0901000000001,2095.1992000000005,2081.3255000000004,2597.8375999999994,2642.2612,845.3771999999999,887.6439000000001,1131.0110999999997,1150.0921999999996,795.9942999999998,741.7530999999998,668.0651,4014.1243999999997,4310.159700000001,9416.623499999998,3051.1897
402,,SE Asia Oceania,Cereal_grains,218.50510722544493,198.4533082877121,465.0427235866457,453.01643457695513,3958.8850893983063,4173.548778025742,5593.326231228043,5461.368882419158,1216.2423335893411,1276.3379043298062,1767.3807105444234,1723.5043902305683,1148.622,1167.5286999999992,1008.2033999999993,5983.46533869414,1335.017573676757,19187.12898107125,4540.596433589341
403,,SW Cent Asia,Cereal_grains,828.3424493110513,735.7050797454076,438.56890048071637,432.89750044871664,2715.097224713016,2373.3702819962946,3215.265038382179,3170.6349384811792,928.7377065985613,816.1146440709334,1100.0768041816634,1082.9254041296638,735.4775000000004,723.5653999999993,630.9171999999988,3927.8545589808214,2435.513929985896,11474.36748357265,3018.697806598562
404,,TN,Cereal_grains,2980.4171000000006,2752.493300000001,3301.0007000000005,3347.9583,4662.640800000002,4287.0677000000005,5185.3027,5266.0488,1106.8916000000004,1018.0653000000007,1227.7378999999992,1246.4125999999992,913.0199000000006,805.1992999999999,724.0245999999994,4599.1074,12381.869400000009,19401.060000000023,3549.1354
405,,TX,Cereal_grains,39419.61209999997,37271.44830000005,43957.047099999916,43915.20309999998,41486.69949999991,39877.01989999998,46305.428999999975,46232.902899999826,12054.353999999958,11563.717199999986,14367.492599999974,14311.61039999998,10370.007000000034,9422.693700000009,8313.3542,52297.17419999993,164563.31060000008,173902.05129999967,40160.40889999995
406,,UT,Cereal_grains,190.73989999999998,154.17620000000005,201.48930000000001,203.78599999999997,436.3710000000001,345.4964,454.9157000000002,460.5517,135.08050000000003,108.29770000000002,141.52859999999998,144.06489999999997,97.11779999999997,92.82009999999998,83.68540000000002,528.9717,750.1913999999999,1697.3348,408.70379999999983
407,,VA,Cereal_grains,2214.496600233271,2071.126700050624,2640.6871000123983,2626.048600011992,2870.2750010500154,2598.6982002172795,3311.9080000532813,3284.8246000514905,737.4839005048673,3787.2563003571713,2689.631000091914,2574.336400088694,3397.6783999999966,1764.242699999998,1495.636699999999,9788.707601042652,9552.359000308268,12065.70580137201,7395.041700504868
408,,VT,Cereal_grains,25.980200000000004,19.001800000000003,21.9825,22.291199999999996,50.8636,44.504300000000015,46.361999999999995,47.297300000000014,29.968999999999998,25.925700000000003,29.329000000000004,29.8247,23.248800000000003,19.235000000000007,17.324599999999997,115.04840000000003,89.25569999999999,189.02720000000002,89.7774
409,,WA,Cereal_grains,13637.676435225683,11913.631714196104,16471.73770146469,16312.144902160098,10653.129024898564,9638.212483052801,12846.54479606506,12764.552444911473,2875.3874147119086,2718.0941393402777,3827.2205575366593,3790.665372212661,2475.925100000003,2532.8756000000035,2222.7817000000027,13211.367483801501,58335.19075304657,45902.438748927845,10106.969814711896
410,,WI,Cereal_grains,1953.0280000023106,1731.8138,1920.8224999999995,1920.7266,4172.5020000059385,3430.7135000000003,4165.2006,4166.714200000001,1087.3786000267007,906.0452,1095.0029000000002,1094.3603,812.7266999999998,718.5499000000001,636.0685,4182.787000026702,7526.39090000231,15935.13030000594,3254.7237000267005
411,,WV,Cereal_grains,3.6825,4.586,3.5403000000000002,3.5231999999999997,13.3741,14.3674,12.8413,12.7772,4.8968,5.3657,4.8359,4.8247,4.8117,3.1716,2.8026000000000004,19.923099999999998,15.332,53.36,15.682699999999999
412,,WY,Cereal_grains,93.2522,72.1023,95.8529,98.9652,130.4005,101.0867,134.2508,138.80610000000001,30.9886,23.992499999999996,31.878200000000003,32.9542,21.5152,20.906699999999997,19.1424,119.8135,360.1726,504.54409999999996,92.5529
413,,AK,Chemical_prods,176.6897000000004,174.89290000000017,187.6824000000001,196.22570000000005,49.76050000000022,49.03530000000011,53.01630000000012,55.481500000000125,328.8559999999998,331.26669999999996,439.98459999999983,446.0790999999999,329.35440000000017,437.5515,441.0725999999999,1546.1864000000005,735.4906999999993,207.29360000000023,1536.8345000000013
414,,AL,Chemical_prods,725.6996060392083,732.8761081838003,752.0350077363263,779.4838081346725,1282.2555129929358,1294.7171188433322,1319.4222184141854,1365.4154193722438,4365.539937668228,4480.469661541573,4601.052160004832,4730.938557766524,4518.100600000001,4635.170700000013,4738.245100000011,18178.00031698113,2990.0945300940125,5261.810269622712,18257.0563376682
