,origin,dest,commodity,tmiles_2012,tmiles_2013,tmiles_2014,tmiles_2015,tons_2012,tons_2013,tons_2014,tons_2015,value_2012,value_2013,value_2014,value_2015,curval_2013,curval_2014,curval_2015,value_total,tmiles_total,tons_total,curval_total
10,,DE,Alcoholic_beverages,58.120000000000054,62.871300000000026,62.625700000000045,71.06060000000012,146.1326,156.08480000000003,154.92229999999995,175.0828999999999,244.7393000000001,261.1200999999998,259.29929999999996,291.3983999999998,265.73059999999987,265.9585999999998,300.28509999999955,1056.5570999999989,254.6776,632.2225999999999,1076.7136
11,,Eastern Asia,Alcoholic_beverages,56.220100351109096,63.76899926608006,64.94569804900433,63.05440404106221,194.0925963635116,231.81590460649034,219.35369619854004,215.95914270740028,520.2083587388676,584.8050034741643,607.9860630346542,599.2558893909812,601.3751999999992,636.0690999999996,630.2991999999995,2312.255314638674,247.98920170725557,861.2213398759404,2387.9518587388734
12,,Europe,Alcoholic_beverages,117.79059796283498,173.83866538021047,160.07630431008022,160.8186016522885,538.4920906901694,614.5698372958973,596.8286521856204,593.5691041650655,1212.3077327920212,1397.049940210615,1465.4433606420548,1471.5283688273066,1446.8183999999978,1516.7060999999972,1530.0087999999987,5546.329402472001,612.5241693054129,2343.459684336756,5705.841032792027
13,,FL,Alcoholic_beverages,2928.9407013685227,3015.376200603886,3026.304000587354,2929.3551006206267,2157.047802000007,2199.155700763092,2196.6883007426377,2130.3266007849716,2799.2744028502043,2819.9952022757516,2786.068402187476,2722.2029023675627,2870.522300000008,2858.3429999999994,2805.9905000000035,11127.540909680969,11899.976003180376,8683.218404290687,11334.130202850181
14,,GA,Alcoholic_beverages,1117.0753999999963,1139.7403999999958,1128.942599999998,1125.8144999999977,1063.1300999999983,1066.5924999999986,1055.3706999999997,1051.3612999999978,1546.4638999999963,1543.0196999999991,1564.076199999997,1565.4041999999965,1570.7332999999983,1604.3357999999964,1613.2350999999999,6218.963999999998,4511.5728999999965,4236.454600000005,6334.768099999996
15,,HI,Alcoholic_beverages,210.92780000000005,256.30039999999997,265.0945999999999,259.76699999999994,79.5865,97.28699999999999,101.54789999999997,100.2085,156.18789999999996,196.74850000000006,216.68860000000004,212.84709999999995,200.22199999999998,222.25390000000002,219.3385,782.4721000000002,992.0898000000001,378.62990000000013,798.0023000000001
16,,IA,Alcoholic_beverages,175.38030000000006,183.86210000000003,183.4568,187.75379999999998,244.43149999999997,256.0226,254.3486000000001,258.9382,285.9864,295.5415,292.63009999999997,295.9887,300.7599,300.1456999999998,305.0156,1170.1467000000005,730.4529999999997,1013.7409000000001,1191.9076000000002
17,,ID,Alcoholic_beverages,179.1652,177.29330000000007,188.9097000000001,188.88890000000015,219.09899999999993,216.71630000000007,229.81099999999998,229.26909999999998,257.12649999999996,255.22799999999998,279.5866,281.32250000000005,259.7349,286.76899999999995,289.9027999999999,1073.2636000000005,734.2571000000004,894.8954,1093.5332000000003
18,,IL,Alcoholic_beverages,5213.326699945241,5330.0297999847,5780.239500003255,5877.666599869904,5466.688299981006,5602.451299981002,5953.364200040266,6067.056400014327,4825.059699983345,4868.506400024808,5093.032799943365,5149.679199909998,4954.5789000000095,5224.205099999998,5307.106000000006,19936.27809986152,22201.262599803045,23089.560200016585,20310.949699983354
19,,IN,Alcoholic_beverages,325.6527999999999,335.32899999999995,378.8375999999999,382.1355000000001,851.6275000000004,829.8085000000001,845.9530999999996,839.6409999999997,1140.1401,1117.7808000000002,1186.0341999999987,1177.9234000000001,1137.7196000000001,1216.4981999999995,1213.8521000000003,4621.878499999998,1421.9549000000004,3367.0301,4708.209999999999
20,,KS,Alcoholic_beverages,602.5241999999995,606.1523999999998,576.8962999999999,577.1573000000001,469.7023999999999,474.64129999999994,454.65640000000013,461.31679999999983,538.4196,540.5336999999992,515.8477999999999,524.3492000000002,550.0778999999997,529.0957000000003,540.3403999999999,2119.1503000000007,2362.7301999999995,1860.3169,2157.9336000000008
21,,KY,Alcoholic_beverages,527.5871999999988,571.1357999999996,601.2528999999997,645.4744999999999,688.2300999999992,762.1771999999993,791.9248999999994,846.8818999999993,945.3154,1010.8583999999997,1041.4857000000004,1107.2165000000007,1028.7052999999994,1068.2330000000002,1140.9849000000004,4104.876000000003,2345.450400000003,3089.2141,4183.238600000001
22,,LA,Alcoholic_beverages,312.01989999999995,358.3031003999999,341.11170000000004,342.3501000000003,448.65109999999976,502.96829959999974,484.47389999999973,483.0603999999995,567.4650999999994,650.0041571999994,621.7174999999994,619.6559999999998,662.6144999999995,637.6883999999997,638.5579999999994,2458.8427571999964,1353.7848003999989,1919.153699599999,2506.3259999999977
23,,MA,Alcoholic_beverages,857.7810999999998,947.4683999999999,966.9914,990.6681000000003,798.1781999999998,870.0152999999995,879.6124999999994,892.2836000000001,1129.5368999999996,1233.9249999999988,1246.3081000000006,1266.1853000000006,1255.7115999999987,1278.3158999999998,1304.8008000000002,4875.955299999998,3762.908999999998,3440.0896000000025,4968.365200000001
24,,MD,Alcoholic_beverages,635.9550002439997,708.22149855353,709.9769996302591,731.1911994939591,721.1829989753359,817.7631997500994,830.2274028889,835.899499237499,1102.2911040360998,1250.958001617607,1262.6810871095895,1274.8637063620192,1275.5074999999997,1296.5343999999998,1315.2561999999991,4890.793899125314,2785.3446979217542,3205.073100851834,4989.589204036105
25,,ME,Alcoholic_beverages,144.0966,137.94410000000005,135.96650000000002,131.2463999999999,156.73519999999996,147.1438000000001,141.71209999999996,136.41999999999996,248.81440000000006,233.7421000000001,225.71620000000004,218.01280000000006,237.86879999999996,231.51239999999996,224.6618000000001,926.2855,549.2535999999999,582.0111000000002,942.8574000000002
26,,MI,Alcoholic_beverages,1153.3806994404117,1119.3577953203114,1107.3666002024077,1136.5071986231355,1369.4921995866116,1383.7488522510419,1324.0776014485086,1357.3361961512583,1807.3493295410126,1819.3373516064994,1760.1676667921408,1799.8242572168795,1855.4553000000012,1808.3636999999992,1857.5645,7186.678605156525,4516.61229358626,5434.654849437429,7328.732829541012
27,,MN,Alcoholic_beverages,576.2234999999996,624.9363,627.8786999999996,631.8009999999999,651.2164999999993,711.0490999999997,706.4395000000002,703.5670999999996,869.5392000000002,915.0818000000004,908.8979999999998,907.0129999999998,931.2387999999999,932.2408999999996,934.6744999999995,3600.5319999999983,2460.8395000000023,2772.2721999999967,3667.6933999999974
28,,MO,Alcoholic_beverages,759.8390000000004,783.5370999999998,851.3181999999999,893.4830000000004,730.0129000000001,760.5793000000002,820.0624000000003,855.7137999999993,911.6357000000002,967.1637999999997,1026.5414999999998,1062.7073,984.2493999999998,1052.9062999999996,1095.1186999999998,3968.048300000002,3288.1773,3166.3684000000003,4043.9101000000014
29,,MS,Alcoholic_beverages,138.88280000000003,152.0601,148.61240000000006,149.57039999999995,240.2634,261.2844,255.9373,256.6117,352.6332999999999,383.54459999999995,376.22720000000004,377.5495000000001,390.31669999999997,385.8895,389.06399999999996,1489.9545999999996,589.1256999999997,1014.0967999999997,1517.9035000000003
30,,MT,Alcoholic_beverages,141.4252,130.72460000000012,131.63200000000006,133.0856000000001,120.5436,112.66710000000002,114.06070000000003,115.47500000000002,162.54230000000004,148.04979999999998,148.49640000000002,150.2852,150.6634,152.3101000000001,154.86769999999999,609.3737,536.8674000000001,462.7464000000001,620.3835000000004
31,,Mexico,Alcoholic_beverages,169.12970453706893,161.95250153584792,140.86590042047106,141.56220114325603,242.43640118695996,243.22900201879904,160.17940145383093,161.74500525583787,387.7493353973903,408.3175105022488,270.30730154344997,272.94090678171995,429.59050000000013,284.9139000000002,289.12910000000005,1339.3150542248088,613.5103076366446,807.5898099154283,1391.3828353973895
32,,NC,Alcoholic_beverages,1471.7610999999988,1636.6156999999982,1671.9506999999985,1708.2852999999998,1500.518899999999,1659.4051999999986,1667.523799999999,1688.835899999999,1664.698200000001,1849.5799000000009,1853.8597,1888.4873,1882.4985000000001,1901.6059000000002,1946.2265999999988,7256.625100000004,6488.612800000007,6516.283800000006,7395.029199999996
33,,ND,Alcoholic_beverages,247.2519033075,238.2432048745003,233.56970587989997,238.2200066130999,241.84030199999984,222.08180294780013,216.1458035556001,218.4917039988999,322.85960330520027,292.96190487169986,285.443105876,289.0547066084001,301.26920000000024,296.5834,302.1398999999999,1190.3193206612993,957.2848206749997,898.5596125022996,1222.8521033051995
34,,NE,Alcoholic_beverages,212.45690000000005,210.9649000000001,206.91200000000003,214.49939999999998,290.2259000000001,296.03030000000024,291.5476,301.89409999999975,340.9794000000001,341.02750000000003,334.0049,345.2287,347.0484999999998,342.5824999999999,355.7569999999999,1361.2405000000008,844.8331999999997,1179.6979000000008,1386.3674
35,,NH,Alcoholic_beverages,130.75109999999998,139.8142,142.40059999999994,138.42310000000006,168.06130000000005,175.9632,175.69120000000004,169.62750000000008,265.3799000000001,274.2326,270.11979999999994,259.4548000000001,279.0744000000001,277.0575000000002,267.36769999999996,1069.1871000000008,551.3890000000002,689.3431999999999,1088.8795
