orig,dest,category,ktons_2012,ton_miles_2012,million_dollars_2012,ktons_2013,ton_miles_2013,million_dollars_2013,ktons_2014,ton_miles_2014,million_dollars_2014,ktons_2015,ton_miles_2015,million_dollars_2015
Mississippi,Canada,Precision instruments,0.9575,1.0244,43.82839966,1.840300003,1.905,88.68719989,2.060300001,2.1914,100.1947985,1.997200001,2.1296,97.15550014
Mississippi,Canada,Furniture,28.4553,34.2067,112.764096,29.3021,34.6258,116.2112955,29.5662,37.0089,117.0090005,29.2823,36.6713,115.8856
Mississippi,Canada,Misc. mfg. prods.,0.6843,0.921,13.5232,0.3861,0.4818,8.115599973,0.5175,0.7224,10.72949997,0.5039,0.7017,10.44429997
Mississippi,Canada,Waste/scrap,0.354099974,0.3984,0.442500174,0.001000005,0.000300002,0.067200036,0.154100001,0.170199998,0.187100256,0.155000001,0.171200002,0.185800386
Missouri,Canada,Live animals/fish,0.2473,0.2527,0.7919,0.2105,0.2182,0.7207,0.5754,0.6103,1.6474,0.574,0.6075,1.6324
Missouri,Canada,Cereal grains,31.6868,26.6488,12.3881,0.8816,0.7614,0.3445,1.2874,1.1348,0.5034,1.3618,1.2046,0.5325
Missouri,Canada,Other ag prods.,6.728202,5.518906578,8.652003854,5.265700038,4.168604469,6.770700618,5.478800338,4.625305128,7.044602005,5.392500225,4.564004884,6.933200859
Missouri,Canada,Animal feed,59.5319,48.9654,48.66449995,51.0605,42.42010003,42.18620355,59.1323,50.623,48.38000038,55.5427,47.5613,45.44120034
Missouri,Canada,Meat/seafood,6.0182,4.9355,29.5608,5.7789,4.5714,28.3884,5.9715,5.0338,29.3346,6.02,5.0785,29.5725
Missouri,Canada,Milled grain prods.,61.9479,44.8189,98.1924,54.6429,38.9285,86.6134,56.1535,41.5931,89.0068,55.881,41.4672,88.5754
Missouri,Canada,Other foodstuffs,146.2573,103.7237,208.1872001,139.814,98.2767,199.0915005,159.5516,114.0506,227.2229999,157.9845,112.7026,224.9912003
Missouri,Canada,Alcoholic beverages,0.4801,0.4987,0.7937,3.3279,3.3753,5.5015,4.7066,5.1056,7.7798,4.7138,5.1136,7.7923
Missouri,Canada,Tobacco prods.,0.0019,0.0017,0.021,0.0061,0.0054,0.0669,0.0038,0.0035,0.0428,0.0037,0.0032,0.0408
Missouri,Canada,Building stone,2.5887,3.9523,0.4036,2.4384,3.6922,0.3802,1.8062,3.2721,0.2817,1.7363,3.1849,0.2707
Missouri,Canada,Natural sands,8.1897,7.1681,0.1826,59.8372,59.9716,1.3349,62.0127,62.1238,1.3834,63.5047,63.5999,1.4167
Missouri,Canada,Nonmetallic minerals,36.239,33.5456,2.7859,50.9936,47.9705,3.9204,10.0726,9.982,0.7744,10.0202,9.9286,0.7703
Missouri,Canada,Coal,88.4976,75.8099,5.7204,0,0,0,201.2974,172.4375,13.0116,193.1633,165.4088,12.4858
Missouri,Canada,Gasoline,0.478,0.3195,0.4158,0.4477,0.297,0.3893,0.4587,0.3307,0.399,0.4964,0.3584,0.4318
Missouri,Canada,Fuel oils,16.7442,16.9862,11.5692,18.3848,21.1756,12.7019,17.1034,18.8867,11.8171,19.342,21.6049,13.3638
Missouri,Canada,Coal-n.e.c.,70.7071133,57.02222286,12.02789929,70.81120222,57.10604474,12.0675532,56.95387856,45.93073234,9.812124265,56.96842523,45.94252091,9.813953808
Missouri,Canada,Basic chemicals,62.616403,50.31780293,149.5695068,65.72870075,52.31130071,162.1770039,55.65800853,45.95770834,137.3878092,55.04540824,45.46290804,135.7411085
Missouri,Canada,Pharmaceuticals,2.244699988,1.534799981,65.78169252,2.796900052,1.88470001,79.90688859,1.352500004,0.94740001,41.31715377,1.32519997,0.934199994,40.4477754
Missouri,Canada,Fertilizers,138.6158,136.1895,59.492,96.6625,93.4484,41.4862,98.1164,99.4427,42.1106,99.0472,100.5441,42.5095
Missouri,Canada,Chemical prods.,61.06150295,51.29330304,289.7548093,56.69420129,46.58330127,269.7095064,54.77980497,46.78690509,263.9836209,55.51540487,47.66790503,267.3872229
Missouri,Canada,Plastics/rubber,60.06230301,45.57280627,197.7051101,59.51280279,44.47950587,196.9232104,56.70550406,44.49780838,187.1017133,57.662704,45.30080843,190.2600135
Missouri,Canada,Logs,1.0687,0.5799,0.1653,1.7467,0.9477,0.2701,3.2186,1.7464,0.4978,3.292,1.7881,0.5092
Missouri,Canada,Wood prods.,45.8604,38.0058,34.177,45.8087,37.2324,34.1386,47.6498,41.7814,35.5107,47.3387,41.6067,35.2792
Missouri,Canada,Newsprint/paper,12.9998,10.5234,10.6283,8.8878,7.0345,7.264,9.0816,7.7629,7.4222,8.4454,7.2831,6.9025
Missouri,Canada,Paper articles,5.155801,3.599400668,13.71310826,6.072800677,4.13300042,17.13720882,6.664101667,4.61090126,17.98341002,6.526001808,4.525501389,17.60540994
Missouri,Canada,Printed prods.,19.208302,14.67160185,86.85941794,18.09920052,13.48120097,82.38450729,17.41910168,13.10999999,78.66780355,17.34300171,13.07910003,78.32100365
Missouri,Canada,Textiles/leather,3.34299997,2.918900036,32.88390145,3.15050003,2.681399961,31.17319503,2.819000045,2.503200003,27.93010024,2.790700021,2.479700003,27.65240048
Missouri,Canada,Nonmetal min. prods.,30.382902,23.57800182,24.41260184,32.20670154,24.8630014,25.61990058,32.89640138,27.10190125,26.31030162,33.31770136,27.40120124,26.64160033
Missouri,Canada,Base metals,32.34360004,30.2674,48.08470006,42.8645,38.7886,63.69969996,38.5096,38.4895,57.23130002,38.9185,39.0216,57.8389
Missouri,Canada,Articles-base metal,82.55940319,71.72570356,238.5079005,89.06720069,77.72360171,259.3904698,65.31270286,57.97500364,189.694971,66.4429028,59.08410356,192.8083687
Missouri,Canada,Machinery,63.5849,52.15050025,508.3006996,60.82810036,51.03339975,484.5017006,60.86269988,50.82440005,491.5150998,61.7105,51.74360003,498.2869009
Missouri,Canada,Electronics,11.43100087,9.019902291,330.9499007,8.618698708,6.849200806,271.6174475,7.750101299,6.09589872,247.7978765,7.764301305,6.135798797,247.9376682
Missouri,Canada,Motorized vehicles,206.0472,163.7692,1693.1577,195.7938,162.7978,1608.4326,231.7652,184.7976,1903.7893,248.1542,198.3281,2038.4184
Missouri,Canada,Transport equip.,2.918208453,5.66030549,84.18928717,2.536105058,2.404100982,95.22569159,4.358810142,4.79030212,124.3170288,4.67581116,5.19250287,133.0377256
Missouri,Canada,Precision instruments,1.2080999,0.8474998,61.66430749,1.214499904,0.849800033,58.07119773,1.276000802,0.915100239,59.83660006,1.304901001,0.935499528,61.23599283
Missouri,Canada,Furniture,14.68270197,13.48440441,58.5766079,16.50350178,14.26560399,65.59100721,16.38660255,16.28640631,65.09931132,16.61180253,16.48610629,65.98901039
Missouri,Canada,Misc. mfg. prods.,4.070801988,3.640601776,81.06943465,4.060202004,3.525501777,80.6269393,3.906801865,3.531901669,78.66683646,4.036802061,3.662701843,81.23194058
Missouri,Canada,Waste/scrap,55.863102,45.30090162,44.6627016,49.47020149,40.83860121,39.52260119,49.59870169,40.55450137,39.62600135,49.9756017,41.06330138,39.92700136
Montana,Canada,Live animals/fish,2.8218,0.3097,6.7847,1.538,0.6592,3.6979,1.39,0.6647,3.342,1.4477,0.6741,3.4807
Montana,Canada,Cereal grains,18.0327,9.67,7.0501,18.0943,9.3763,7.0742,26.9155,12.2782,10.5231,27.8163,12.5427,10.8752
Montana,Canada,Other ag prods.,23.1148,5.4128,29.7002,13.8877,5.4055,18.4133,20.0047,6.222,25.7013,20.1896,6.1898,25.9391
Montana,Canada,Animal feed,21.7786,4.2378,17.833,24.5679,5.8355,23.6021,7.4324,2.1049,6.0976,7.6733,2.1495,6.2942
Montana,Canada,Meat/seafood,0.1499,0.2358,0.7362,0.484,0.6414,2.3775,0.629,0.5947,3.0884,0.6271,0.6017,3.0789
Montana,Canada,Milled grain prods.,17.8443,6.0344,28.275,23.5719,12.7547,37.3629,17.3175,6.4166,27.4495,17.8992,6.3946,28.3715
Montana,Canada,Other foodstuffs,6.9283,6.0906,9.8581,3.6163,3.7652,5.1457,4.2185,4.7017,6.0028,4.4145,4.8737,6.282
Montana,Canada,Alcoholic beverages,0.1078,0.0524,0.1779,0.138,0.2173,0.2277,0.191,0.285,0.3154,0.1942,0.2834,0.3206
Montana,Canada,Building stone,2.7906,0.2965,0.4349,2.0094,0.3563,0.3131,3.6163,0.3035,0.5635,3.6815,0.3104,0.5736
Montana,Canada,Natural sands,3.2285,2.5951,0.0721,0.3192,0.2704,0.0071,0.3045,0.2579,0.0068,0.3081,0.2611,0.0069
Montana,Canada,Gravel,3.1805,0.3709,0.0353,1.0866,0.1267,0.0121,1.0188,0.1188,0.0113,1.0925,0.1274,0.0121
Montana,Canada,Nonmetallic minerals,272.4438,146.5847,20.9994,131.5512,86.9979,10.127,161.4915,62.6211,12.4145,167.2632,63.0891,12.8583
Montana,Canada,Metallic ores,0.1448,0.0147,0.0214,0.3267,0.0332,0.0483,0.3354,0.0341,0.0496,0.3516,0.0358,0.052
Montana,Canada,Coal,1377.5648,813.2768,157.3517,1315.5598,776.6708,150.2692,1445.121,853.1601,165.0683,1444.0964,852.5553,164.9512
Montana,Canada,Gasoline,16.1244,4.0988,14.0237,4.5839,1.5814,3.9866,1.3147,0.8666,1.1433,1.4147,0.9134,1.2304
Montana,Canada,Fuel oils,155.4502,94.2316,107.4035,131.8295,77.8759,91.084,46.0658,40.9496,31.8274,50.3505,44.197,34.7879
Montana,Canada,Coal-n.e.c.,242.8430377,99.24314895,37.97988448,326.7053081,110.2316398,48.84481078,198.2723498,80.28572706,31.21974703,201.9356305,80.77515685,31.69162421
Montana,Canada,Basic chemicals,5.9351,5.962,13.6076,12.4034,13.5964,28.2252,10.5903,11.6287,24.2293,10.2271,11.0645,23.3882
Montana,Canada,Pharmaceuticals,0.025,0.0319,9.1106,0.0234,0.0291,8.1977,0.0204,0.0264,7.625,0.0209,0.0269,7.7741
Montana,Canada,Fertilizers,9.9094,1.7168,4.253,4.5148,1.2181,1.9375,35.2133,7.6107,15.1134,35.2536,7.4131,15.1307
Montana,Canada,Chemical prods.,4.1711,2.0473,19.727,2.221,1.3532,10.6338,1.32,0.6656,6.4063,1.407,0.6913,6.8211
Montana,Canada,Plastics/rubber,2.9899,1.9961,9.8492,1.9051,1.7186,6.2906,2.5077,2.486,8.2563,2.5255,2.4611,8.315
Montana,Canada,Logs,2.1469,1.1307,0.332,2.0106,1.4006,0.3111,0.5126,0.2678,0.0793,0.5504,0.2874,0.085
Montana,Canada,Wood prods.,45.153,33.2856,33.6536,37.4078,32.4482,27.8777,37.8831,33.3528,28.2321,38.7282,33.5282,28.8616
Montana,Canada,Newsprint/paper,0.0904,0.0351,0.0739,0.0496,0.0476,0.0406,0.0066,0.0058,0.0054,0.0069,0.0059,0.0057
Montana,Canada,Paper articles,0.0205,0.0077,0.0577,0.0173,0.0101,0.1611,0.0242,0.0113,0.0674,0.0251,0.0112,0.0695
Montana,Canada,Printed prods.,0.2942,0.447,1.3576,0.2464,0.5098,1.1364,0.2181,0.4587,0.9875,0.2211,0.4635,1.0014
Montana,Canada,Textiles/leather,0.4204,0.40909965,4.158999757,0.514700035,0.551399952,5.069700284,0.609400449,0.914899992,5.963104383,0.622900481,0.920500013,6.095404716
Montana,Canada,Nonmetal min. prods.,67.2425,14.6149,52.7377,57.4169,14.7585,45.0476,67.2888,15.7351,52.7873,71.9376,16.7895,56.4342
Montana,Canada,Base metals,0.7902,0.2066,1.2616,0.0489,0.0191,0.077,0.1796,0.0333,4.7873,0.1882,0.0347,5.2365
Montana,Canada,Articles-base metal,5.5157,2.232,15.7015,7.6671,3.4597,21.9124,12.5676,4.446,35.6204,13.5635,4.6963,38.4347
Montana,Canada,Machinery,13.137001,3.707602215,103.5836978,12.61570356,5.873697888,99.24562793,8.836604661,3.455410325,76.80093656,9.370604643,3.494010283,80.96213641
Montana,Canada,Electronics,0.262,0.146299745,9.380597305,0.108,0.092599977,7.18989975,0.13230005,0.118800009,9.859300032,0.138799959,0.121500018,10.14320037
Montana,Canada,Motorized vehicles,11.024701,2.41849958,90.59460821,10.10881386,3.815108612,83.08972205,4.419900256,1.669100138,36.3437021,4.641100261,1.686000142,38.16140215
Montana,Canada,Transport equip.,0.2521,0.233702205,10.82402712,0.049300187,0.041900411,4.330795052,0.064599993,0.027600205,5.649102515,0.070499994,0.02930021,6.007402577
Montana,Canada,Precision instruments,0.1368998,0.086300429,7.80509742,0.100799567,0.083400035,6.094800994,0.186099825,0.147699683,11.00257761,0.198800037,0.152800313,11.65478149
Montana,Canada,Furniture,0.439,0.2329,1.7352,0.4466,0.3926,1.7647,0.5487,0.4413,2.1693,0.5689,0.4465,2.2488
Montana,Canada,Misc. mfg. prods.,0.3228,0.1134,7.3034,2.5665,1.6997,51.7926,0.3082,0.2002,6.0763,0.3259,0.205,6.4267
Montana,Canada,Waste/scrap,4.7517,0.4751,3.8261,4.6997,0.9332,3.9777,3.2725,1.4686,2.979,3.4563,1.4511,3.1015
Nebraska,Canada,Live animals/fish,0.3411,0.3036,0.8202,0.2569,0.2282,0.6179,0.2328,0.2089,0.5593,0.2351,0.2107,0.5651
Nebraska,Canada,Cereal grains,25.6932,23.9514,10.0448,16.5708,15.9793,6.4785,27.4457,25.8962,10.7296,27.083,25.5364,10.5876
Nebraska,Canada,Other ag prods.,6.5507,6.3991,8.5053,6.4463,5.9995,8.3381,7.5133,7.4558,9.722,7.1982,7.1606,9.3163
Nebraska,Canada,Animal feed,70.8621,64.9652,57.9139,52.3066,47.4235,42.7829,57.0058,53.8347,46.5692,55.1843,52.0978,45.0817
Nebraska,Canada,Meat/seafood,53.6876,50.5618,263.7346,42.2233,38.5642,207.4178,41.5263,39.0841,203.9935,42.0584,39.565,206.6065
Nebraska,Canada,Milled grain prods.,24.3404,23.968,38.5815,32.4965,31.7053,51.5094,36.2146,35.9021,57.402,36.4233,36.1418,57.7332
Nebraska,Canada,Other foodstuffs,29.0212,28.819,41.3223,31.0584,29.5224,44.1921,27.0458,28.8375,38.5106,26.5503,28.1827,37.8051
Nebraska,Canada,Alcoholic beverages,0.0114,0.0151,0.0189,0.0084,0.0113,0.0141,0.2002,0.2975,0.3334,0.1974,0.2915,0.3286
Nebraska,Canada,Natural sands,192.7035,121.7397,4.2984,198.538,116.7361,4.4285,212.6618,125.0339,4.7435,211.5885,124.426,4.7199
Nebraska,Canada,Nonmetallic minerals,1.6399,1.2986,0.1261,3.0674,2.4824,0.2359,5.8388,4.7576,0.4489,5.894,4.7983,0.4531
Nebraska,Canada,Gasoline,0.046,0.0275,0.04,1.2497,0.7472,1.0867,10.0045,5.9819,8.6996,10.7413,6.4215,9.3403
Nebraska,Canada,Fuel oils,0.2012,0.1658,0.139,0.1953,0.1651,0.1349,2.092,1.7313,1.4448,2.2883,1.8934,1.5804
Nebraska,Canada,Coal-n.e.c.,18.95459935,20.31363511,3.224337797,18.9826501,20.34369722,3.234981137,15.2677003,16.36239795,2.630369197,15.27162008,16.36667047,2.630857928
Nebraska,Canada,Basic chemicals,24.8735,19.2177,56.3171,21.205,16.8798,47.8369,28.7048,24.2285,64.6334,28.6381,24.1431,64.4838
Nebraska,Canada,Pharmaceuticals,1.8441,1.81,53.5574,2.0787,1.8717,60.7041,0.4516,0.3971,16.1245,0.4498,0.3954,16.0441
Nebraska,Canada,Fertilizers,0.8182,0.5951,0.351,1.0469,0.7615,0.449,1.0299,0.7388,0.442,1.0566,0.7576,0.4535
Nebraska,Canada,Chemical prods.,26.3935,20.9532,124.0841,38.5705,30.958,181.8808,33.5335,27.8962,157.3142,33.7669,28.0022,158.4072
Nebraska,Canada,Plastics/rubber,10.984704,9.138504424,36.90031317,10.92970219,9.189402341,36.29090721,7.478902173,6.70220307,24.70310715,7.407502153,6.640503025,24.46770709
Nebraska,Canada,Wood prods.,1.9347,1.9311,1.4417,1.2302,1.2117,0.9158,0.6926,0.7862,0.5144,0.6687,0.7582,0.4963
Nebraska,Canada,Newsprint/paper,0.3183,0.2639,0.2601,0.3813,0.3216,0.3115,0.2881,0.2766,0.2353,0.2955,0.2869,0.2415
Nebraska,Canada,Paper articles,2.5898,2.2084,6.8523,2.9726,2.4905,7.8631,3.3012,2.8063,8.7329,3.2387,2.7542,8.5672
Nebraska,Canada,Printed prods.,0.8765,0.8896,3.9655,0.9917,0.9746,4.6072,0.954,0.9629,4.3298,0.9689,0.9781,4.3974
Nebraska,Canada,Textiles/leather,1.6841,1.3465,16.2272,1.0914,0.8814,10.6458,1.2382,1.1093,12.0782,1.2592,1.1212,12.282
Nebraska,Canada,Nonmetal min. prods.,8.5624,7.2711,6.7252,10.8614,9.0059,8.5288,11.7706,11.0123,9.2422,11.2815,10.4819,8.8578
Nebraska,Canada,Base metals,28.8299,21.9941,42.8341,21.1883,16.919,31.4857,21.9719,18.1067,32.6501,21.5796,17.7659,32.0673
Nebraska,Canada,Articles-base metal,18.3125,15.2319,52.3735,17.3637,14.1983,49.5754,17.78,16.0813,50.2172,17.9286,16.1245,50.6349
Nebraska,Canada,Machinery,84.8933,65.2136,673.635,82.0865,65.2753,653.9774,65.4882,56.3793,520.8428,66.3168,56.8188,527.2511
Nebraska,Canada,Electronics,2.4269,2.144300587,70.3485892,2.329899557,2.060999538,66.24780129,2.754399527,2.457999645,79.19120088,2.715599484,2.421599625,78.07909248
Nebraska,Canada,Motorized vehicles,18.433304,16.89540576,151.7845329,22.45850767,23.64181169,185.484953,14.3829027,14.46800406,118.1841221,14.08720265,14.20070399,115.7577218
Nebraska,Canada,Transport equip.,0.9613,2.9769,37.7401,1.6734,3.913,45.6338,10.4475,11.013,284.0422,11.665,12.3039,317.093
Nebraska,Canada,Precision instruments,1.4586,1.328599594,67.18438688,1.653199073,1.491100853,77.53780659,1.764899997,1.610299975,80.69410599,1.78180005,1.628200021,81.49220833
Nebraska,Canada,Furniture,23.4284,20.9088,106.6687,25.4014,22.7815,108.0522,18.3546,16.9825,81.2982,17.6227,16.3009,78.0026
Nebraska,Canada,Misc. mfg. prods.,0.6787,0.700199641,13.4104994,0.721400086,0.737599967,14.30050134,0.770799087,0.816699616,15.24720082,0.761900945,0.807699357,15.07769801
Nebraska,Canada,Waste/scrap,2.3422,2.4487,1.8731,0.5495,0.4992,0.4415,2.1968,2.061,1.7561,2.1797,2.0372,1.7429
Nevada,Canada,Live animals/fish,0.0894,0.076,0.215,0.1594,0.1352,0.3834,0.0453,0.0412,0.1092,0.0469,0.0424,0.1131
Nevada,Canada,Other ag prods.,6.297,9.109699997,8.10650003,8.4479,12.2107,10.85579997,5.7272,7.9551,7.3593,5.4885,7.6187,7.0524
Nevada,Canada,Animal feed,0.1788,0.299,0.146,0.1728,0.2645,0.141,0.396,0.582,0.3234,0.3877,0.5704,0.3166
Nevada,Canada,Meat/seafood,0.0802,0.1724,0.3996,0.1188,0.2808,0.5828,0.8606,2.1792,4.2153,0.8567,2.169,4.1956
Nevada,Canada,Milled grain prods.,10.7796,18.9824,17.0864,14.0788,23.4853,22.3158,14.9599,24.2354,23.7122,14.5144,23.4244,23.006
Nevada,Canada,Other foodstuffs,21.9485,34.6523,31.3755,13.3566,20.1426,19.257,13.6838,20.3445,20.4651,13.4142,19.994,20.0541
Nevada,Canada,Alcoholic beverages,4.512,6.9707,7.457,4.7566,6.921,7.8612,4.6728,6.8652,7.7229,4.7954,7.0451,7.9252
Nevada,Canada,Natural sands,2.6063,5.1253,0.058,0.4324,0.8974,0.0095,0.4142,0.8577,0.0093,0.4186,0.8665,0.0095
Nevada,Canada,Gravel,13.6715,14.5308,0.1518,7.1235,7.4021,0.0792,6.9813,7.3197,0.0775,7.1144,7.477,0.079
Nevada,Canada,Nonmetallic minerals,97.3172,143.8031,7.5038,103.3268,143.5064,7.9523,120.6384,171.2034,9.2891,117.4889,166.5265,9.0464
Nevada,Canada,Metallic ores,3191.9485,6863.3833,470.9488,2486.1118,5345.6809,366.8077,2529.2851,5438.5127,373.1775,2524.6018,5421.766,372.4866
Nevada,Canada,Gasoline,0.0115,0.0124,0.01,0.0019,0.002,0.0017,0.001,0.001,0.0008,0.0012,0.0013,0.001
Nevada,Canada,Fuel oils,0.0553,0.1306,0.0343,0.0092,0.0209,0.0059,0.0049,0.0121,0.0034,0.0053,0.013,0.0037
Nevada,Canada,Coal-n.e.c.,0.048182852,0.058802631,0.008196266,0.04825346,0.058888272,0.00822323,0.038810493,0.047364687,0.006686372,0.038820287,0.047375821,0.006687587
Nevada,Canada,Basic chemicals,10.372502,23.29960217,23.4262045,6.117501702,13.88840184,13.81570383,6.697702623,15.75210284,15.3450059,6.782502602,15.97400282,15.53300586
Nevada,Canada,Pharmaceuticals,0.0183,0.0341,1.0233,0.0561,0.1027,2.7134,0.0122,0.0202,0.682,0.0116,0.0194,0.6543
Nevada,Canada,Chemical prods.,3.314901,4.990600919,16.06280469,3.375800967,5.128100889,15.87200454,3.170701067,4.929700981,14.99750501,3.273701071,5.087100985,15.48310502
Nevada,Canada,Plastics/rubber,17.53,23.5892,67.1333,15.4859,20.5561,54.0619,16.1227,21.151,54.3519,16.4375,21.5346,55.3861
Nevada,Canada,Logs,0.1507,0.1563,0.0233,0,0,0,0,0,0,0,0,0
Nevada,Canada,Wood prods.,1.2941,2.028,0.9962,0.2502,0.4082,0.1897,0.2205,0.3944,0.1838,0.2139,0.379,0.1785
Nevada,Canada,Newsprint/paper,2.2702,4.3003,1.8553,2.5353,4.8725,2.0717,2.774,5.6666,2.267,2.853,5.8093,2.3314
Nevada,Canada,Paper articles,1.1127,1.521,2.9462,1.5862,2.1522,4.2294,0.8951,1.2115,2.3866,0.904,1.2228,2.4092
Nevada,Canada,Printed prods.,5.0994,6.34,25.1846,5.7003,6.7696,26.8673,4.5903,5.5787,22.2353,4.5359,5.515,21.8772
Nevada,Canada,Textiles/leather,1.1061,2.0677,11.3551,1.9577,3.6293,19.7145,1.6238,3.1869,16.2146,1.6512,3.2239,16.4722
Nevada,Canada,Nonmetal min. prods.,5.2158018,7.827101692,4.186501154,3.964301643,5.655503124,3.130302132,3.467702797,4.73310219,2.740701681,3.500202765,4.789902154,2.765501654
Nevada,Canada,Base metals,3.0714,4.3309,4.6892,3.0676,4.7189,4.6256,1.941,2.9043,2.9331,2.0782,3.0933,3.1371
Nevada,Canada,Articles-base metal,16.1796,21.28720541,46.6643056,11.30120194,16.21690794,32.24460824,10.30430497,14.21699344,29.33419397,10.77550502,14.83279359,30.66709414
Nevada,Canada,Machinery,10.0625,15.8058,83.6968991,8.252100005,12.0699,68.876195,9.1783,14.6197,76.5892996,9.2393,14.5791,76.9993
Nevada,Canada,Electronics,2.35000002,4.631,261.5802,2.2608,4.217,397.7837,2.63569997,5.1008,302.1447004,2.59259995,5.0041,295.5956999
Nevada,Canada,Motorized vehicles,4.043802,6.288402301,34.09681643,4.192204901,6.112005638,34.49694026,2.903801974,4.873202271,25.19021621,2.961102009,4.928402303,25.6321165
Nevada,Canada,Transport equip.,0.0577,0.109700282,4.154396526,0.383599986,0.59780027,18.93130077,0.322399955,0.396999994,13.15290323,0.329499913,0.403500043,13.222802
Nevada,Canada,Precision instruments,0.265499997,0.483100395,22.55559431,0.287100127,0.529200298,19.51861718,0.294000366,0.567099123,20.01756494,0.281600649,0.539799067,19.19355477
Nevada,Canada,Furniture,2.6042,4.6792,12.2422,2.9408,5.3995,13.6129,3.1999,6.0381,14.229,3.0427,5.7193,13.5225
Nevada,Canada,Misc. mfg. prods.,16.4799,30.5112,341.7027,15.5942,29.3025,363.3228,10.7345,22.3348,221.6294,10.3397,21.3647,213.3501
Nevada,Canada,Waste/scrap,1.8264,4.3456,2.0598,2.3301,5.568,3.3684,2.815,6.8783,4.0963,2.8289,6.9149,4.0295
New Hampshire,Canada,Live animals/fish,0.0157,0.0251,0.0677,0.0222,0.0357,0.1426,0.0214,0.0385,18.2848,0.0222,0.04,19.3462
New Hampshire,Canada,Other ag prods.,0.1372,0.0708,0.1895,0.1448,0.0909,0.2169,0.035,0.0305,0.0568,0.0349,0.0309,0.0565
New Hampshire,Canada,Animal feed,0.4813,0.1029,0.3971,0.0845,0.0237,0.0727,0.0565,0.0251,0.0498,0.0558,0.0246,0.049
New Hampshire,Canada,Meat/seafood,1.8233,0.7593,8.9576,2.3641,1.071,11.615,2.1708,1.0791,10.6665,2.1073,1.0469,10.353
New Hampshire,Canada,Milled grain prods.,0.1609,0.0672,0.2551,0.2916,0.1321,0.4624,0.8803,0.3695,1.3958,0.8431,0.349,1.3369
New Hampshire,Canada,Other foodstuffs,12.8337,6.328,18.2608,13.7978,6.8855,19.6325,14.3242,7.339,20.3815,14.1853,7.2447,20.1837
New Hampshire,Canada,Building stone,0.63439767,0.085900165,0.100000255,0.3047948,0.04119965,0.04749983,0.2661994,0.03829977,0.04150006,0.2721006,0.039599819,0.04240038
New Hampshire,Canada,Natural sands,0.1572,0.0369,0.0035,0.4775,0.1121,0.0106,0.501,0.1173,0.0111,0.5,0.117,0.0112
New Hampshire,Canada,Nonmetallic minerals,2.9103,1.1745,0.2237,0.6994,0.3226,0.0538,3.6186,1.8333,0.2782,3.5893,1.8228,0.276
New Hampshire,Canada,Gasoline,0.0191,0.0021,0.0166,0.0133,0.0014,0.0115,0.0123,0.0013,0.0107,0.0137,0.0015,0.0119
New Hampshire,Canada,Fuel oils,41.3364,47.8098,25.709,7.365,3.3694,5.0884,9.95,4.269,6.8759,11.1202,4.7845,7.6843
New Hampshire,Canada,Coal-n.e.c.,11.20640535,7.172498547,1.806101065,9.319070171,7.04215552,1.536874538,7.813429101,5.688207174,1.294050447,7.910210012,5.696351313,1.307601167
New Hampshire,Canada,Basic chemicals,2.4925,0.7122,5.6376,1.0439,0.2722,2.5183,0.7996,0.2157,2.0501,0.7786,0.2064,1.9799
New Hampshire,Canada,Pharmaceuticals,0.1793,0.0565,6.8913,0.1365,0.0476,5.9393,0.25,0.0679,9.9388,0.2585,0.0685,10.1259
New Hampshire,Canada,Fertilizers,1.9317,0.793,0.829,0.8446,0.3515,0.3624,2.8348,1.1656,1.2164,2.9235,1.1989,1.2546
New Hampshire,Canada,Chemical prods.,2.3845,1.3446,12.05339975,2.0583,1.1833,10.7043997,3.2718,2.0061,16.27949975,3.3162,2.012,16.48599951
New Hampshire,Canada,Plastics/rubber,17.488103,8.098402524,58.95211321,16.6058029,7.979802441,56.25511285,14.3570028,7.513802663,49.24321251,14.24370287,7.404202742,48.83231275
New Hampshire,Canada,Logs,89.2573,16.1333,13.8008,85.4258,13.8256,13.2083,102.2741,16.1619,15.8135,99.8783,15.6751,15.4429
New Hampshire,Canada,Wood prods.,37.6206,9.3391,28.0427,21.0611,5.7721,15.7451,22.2194,7.0586,16.7291,23.1554,7.2435,17.434
New Hampshire,Canada,Newsprint/paper,13.3134,4.3631,10.88,13.477,4.5418,11.0138,6.2695,2.3249,5.1236,5.5105,1.9695,4.5034
New Hampshire,Canada,Paper articles,1.0073,0.4161,2.6027,0.8444,0.4048,2.2339,0.8102,0.4999,2.1428,0.8175,0.4855,2.1614
New Hampshire,Canada,Printed prods.,4.083301,5.517102977,19.05730448,3.766901068,5.583803178,17.56870478,3.310300971,5.120702891,16.33900435,3.098500905,4.775802695,15.23870406
New Hampshire,Canada,Textiles/leather,4.3126,2.707200032,42.55099951,4.52990049,3.033200183,45.163704,4.699899817,3.460800295,47.67849708,4.854399749,3.574200131,49.21819693
New Hampshire,Canada,Nonmetal min. prods.,26.866801,10.04620038,23.21860057,22.74900143,9.654003053,19.68490091,20.57390139,10.93430448,17.08260066,21.49120147,11.35770463,17.80580072
New Hampshire,Canada,Base metals,2.0854998,0.918099983,3.169400189,2.49140016,1.186200057,4.416799628,1.16980003,0.753999996,2.004699531,1.179600058,0.769200012,2.026199571
