,fr_orig,dms_orig,dms_dest,fr_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,tons_2012,tons_2013,tons_2014,tons_2015,tons_2020,tons_2025,tons_2030,tons_2035,tons_2040,tons_2045,value_2012,value_2013,value_2014,value_2015,value_2020,value_2025,value_2030,value_2035,value_2040,value_2045,tmiles_2012,tmiles_2013,tmiles_2014,tmiles_2015,tmiles_2020,tmiles_2025,tmiles_2030,tmiles_2035,tmiles_2040,tmiles_2045,curval_2013,curval_2014,curval_2015
364455,,419,69,,,1,,22,1,1.3052,2.3091,2.3516,2.6669,2.9102,2.8489999999999998,2.6182,2.3605,2.282,2.0168,1.8337,3.2441,3.3038,3.7468,4.0887,4.0027,3.6783,3.3164,3.2061,2.8334,0.8353,1.4777,1.5049,1.7067,1.8624,1.8232,1.6755,1.5106,1.4604,1.2906,3.1374,3.1303,3.4794
1363523,801.0,380,65,,1.0,1,,38,2,0.0006,0.0006,0.0003,0.0004,0.0005,0.0007,0.0009,0.0012,0.0017,0.002,0.0345,0.0358,0.0193,0.0206,0.0288,0.0388,0.0517,0.0694,0.096,0.1135,0.001,0.0011,0.0006,0.0006,0.0009,0.0012,0.0016,0.0021,0.0029,0.0034,0.0362,0.0197,0.0212
1283298,,481,124,805.0,,4,4.0,36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0007,0.0007,0.0007,0.0009,0.0011,0.0012,0.0015,0.0017,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0007,0.0007
659794,,92,131,,,1,,29,1,0.9265,1.0568,0.9871,1.0127,0.9944,1.0142,0.9673,1.0717,1.1838,1.3076,8.0,9.1249,8.5235,8.7444,8.5859,8.7573,8.3526,9.2534,10.2218,11.290999999999999,0.9035,1.0306,0.9627,0.9876,0.9697,0.9891,0.9434,1.0451,1.1545,1.2752,9.1544,8.564,8.7962
82360,803.0,101,92,,3.0,3,,5,2,0.0096,0.0108,0.0124,0.0133,0.0153,0.0174,0.0199,0.0228,0.0265,0.0305,0.0039,0.0044,0.005,0.0054,0.0062,0.0071,0.0081,0.0093,0.0108,0.0124,0.0029,0.0032,0.0037,0.004,0.0046,0.0052,0.006,0.0069,0.008,0.0092,0.0045,0.0058,0.0059
263036,,472,64,802.0,,4,4.0,19,3,7.9013e-05,8.8762e-05,9.9387e-05,0.00010062,0.00011238,0.00012685,0.0001371,0.00014842,0.00016803,0.00019108,1.249e-05,1.4064000000000001e-05,1.5697e-05,1.5901e-05,1.776e-05,2.0047e-05,2.1668000000000003e-05,2.3459e-05,2.6558000000000002e-05,3.0200999999999998e-05,0.00015365,0.00017261,0.00019327,0.00019566,0.00021853,0.00024667,0.00026660000000000003,0.00028862,0.00032675,0.00037157,1.4639000000000002e-05,1.7371e-05,1.3368e-05
1033081,804.0,241,472,,3.0,1,,34,2,4.8229,3.5355,3.5162,3.7559,4.8311,5.9614,7.3273,9.0779,11.5036,14.050999999999998,54.5869,40.0153,39.7978,42.5106,54.6797,67.4729,82.9322,102.7462,130.2007,159.0326,3.5142,2.5761,2.5621,2.7367,3.5202,4.3437,5.3389999999999995,6.6146,8.382,10.2382,40.5045,40.8294,44.0028
749645,805.0,241,364,,4.0,1,,30,2,0.0,0.0,6.2313e-05,6.2313e-05,6.2313e-05,6.2313e-05,6.2313e-05,0.00012463,0.00012463,0.00012463,0.00018694,0.0033649,0.011964,0.012899,0.015827,0.019255,0.023367,0.028664,0.036204,0.042435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2313e-05,6.2313e-05,6.2313e-05,0.0055,0.0198,0.0212
215890,804.0,132,19,,3.0,1,,15,2,0.0158,0.0165,1.1161,1.2717,1.4697,1.7912,2.1172,2.5045,3.0689,3.7443,0.052000000000000005,0.0543,3.6733,4.1853,4.8371,5.8952,6.9678,8.2428,10.1003,12.323,0.006999999999999999,0.0073,0.493,0.5617,0.6491,0.7911,0.9351,1.1062,1.3554,1.6537,0.0535,3.4735,3.8408
1391083,,49,261,806.0,,4,4.0,38,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0013,0.0013,0.0014,0.002,0.0029,0.0039,0.0053,0.0074,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0013,0.0014
537643,801.0,300,291,,1.0,1,,25,2,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911825,,160,160,,,1,,33,1,97.445,104.2862,111.5113,112.0887,123.4282,134.3333,143.7891,151.1188,159.5092,169.0406,227.0002,242.9368,259.7679,261.113,287.5287,312.9324,334.9597,352.0345,371.5802,393.7837,1.6955,1.8146,1.9403,1.9503,2.1477,2.3374,2.5019,2.6295,2.7755,2.9413,242.6136,260.8396,261.1801
304050,,122,12,808.0,,4,3.0,20,3,6.6486e-09,1.0899000000000001e-09,1.6894e-09,1.6622000000000001e-09,1.7165999999999998e-09,1.9346e-09,2.2889000000000002e-09,2.97e-09,4.0600000000000005e-09,5.0681e-09,2.0191e-08,3.3516000000000003e-09,5.149899999999999e-09,5.0681999999999995e-09,5.2044e-09,5.885699999999999e-09,6.975600000000001e-09,9.0192e-09,1.2371e-08,1.5423e-08,5.1226000000000005e-09,8.447e-10,1.2805999999999997e-09,1.2805999999999997e-09,1.3079000000000002e-09,1.4714000000000001e-09,1.7710999999999998e-09,2.2616e-09,3.1335e-09,3.8965e-09,0.0121,0.0178,0.0154
646867,,123,363,807.0,,4,4.0,28,3,0.0004,0.0007,0.0003,0.0003,0.0004,0.0005,0.0006,0.0008,0.001,0.0013,0.0038,0.006999999999999999,0.0026,0.0028,0.0036,0.0047,0.0058,0.0072,0.0096,0.012,0.0004,0.0007,0.0003,0.0003,0.0004,0.0005,0.0006,0.0007,0.0009,0.0012,0.0072,0.0027,0.0028
309159,,242,241,806.0,,1,3.0,20,3,0.0021745000000000002,0.007658,0.0043490000000000004,0.0038763000000000005,0.0044435,0.005672600000000001,0.005672600000000001,0.0064289,0.0064289,0.007658,0.018719,0.065613,0.037439,0.033374,0.038573,0.048879,0.049068,0.055686,0.054929,0.06617999999999999,9.454299999999999e-05,0.00047271,0.00028363,0.00018909,0.00028363,0.00028363,0.00028363,0.00037817,0.00037817,0.00047271,0.0682,0.0376,0.0294
1645375,807.0,132,259,,3.0,2,,43,2,0.0003,0.0,0.0003,0.0003,0.0004,0.0006,0.0007,0.0009,0.0011,0.0014,0.0013,0.0001,0.0015,0.0015,0.0019,0.0024,0.003,0.0037,0.0048,0.0059,0.0003,0.0,0.0004,0.0004,0.0005,0.0006,0.0007,0.0009,0.0011,0.0014,0.0001,0.0016,0.0015
882300,807.0,421,423,,3.0,5,,32,2,0.0032,0.0039,0.0081,0.0084,0.0092,0.0099,0.0109,0.0121,0.0133,0.0145,0.0054,0.0066,0.0137,0.0142,0.0155,0.0168,0.0184,0.0203,0.0224,0.0244,0.0003,0.0003,0.0007,0.0007,0.0008,0.0009,0.0009,0.001,0.0011,0.0012,0.0063,0.0131,0.0123
480067,803.0,363,132,,3.0,3,,24,2,0.0015,0.0026,0.0015,0.0016,0.002,0.0025,0.003,0.0037,0.0046,0.0056,0.0065,0.0112,0.0066,0.0069,0.0087,0.0107,0.0131,0.016,0.0199,0.0243,0.0013,0.0022,0.0013,0.0014,0.0017,0.0021,0.0026,0.0032,0.004,0.0048,0.0114,0.0068,0.0069
652830,,392,380,801.0,,1,1.0,28,3,7.8257,9.6554,8.3106,8.83,10.6226,12.5539,14.2194,16.1768,19.2788,23.3798,20.7004,25.5402,21.9831,23.357,28.0987,33.2072,37.613,42.7907,50.9958,61.8437,8.4711,10.4516,8.996,9.5582,11.4986,13.5892,15.3921,17.5109,20.8687,25.3079,25.9811,22.6998,24.1304
1375124,804.0,481,481,,4.0,1,,38,2,0.0078,0.0019,0.07400000000000001,0.0788,0.1105,0.1486,0.198,0.2661,0.3677,0.4347,1.1699,0.2877,11.1034,11.8219,16.5736,22.2832,29.701,39.9116,55.1547,65.1978,0.0002,0.0001,0.0023,0.0025,0.0035,0.0047,0.0062,0.0084,0.0116,0.0137,0.2907,11.3073,12.1629
551607,,371,81,,,5,,26,1,0.2126,0.2267,0.2217,0.2195,0.2538,0.267,0.27899999999999997,0.2744,0.2719,0.2709,0.3032,0.3233,0.3161,0.313,0.3619,0.3807,0.39799999999999996,0.3913,0.3878,0.3864,0.409,0.4362,0.4265,0.4223,0.4882,0.5136,0.5368,0.5279,0.5231,0.5212,0.3445,0.3514,0.3444
1498312,,189,160,,,1,,40,1,5.9670000000000005,5.8302,6.0426,6.4198,7.0821,7.6189,8.2403,8.9942,9.8634,11.334000000000001,13.0915,12.7913,13.2574,14.0848,15.5379,16.7157,18.0792,19.7332,21.6401,24.8667,10.6568,10.4125,10.7919,11.4654,12.6483,13.607000000000001,14.7169,16.0633,17.6156,20.2421,12.9234,13.4725,14.4198
1492960,,89,399,,,1,,40,1,0.1156,0.1228,0.1319,0.1367,0.1455,0.1592,0.1737,0.1874,0.2019,0.2222,0.5374,0.5707,0.6132,0.6354,0.6764,0.74,0.8074,0.8714,0.9386,1.0329,0.1928,0.2047,0.2199,0.2279,0.2426,0.2654,0.2896,0.3125,0.3366,0.3705,0.5766,0.6232,0.6505
1584062,806.0,212,422,,4.0,4,,41,2,0.0003,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0162,0.0198,0.0054,0.0055,0.0061,0.0066,0.0073,0.0081,0.0091,0.0102,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0188,0.0052,0.0039
1643386,806.0,511,513,,4.0,4,,43,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0013,0.0016,0.002,0.0025,0.0032,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
1142917,804.0,101,109,,3.0,2,,35,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0003,0.0004,0.0005,0.0006,0.0008,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002
644726,,19,151,808.0,,4,4.0,28,3,0.0007,0.0006,0.0019,0.0019,0.0023,0.0028,0.0033,0.004,0.0049,0.006,0.0065,0.006,0.0174,0.0176,0.021,0.0259,0.0307,0.0367,0.0459,0.0553,0.0031,0.0028,0.0082,0.0083,0.0099,0.0122,0.0145,0.0173,0.0217,0.0261,0.0061,0.0179,0.0182
192529,803.0,132,371,,3.0,2,,12,2,0.0003,0.0035,0.0037,0.0039,0.0044,0.005,0.0053,0.0055,0.0057,0.0059,0.0001,0.0012,0.0012,0.0013,0.0015,0.0017,0.0018,0.0018,0.0019,0.002,0.0001,0.0012,0.0013,0.0013,0.0015,0.0017,0.0018,0.0019,0.0019,0.002,0.0012,0.0013,0.0014
923004,,421,484,,,1,,33,1,3.2182,3.258,3.1721,3.0782,3.1745,3.3083,3.4151,3.4935,3.6069999999999998,3.7728,32.121,32.5178,31.6608,30.7233,31.6849,33.02,34.0865,34.8692,36.0018,37.6567,4.7816,4.8407,4.7131,4.5735,4.7166,4.9154,5.0741,5.1906,5.3592,5.6056,32.4745,31.7914,30.7312
1402832,,242,241,804.0,,1,3.0,38,3,0.00087391,0.00075739,0.0014565,0.0015148,0.0016312999999999998,0.0020391,0.00268,0.0036704,0.005593,0.0066417,0.10142999999999999,0.085993,0.17129,0.17496,0.18935,0.23571999999999999,0.30989,0.42763,0.65031,0.77044,5.8261000000000003e-05,5.8261000000000003e-05,0.00011652,0.00011652,0.00011652,0.00011652,0.00017478,0.00023304,0.00034957,0.00040783,0.1492,0.2994,0.309
731481,,500,299,,,5,,30,1,0.1224,0.1218,0.1253,0.1288,0.12,0.1045,0.0923,0.0825,0.0741,0.0687,0.2784,0.2771,0.285,0.2929,0.2729,0.2378,0.21,0.1877,0.1686,0.1564,0.1506,0.1499,0.1541,0.1584,0.1476,0.1286,0.1136,0.1015,0.0912,0.0846,0.28,0.2933,0.2995
505221,808.0,471,371,,4.0,4,,24,2,0.0025,0.0017,0.0006,0.0007,0.0008,0.001,0.0013,0.0015,0.0019,0.0023,0.0398,0.0267,0.0101,0.0107,0.0134,0.0164,0.02,0.0246,0.0306,0.0373,0.0013,0.0008,0.0003,0.0003,0.0004,0.0005,0.0006,0.0008,0.001,0.0012,0.0271,0.0104,0.0105
1124799,,484,394,,,5,,35,1,0.1529,0.1457,0.1492,0.158,0.1881,0.2181,0.2499,0.2835,0.3176,0.355,32.701,31.1644,31.9006,33.7886,40.2369,46.6375,53.446999999999996,60.6296,67.9229,75.9335,0.1622,0.1546,0.1582,0.1676,0.1995,0.2313,0.2651,0.3007,0.3368,0.3766,31.0988,31.7941,33.4783
144905,,11,12,802.0,,2,3.0,7,3,55.9687,74.6038,57.6739,54.4888,60.7781,71.01899999999999,78.94,89.0236,106.0101,124.8776,20.7992,27.7244,21.4329,20.2492,22.5865,26.3922,29.3359,33.0831,39.3957,46.4073,15.3018,20.3967,15.767999999999999,14.8972,16.6167,19.4166,21.5822,24.339000000000002,28.9832,34.1415,28.189,22.953000000000003,20.3701
414261,807.0,64,61,,4.0,4,,23,2,0.6702,0.6929,0.8271,0.8757,1.1213,1.436,1.867,2.4493,3.2281,3.9131,164.9148,170.489,203.5226,215.4826,275.9058,353.3533,459.4101,602.7011,794.3279,962.8789999999999,0.226,0.2336,0.2789,0.2953,0.3781,0.4842,0.6296,0.826,1.0886,1.3195,169.5041,202.3972,213.0644
786024,,409,280,803.0,,5,3.0,30,3,0.0095,0.0016,0.0029,0.0027,0.003,0.0035,0.0039,0.0043,0.005,0.0059,0.1799,0.0299,0.0556,0.052000000000000005,0.0575,0.0661,0.0733,0.0814,0.0953,0.111,0.0048,0.0008,0.0015,0.0014,0.0015,0.0018,0.002,0.0022,0.0026,0.003,0.0302,0.0573,0.0532
298521,807.0,531,411,,4.0,4,,20,2,1.1637e-06,1.5869e-06,7.4056e-06,7.722999999999999e-06,9.5215e-06,1.1532e-05,1.4176e-05,1.7562e-05,2.1899e-05,2.666e-05,9.098299999999999e-05,0.00012113,0.00057901,0.00060377,0.00074024,0.00089734,0.0011069,0.0013753,0.0017094,0.0020831,2.1159000000000003e-07,3.1738000000000005e-07,1.4811e-06,1.4811e-06,1.9043000000000001e-06,2.2217e-06,2.7506e-06,3.4912e-06,4.3376e-06,5.1839e-06,0.1124,0.5187,0.4753
988389,,484,122,806.0,,1,3.0,33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0024,0.0048,0.0052,0.0061,0.0077,0.0093,0.0114,0.0149,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0048,0.0052
576040,,122,131,803.0,,4,4.0,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001
230225,,131,131,806.0,,1,4.0,18,3,0.0004,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0027,0.0066,0.0006,0.0006,0.0006,0.0007,0.0008,0.001,0.0012,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0005,0.0003
339229,804.0,341,182,,4.0,4,,21,2,0.1651,0.1139,0.1145,0.1235,0.1644,0.2125,0.2725,0.3511,0.4608,0.5509,31.3356,21.6163,21.7286,23.4434,31.2036,40.3303,51.7277,66.6365,87.4551,104.555,0.1094,0.0754,0.0758,0.0818,0.1089,0.1408,0.1805,0.2326,0.3052,0.3649,22.781,24.2886,28.0075
1326442,,261,341,804.0,,1,3.0,37,3,0.0038,0.0197,0.0127,0.0124,0.0169,0.0224,0.028999999999999998,0.0381,0.0535,0.0676,0.0042,0.0217,0.0141,0.0137,0.0186,0.0248,0.032,0.0421,0.0591,0.0747,0.0023,0.0121,0.0078,0.0076,0.0103,0.0138,0.0178,0.0234,0.0329,0.0415,0.0221,0.0146,0.0144
1300873,803.0,371,393,,4.0,4,,37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0004,0.0006,0.0007,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0002
272537,,269,559,,,5,,20,1,2.5226,3.5138,3.5980000000000003,3.735,4.9046,6.0432,6.9966,7.547000000000001,7.9186,8.6089,0.9032,1.2581,1.2883,1.3373,1.7561,2.1637,2.5051,2.7022,2.8352,3.0823,0.754,1.0503,1.0755,1.1165,1.4661,1.8064,2.0914,2.2559,2.367,2.5733,1.235,1.2209,1.1137
189403,,391,261,801.0,,4,5.0,11,3,0.00042108,6.828699999999999e-05,6.641600000000001e-05,6.2941e-05,6.267399999999999e-05,6.3209e-05,6.828699999999999e-05,7.4033e-05,8.372100000000001e-05,9.1138e-05,9.4211e-06,1.5368e-06,1.47e-06,1.4031e-06,1.4031e-06,1.4031e-06,1.5368e-06,1.6704e-06,1.8709e-06,2.0713e-06,0.00011686,1.8976e-05,1.8441e-05,1.7505999999999998e-05,1.7372e-05,1.7573e-05,1.8976e-05,2.0513e-05,2.3251999999999997e-05,2.5257e-05,0.0023,0.0024,0.0024
606593,808.0,132,451,,3.0,4,,27,2,4.3984e-08,2.7096e-09,8.114699999999999e-08,8.343600000000001e-08,9.3948e-08,1.0615999999999999e-07,1.2039e-07,1.3679e-07,1.5530999999999998e-07,1.7423e-07,2.7951e-07,1.7215e-08,5.156399999999999e-07,5.3019e-07,5.9695e-07,6.7457e-07,7.6506e-07,8.692200000000001e-07,9.8687e-07,1.1071e-06,5.1154999999999996e-09,3.2701999999999997e-10,9.460200000000001e-09,9.7171e-09,1.0932e-08,1.2357e-08,1.4015e-08,1.593e-08,1.8079e-08,2.0299000000000002e-08,0.0774,2.3292,2.3354
10130,,341,363,,,1,,2,1,101.6812,92.7375,114.7578,114.2482,118.1542,110.0731,102.008,93.4794,86.0186,83.57700000000001,33.1079,30.1958,37.3657,37.1998,38.4716,35.8404,33.2143,30.4373,28.0081,27.2131,5.3267,4.8582,6.0118,5.9851,6.1897,5.7664,5.3438,4.8971,4.5062,4.3783,27.0781,24.5056,21.6086
1256284,807.0,471,489,,4.0,4,,36,2,0.0072,0.0163,0.019,0.0197,0.0231,0.0258,0.0289,0.0325,0.0372,0.0424,0.1703,0.386,0.4505,0.4661,0.5457,0.6106,0.6825,0.7687,0.8799,1.0037,0.0044,0.0099,0.0116,0.012,0.0141,0.0157,0.0176,0.0198,0.0227,0.0259,0.3899,0.4608,0.4841
1579852,803.0,122,363,,3.0,3,,41,2,0.2875,0.2375,0.1062,0.1087,0.1192,0.1305,0.1437,0.1594,0.1792,0.2005,0.1443,0.1192,0.0533,0.0546,0.0598,0.0655,0.0721,0.08,0.09,0.1006,0.3273,0.2703,0.1209,0.1238,0.1357,0.1486,0.1636,0.1814,0.204,0.2282,0.1129,0.0513,0.0387
1326021,,251,331,806.0,,4,4.0,37,3,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2309,0.001,0.001,0.001,0.0012,0.0014,0.0016,0.0018,0.0023,0.0026,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0011
274074,,362,500,,,1,,20,1,1.0428,0.8718,0.8499,0.8644,0.9476,0.8419,0.7846,0.6737,0.5956,0.4871,5.5356,4.6279,4.5118,4.5886,5.0303,4.468999999999999,4.1651,3.5764,3.1618,2.5854,0.5136,0.4294,0.4186,0.4257,0.4667,0.4146,0.3864,0.3318,0.2933,0.2399,4.5429,4.2759,3.8213
918066,,319,379,,,5,,33,1,0.1575,0.1649,0.1795,0.1759,0.1896,0.2089,0.2269,0.2426,0.2622,0.2856,0.8241,0.8626,0.9392,0.9206,0.9919,1.0929,1.1872,1.2692,1.3718,1.4942,0.2074,0.2171,0.2364,0.2317,0.2496,0.275,0.2988,0.3194,0.3452,0.376,0.8615,0.9431,0.9208
254088,,61,363,801.0,,4,4.0,19,3,0.00019846,6.0531e-05,8.9479e-05,8.8618e-05,9.6764e-05,0.00011095,0.00012396,0.00014358,0.00018488,0.00021390000000000002,0.00030933,9.3965e-05,0.00013926,0.00013792,0.00015048,0.00017255,0.00019286,0.00022339,0.00028785,0.00033289999999999996,0.00048455,0.00014779,0.00021847,0.00021637,0.00023626,0.00027089,0.00030266,0.00035056,0.0004513999999999999,0.00052225,9.7831e-05,0.0001541,0.0001159
592378,,392,373,,,1,,27,1,2.0414,1.8495,1.6683,1.6642,1.6777,1.6756,1.6841,1.7630000000000001,1.7622,1.8539,8.1913,7.4213,6.694,6.6779,6.7318,6.7237,6.7574,7.0742,7.0708,7.439,1.1107,1.0063,0.9077,0.9055,0.9129,0.9117,0.9163,0.9593,0.9588,1.0087,7.7867,7.0631,6.8709
18607,,364,132,804.0,,2,3.0,2,3,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628905,,473,369,,,1,,28,1,0.0013,0.0014,0.0013,0.0013,0.0012,0.0012,0.0013,0.0014,0.0014,0.0015,0.3685,0.3916,0.3787,0.35700000000000004,0.3445,0.3538,0.3679,0.3863,0.4063,0.4219,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011,0.0012,0.0012,0.0013,0.0013,0.3984,0.391,0.3689
393355,,391,362,,,1,,23,1,1.8118,2.1871,2.6347,3.1217,4.8888,7.1037,9.2267,11.5424,13.7861,15.0992,8.8852,10.7259,12.9206,15.3093,23.975,34.8369,45.2486,56.6047,67.608,74.0474,0.8012,0.9672,1.1651,1.3804,2.1618,3.1412,4.0801,5.104,6.0962,6.6768,10.6639,12.8492,15.1375
1460871,807.0,20,451,,4.0,4,,39,2,0.0008,0.0002,0.0005,0.0005,0.0007,0.001,0.0013,0.0018,0.0025,0.003,0.0117,0.0026,0.0066,0.0071,0.0102,0.013999999999999999,0.0192,0.0263,0.0368,0.0434,0.003,0.0007,0.0017,0.0018,0.0026,0.0036,0.0049,0.0067,0.0094,0.011000000000000001,0.0026,0.0067,0.0074
205348,,219,171,804.0,,4,4.0,13,3,0.0002,0.0022,0.0071,0.0064,0.0066,0.008,0.0078,0.0078,0.0076,0.0079,0.0008,0.0086,0.0286,0.0254,0.0263,0.0319,0.0313,0.0311,0.0303,0.0317,0.0001,0.0009,0.0029,0.0026,0.0027,0.0033,0.0032,0.0032,0.0031,0.0032,0.0088,0.0305,0.027999999999999997
1456432,804.0,512,241,,3.0,5,,39,2,0.1056,0.074099,0.1233,0.1336,0.1906,0.2624,0.358,0.49099,0.68809,0.81179,3.5498,2.4893,4.1436,4.4899,6.4079,8.822000000000001,12.0328,16.506,23.1292,27.2886,0.0288,0.0202,0.0336,0.0364,0.051999000000000004,0.071599,0.097599,0.1339,0.1877,0.2214,2.5057,4.2328,4.6517
496917,807.0,223,49,,3.0,2,,24,2,0.0009,0.0007,0.0011,0.0011,0.0014,0.0018,0.0022,0.0026,0.0033,0.004,0.0038,0.0029,0.0046,0.0048,0.0061,0.0075,0.0091,0.0112,0.0139,0.0169,0.0016,0.0012,0.0019,0.002,0.0025,0.0031,0.0037,0.0046,0.0057,0.0069,0.0029,0.0047,0.0048
1415709,,452,171,805.0,,4,4.0,38,3,0.0001,0.0003,0.0048,0.0047,0.0059,0.0078,0.0099,0.0125,0.0172,0.0199,0.0105,0.0276,0.501,0.4932,0.6176,0.8171,1.0351,1.3144,1.811,2.0869,0.0001,0.0001,0.0025,0.0025,0.0031,0.0042,0.0053,0.0067,0.0092,0.0106,0.0279,0.5102,0.5074
592150,,379,487,,,2,,27,1,10.295,9.3273,8.4132,8.3929,8.4607,8.4505,8.4929,8.891,8.8868,9.3495,6.656000000000001,6.0303,5.4394,5.4262,5.4701,5.4635,5.4909,5.7483,5.7455,6.0447,16.6343,15.0707,13.5938,13.561,13.6705,13.654000000000002,13.7225,14.3658,14.359000000000002,15.1066,6.3272,5.7393,5.582999999999999
404189,803.0,341,421,,4.0,4,,23,2,8.984299999999999e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010691,1.7969e-05,7.1875e-06,8.0859e-06,9.8828e-06,1.2577999999999999e-05,1.707e-05,2.2461e-05,2.9648e-05,3.5039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0008,0.0009
1011277,,423,362,,,1,,34,1,0.1479,0.1586,0.1695,0.1694,0.2016,0.23399999999999999,0.2669,0.3051,0.3499,0.3945,0.2251,0.2414,0.2579,0.2578,0.3069,0.3561,0.4062,0.4644,0.5325,0.6004,0.0449,0.0481,0.0514,0.0514,0.0612,0.071,0.081,0.0926,0.1062,0.1197,0.2443,0.2646,0.2668
1548845,808.0,531,249,,3.0,5,,40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001
268884,,92,399,,,1,,20,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0275,0.9886,0.9313,0.8487,0.9982,1.0445,1.0706,1.113,1.1025,1.0664,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9704,0.8826,0.7068
1154922,806.0,484,251,,4.0,4,,35,2,0.0006,0.0007,0.0016,0.0017,0.0022,0.0028,0.0036,0.0046,0.006,0.0073,0.2736,0.3301,0.7123,0.7568,1.0118,1.2917,1.6380000000000001,2.0914,2.7301,3.3192,0.0009,0.0011,0.0025,0.0026,0.0035,0.0045,0.0057,0.0072,0.0095,0.0115,0.3295,0.7099,0.7498
532940,,486,132,807.0,,1,3.0,24,3,1.1117,2.0981,3.3943,3.4035,4.3684,5.697,7.0094,8.7078,11.4886,13.8085,2.5465,4.806,7.7752,7.7961,10.0064,13.0496,16.0561,19.9463,26.3163,31.6303,1.0934,2.0636,3.3384,3.3475,4.2965,5.6032,6.894,8.5645,11.2995,13.5812,4.8894,8.0698,7.6959
1298654,801.0,500,219,,1.0,1,,37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0141,0.0564,0.0591,0.0775,0.0983,0.1237,0.1563,0.2011,0.2479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0585,0.062
