,fr_orig,dms_orig,dms_dest,fr_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,tons_2012,tons_2013,tons_2014,tons_2015,tons_2020,tons_2025,tons_2030,tons_2035,tons_2040,tons_2045,value_2012,value_2013,value_2014,value_2015,value_2020,value_2025,value_2030,value_2035,value_2040,value_2045,tmiles_2012,tmiles_2013,tmiles_2014,tmiles_2015,tmiles_2020,tmiles_2025,tmiles_2030,tmiles_2035,tmiles_2040,tmiles_2045,curval_2013,curval_2014,curval_2015
264462,,484,488,806.0,,7,3.0,19,3,0.05134299999999999,0.054035,0.051614,0.050618,0.10513,0.16014,0.17521,0.20678000000000002,0.22864,0.25343000000000004,0.0089608,0.009450299999999998,0.0096471,0.0088168,0.041602999999999994,0.074411,0.08212,0.10574000000000001,0.11628,0.12805999999999998,0.012121999999999999,0.012758,0.012186,0.011951,0.024822,0.03781,0.041368,0.048822000000000004,0.053983,0.059836,0.009836899999999999,0.010676,0.0074125
463283,,399,339,,,5,,24,1,0.059000000000000004,0.0587,0.0612,0.0631,0.0753,0.0814,0.085,0.0871,0.0886,0.0947,5.3574,5.3312,5.559,5.7255,6.8396,7.39,7.7189,7.9087,8.0487,8.6001,0.0429,0.0427,0.0445,0.0458,0.0547,0.0592,0.0618,0.0633,0.0644,0.0688,5.4237,5.7696,5.6519
1093424,,499,531,808.0,,5,3.0,34,3,0.0293,0.0212,0.0265,0.0252,0.0332,0.0444,0.0565,0.0727,0.1016,0.1229,0.6496,0.4699,0.5870000000000001,0.5578,0.7358,0.9853,1.2526,1.6107,2.2534,2.7239999999999998,0.0351,0.0254,0.0317,0.0302,0.0398,0.0533,0.0677,0.0871,0.1218,0.1473,0.4756,0.6022,0.5774
1515398,,473,171,,,4,,40,1,0.0471,0.0527,0.0534,0.0544,0.0614,0.0647,0.0693,0.0731,0.0748,0.0812,0.0253,0.0283,0.0287,0.0292,0.033,0.0348,0.0372,0.0392,0.0402,0.0436,0.0195,0.0219,0.0222,0.0226,0.0255,0.0269,0.0288,0.0303,0.031,0.0337,0.0286,0.0291,0.0299
1414872,,429,101,803.0,,4,4.0,38,3,6.5505e-05,0.0,0.0039303,0.0038648000000000003,0.005633399999999999,0.0080571,0.010874,0.015066,0.022927,0.026005,0.018538,0.00019651,1.1038,1.0867,1.5897,2.2734,3.0737,4.2561,6.4843,7.3587,0.0,0.0,0.00052404,0.00052404,0.00072055,0.0010481,0.0014411,0.0020305999999999996,0.0030786999999999998,0.0034718,0.0003,1.7159,1.7069
756405,806.0,486,11,,3.0,1,,30,2,0.0007,0.0005,0.0008,0.0009,0.0011,0.0014,0.0016,0.002,0.0025,0.003,0.0012,0.0009,0.0014,0.0016,0.0019,0.0023,0.0028,0.0035,0.0044,0.0051,0.0005,0.0004,0.0006,0.0006,0.0008,0.001,0.0012,0.0014,0.0018,0.0021,0.0009,0.0015,0.0016
1367368,802.0,512,211,,3.0,2,,38,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.003,0.0032,0.0045,0.006,0.008,0.0108,0.0149,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0031,0.0033
1177350,,124,121,808.0,,1,4.0,35,3,0.0,0.0,9.9992e-05,9.9992e-05,9.9992e-05,0.00019998,0.00029998,0.00039997,0.00049996,0.00059995,0.0012999,0.0012999,0.13129000000000002,0.13979,0.18019000000000002,0.25138,0.33697,0.45776000000000006,0.67185,0.80614,0.0,0.0,0.0,0.0,0.0,0.0,9.9992e-05,9.9992e-05,9.9992e-05,9.9992e-05,0.0013,0.1309,0.1385
547833,,171,209,,,1,,26,1,0.4237,0.4659,0.4741,0.4834,0.5422,0.5518,0.5651,0.5591,0.5498,0.5243,1.7622,1.9376,1.9716,2.0104,2.2548,2.2951,2.3504,2.3254,2.2866,2.1808,0.2358,0.2592,0.2638,0.26899999999999996,0.3017,0.3071,0.3145,0.3111,0.3059,0.2918,2.0644,2.1915,2.2116
373121,807.0,451,483,,3.0,3,,22,2,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716302,,171,511,,,1,,30,1,0.2194,0.1985,0.2094,0.2124,0.1988,0.1847,0.175,0.1694,0.1653,0.1552,0.5589999999999999,0.5058,0.5336,0.5412,0.5064,0.4707,0.4458,0.4317,0.4211,0.3954,0.1997,0.1807,0.1906,0.1933,0.1809,0.1681,0.1592,0.1542,0.1504,0.1413,0.5111,0.5491,0.5534
571230,807.0,486,531,,3.0,2,,26,2,3.8531,4.0309,3.3105,3.3886,3.9799,4.6897,5.5025,6.4725,7.7012,9.109,2.291,2.3967,1.9684,2.0148,2.3664,2.7884,3.2717,3.8485,4.579,5.4161,9.9725,10.4327,8.5682,8.7703,10.3007,12.1378,14.2415,16.752,19.9322,23.5758,2.5535,2.1879,2.2165
1618117,,373,251,,,5,,43,1,0.5504,0.5059,0.5186,0.5135,0.5597,0.5927,0.6308,0.6755,0.7291,0.7982,6.1484,5.6518,5.7933,5.7358,6.2521,6.6214,7.046,7.5457,8.145,8.9163,0.4609,0.4236,0.4342,0.4299,0.4686,0.4963,0.5281,0.5656,0.6105,0.6683,5.7416,6.0582,5.8463
1518817,,512,179,,,1,,40,1,0.1163,0.1313,0.13699999999999998,0.1422,0.1645,0.1879,0.21,0.2346,0.2666,0.2926,1.1539,1.3026,1.3596,1.4105,1.6323,1.8643,2.0835,2.3280000000000003,2.6447,2.9027,0.1068,0.1206,0.1258,0.1306,0.1511,0.1726,0.1928,0.2155,0.2448,0.2687,1.3161,1.3817,1.4441
841341,,363,421,804.0,,5,3.0,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0125e-05,7.0125e-05,0.00028050000000000004,0.00028050000000000004,0.00035062,0.00044412,0.0005610000000000001,0.00070125,0.00095837,0.0011921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0013,0.0013
978512,,341,487,802.0,,1,1.0,33,3,8.734,6.6863,8.2904,7.6182,9.3023,10.9316,12.4092,14.1699,16.923,20.2159,24.6453,18.8673,23.3936,21.4967,26.2488,30.8464,35.0159,39.9841,47.7529,57.0445,17.1428,13.1236,16.2721,14.9527,18.2582,21.4561,24.3563,27.8121,33.2158,39.679,18.8422,23.4901,21.5022
978852,,350,362,806.0,,4,4.0,33,3,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0089,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0
169321,806.0,341,513,,3.0,1,,8,2,0.0022,0.0021,0.001,0.001,0.0014,0.0019,0.0026,0.0035,0.0048,0.0058,0.0167,0.0157,0.0073,0.0077,0.0108,0.0147,0.0197,0.0266,0.0367,0.0437,0.0006,0.0006,0.0003,0.0003,0.0004,0.0006,0.0008,0.001,0.0014,0.0017,0.016,0.0075,0.008
804623,,559,251,,,4,,31,1,0.0763,0.0743,0.076,0.0744,0.0895,0.1016,0.1187,0.1421,0.1647,0.1922,0.35,0.3409,0.3488,0.3414,0.4106,0.4662,0.5443,0.6517,0.7553,0.8816,0.0842,0.08199999999999999,0.0839,0.0822,0.0988,0.1122,0.131,0.1568,0.1817,0.2121,0.3513,0.3709,0.371
939714,804.0,132,123,,3.0,4,,33,2,2.8596e-05,1.3442000000000001e-05,1.7289e-05,1.8540999999999997e-05,2.2069e-05,2.5251999999999998e-05,2.8771999999999998e-05,3.2909e-05,3.8113e-05,4.3705e-05,0.00028452,0.00013377,0.00017207,0.00018445,0.00021956,0.00025129,0.00028631,0.00032741,0.00037925,0.00043483,8.2824e-06,3.8898000000000004e-06,5.01e-06,5.3715999999999995e-06,6.3948e-06,7.321e-06,8.3353e-06,9.5349e-06,1.1042999999999999e-05,1.2665999999999999e-05,1.5146,1.9589,2.0918
109266,808.0,171,292,,3.0,3,,6,2,0.1242,0.264,0.2784,0.2885,0.3481,0.4175,0.4984,0.5976,0.7266,0.8785,0.0723,0.1537,0.1621,0.168,0.2026,0.243,0.2901,0.3479,0.4229,0.5114,0.0373,0.0792,0.0836,0.0866,0.1045,0.1253,0.1496,0.1794,0.2181,0.2637,0.1563,0.1648,0.1695
424504,,101,111,808.0,,4,4.0,23,3,0.0016,0.0003,0.0005,0.0005,0.0006,0.0008,0.001,0.0013,0.0017,0.0019,0.0085,0.0017,0.0024,0.0024,0.003,0.0041,0.0054,0.0069,0.0088,0.01,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0017,0.0024,0.0024
406427,804.0,171,471,,3.0,3,,23,2,0.0082,0.0193,0.0136,0.0144,0.0184,0.0235,0.0306,0.0402,0.0529,0.0642,0.0852,0.2009,0.1409,0.1492,0.191,0.2446,0.3181,0.4173,0.5499,0.6666,0.0054,0.0127,0.0089,0.0094,0.0121,0.0155,0.0201,0.0264,0.0348,0.0421,0.1998,0.1401,0.1475
1267269,,179,261,801.0,,5,5.0,36,3,4.7915,3.2641,1.6443,1.6599,1.7683,1.9709,2.2507,2.5311,2.8113,3.2194,39.358000000000004,26.811999999999998,13.5066,13.6347,14.5251,16.1892,18.4873,20.791,23.0925,26.4448,1.8969999999999998,1.2923,0.6509999999999999,0.6572,0.7001,0.7803,0.8911,1.0021,1.113,1.2746,27.0805,13.815,14.1607
248444,804.0,341,519,,3.0,1,,19,2,0.00038674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8753999999999993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219485,,482,486,,,6,,16,1,0.8362,0.9259,1.0123,1.0604,1.0878,1.1028,1.0576,0.9981,0.9362,0.8742,0.5346,0.5920000000000001,0.6472,0.6779999999999999,0.6955,0.7051,0.6762,0.6382,0.5986,0.5589,0.0649,0.0719,0.0786,0.0823,0.0844,0.0856,0.0821,0.0775,0.0727,0.0678,0.6084,0.6131,0.3209
1337590,,484,241,806.0,,4,4.0,37,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0037,0.0037,0.0037,0.0048,0.0061,0.0074,0.009000000000000001,0.0116,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,0.0038
335347,801.0,362,299,,1.0,1,,21,2,0.0001,0.0004,0.0005,0.0006,0.0008,0.001,0.0013,0.0016,0.0021,0.0025,0.0028,0.0122,0.0147,0.0159,0.0211,0.0273,0.035,0.0451,0.0592,0.0707,0.0001,0.0004,0.0005,0.0005,0.0007,0.0009,0.0012,0.0015,0.0019,0.0023,0.0128,0.0164,0.0189
1202509,,482,482,802.0,,1,3.0,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0268,0.0134,0.0134,0.0114,0.0122,0.0132,0.0149,0.0208,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0134,0.0132
270075,,179,350,,,1,,20,1,1.3679,1.2266,1.1911,1.225,1.4466,1.4934,1.4905,1.4377,1.3977,1.409,0.1865,0.1672,0.1624,0.16699999999999998,0.1972,0.2036,0.2032,0.196,0.1906,0.1921,1.849,1.6580000000000001,1.61,1.6558,1.9553,2.0187,2.0148,1.9433,1.8893,1.9045,0.1642,0.1539,0.1391
355021,,311,111,805.0,,4,4.0,21,3,0.0008,0.0004,0.0004,0.0004,0.0005,0.0007,0.0008,0.0011,0.0016,0.0018,0.1169,0.0567,0.0558,0.0547,0.0695,0.0957,0.1235,0.1615,0.23,0.2594,0.0008,0.0004,0.0004,0.0004,0.0005,0.0007,0.0009,0.0011,0.0016,0.0018,0.0598,0.0624,0.0654
1254746,807.0,341,341,,3.0,3,,36,2,0.0007,0.0007,0.0006,0.0006,0.0007,0.0008,0.0009,0.0011,0.0012,0.0014,0.0513,0.0514,0.0452,0.0468,0.0548,0.0613,0.0685,0.0772,0.0883,0.1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,0.0463,0.0486
109512,808.0,421,421,,3.0,1,,6,2,0.0344,0.0403,0.0328,0.034,0.040999999999999995,0.0492,0.0587,0.0704,0.0856,0.1036,0.0738,0.0865,0.0704,0.073,0.08800000000000001,0.1056,0.126,0.1511,0.1837,0.2222,0.0004,0.0005,0.0004,0.0004,0.0005,0.0006,0.0007,0.0008,0.001,0.0012,0.08800000000000001,0.0716,0.0736
1361049,801.0,81,123,,4.0,4,,38,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0002,0.0003,0.0004,0.0005,0.0007,0.001,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0002
829502,,11,484,808.0,,4,4.0,31,3,0.0002,0.001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0113,0.0588,0.0027,0.0025,0.0033,0.0043,0.0053,0.0065,0.0083,0.0098,0.0001,0.0006,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0606,0.0029,0.0027
1616807,,362,92,,,1,,43,1,0.0237,0.0236,0.024,0.0231,0.0238,0.0239,0.024,0.0245,0.0253,0.0263,0.0609,0.0606,0.0617,0.0593,0.0612,0.0614,0.0617,0.0628,0.065,0.0677,0.0095,0.0094,0.0096,0.0093,0.0095,0.0096,0.0096,0.0098,0.0101,0.0106,0.0615,0.0645,0.0605
1356715,,452,280,,,1,,38,1,6.6212,7.2276,7.5251,7.7239,9.0074,10.6854,12.5438,14.0442,15.3604,16.7312,19.304000000000002,21.0718,21.9394,22.519000000000002,26.261,31.153000000000002,36.5711,40.9455,44.783,48.7795,3.8868,4.2427,4.4174,4.5341,5.2875,6.2725,7.3634,8.2442,9.0169,9.8215,21.2952,22.3422,23.1686
1568331,,459,512,808.0,,1,3.0,40,3,0.0405,0.0436,0.2281,0.2252,0.2874,0.3765,0.47100000000000003,0.602,0.8371,0.9562,0.0122,0.0131,0.0687,0.0678,0.0866,0.1134,0.1419,0.1813,0.2522,0.2881,0.0199,0.0214,0.11199999999999999,0.1106,0.1412,0.185,0.2314,0.2957,0.4112,0.4697,0.0133,0.0698,0.0695
105121,804.0,41,63,,4.0,4,,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0004,0.0004,0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002
561183,803.0,363,172,,3.0,2,,26,2,0.0011,0.0002,0.0005,0.0005,0.0006,0.0008,0.0009,0.001,0.0012,0.0015,0.0017,0.0003,0.0008,0.0008,0.001,0.0012,0.0014,0.0016,0.0019,0.0023,0.0012,0.0002,0.0006,0.0006,0.0007,0.0009,0.001,0.0012,0.0014,0.0017,0.0003,0.0009,0.0009
628256,,441,91,,,5,,28,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0876,0.0774,0.0777,0.0786,0.0821,0.0852,0.0886,0.0925,0.0951,0.0996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.0802,0.0812
527650,,411,300,801.0,,1,1.0,24,3,1.1821,1.8011,1.0867,1.2094,1.5296,1.9569999999999999,2.4211,3.0288,3.9544,5.023,3.8906,5.9278,3.5765,3.9804,5.0345,6.4409,7.9684,9.9684,13.015,16.5321,1.0034,1.5288,0.9224,1.0266,1.2984,1.6611,2.0551,2.5709,3.3566,4.2637,6.0306,3.7119999999999997,3.9293
1129911,801.0,122,279,,4.0,4,,35,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.0043,0.0057,0.0073,0.0092,0.0117,0.0153,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.0042
917047,,280,299,,,5,,33,1,0.0802,0.08,0.0835,0.0825,0.091,0.1002,0.1072,0.1136,0.1209,0.1277,0.3818,0.3811,0.3974,0.3928,0.4331,0.4772,0.5102,0.5406,0.5755,0.6078,0.027000000000000003,0.0269,0.0281,0.0278,0.0306,0.0337,0.0361,0.0382,0.0407,0.043,0.3806,0.3991,0.3929
1075795,,291,223,804.0,,4,4.0,34,3,0.0002,0.0002,0.0004,0.0004,0.0005,0.0006,0.0007,0.0009,0.0012,0.0014,0.0197,0.0215,0.036000000000000004,0.0363,0.0463,0.0602,0.0746,0.0921,0.1203,0.142,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0004,0.0005,0.0007,0.0008,0.0217,0.037000000000000005,0.0376
250856,806.0,473,479,,4.0,1,,19,2,0.00081134,0.00037907,0.00025571,0.00031811,0.00040669,0.00055233,0.00078896,0.0011164999999999999,0.0012615,0.0014254,0.00015516,0.00010227,7.6891e-05,9.565200000000001e-05,0.00012229,0.00016608,0.00023723,0.00033573,0.00037933,0.00042860000000000006,0.00011769,5.4987e-05,3.7093e-05,4.6145e-05,5.8994e-05,8.012e-05,0.00011445,0.00016196,0.00018299,0.00020677,0.00010646,8.509e-05,8.0417e-05
214626,,452,131,808.0,,1,4.0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319887,,123,471,801.0,,4,4.0,37,3,0.0261,0.023,0.0214,0.0237,0.0257,0.0273,0.0281,0.0288,0.0326,0.0354,5.5083,4.8737,4.5419,5.0107,5.4259,5.7592,5.9238,6.0611,6.8561,7.4145,0.0172,0.0152,0.0141,0.0156,0.0169,0.018000000000000002,0.0185,0.019,0.0215,0.0233,4.9643,4.7108,5.2533
293065,806.0,482,482,,3.0,6,,20,2,23.6118,20.6362,21.2711,22.1808,27.1952,32.9691,40.6679,50.528,62.8008,76.5316,26.4388,23.1069,23.8179,24.8365,30.4513,36.9164,45.537,56.5776,70.3199,85.6946,0.595,0.52,0.536,0.5589999999999999,0.6853,0.8308,1.0248,1.2733,1.5826,1.9286,22.6827,22.5726,20.6836
720671,,271,209,,,1,,30,1,0.4002,0.3778,0.4143,0.4341,0.4238,0.3947,0.3591,0.3365,0.3195,0.3007,4.3118,4.0703,4.4635,4.6773,4.5655,4.2522,3.8687,3.6257,3.4419999999999997,3.2393,0.2791,0.2634,0.2889,0.3027,0.2955,0.2752,0.2504,0.2347,0.2228,0.2097,4.1127,4.5936,4.7831
923000,,421,481,,,1,,33,1,0.272,0.276,0.2576,0.2481,0.2556,0.264,0.2687,0.272,0.2765,0.2853,1.0072,1.022,0.9539,0.9187,0.9463,0.9776,0.9948,1.0072,1.0238,1.0565,0.4555,0.4623,0.4314,0.4155,0.428,0.4421,0.4499,0.4555,0.4631,0.4779,1.0206,0.9578,0.9189
306135,,179,223,803.0,,4,4.0,20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0004,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0002,0.0002
499587,807.0,421,139,,4.0,4,,24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0009,0.0018,0.0019,0.0024,0.0029,0.0036,0.0044,0.0055,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0019,0.0019
1647622,807.0,451,471,,7.0,7,,43,2,0.5321,0.8049,0.9564,0.9692,1.2365,1.5406,1.9091,2.3869,3.0606,3.8038,2.1947,3.32,3.9446,3.9975,5.0999,6.3545,7.8741,9.8449,12.6239,15.689,0.4355,0.6588,0.7827,0.7932,1.012,1.2609,1.5625,1.9536,2.5049,3.1132,3.3728,4.1249,4.0745
857134,,291,50,,,1,,32,1,9.1135,8.7302,8.1489,7.8597,6.007999999999999,5.9937,6.1386,6.5664,7.041,7.2103,8.9425,8.5664,7.996,7.7123,5.8953,5.8812,6.0234,6.4432,6.9089,7.075,3.3645,3.2230000000000003,3.0084,2.9016,2.218,2.2127,2.2662,2.4242,2.5994,2.6619,8.1021,7.6503,6.6816
1351130,,299,371,,,1,,38,1,0.1733,0.1736,0.1975,0.20600000000000002,0.2521,0.3056,0.3652,0.4283,0.4925,0.5479,1.3558,1.3585,1.5452,1.6114,1.9724,2.3908,2.8574,3.3505,3.8526,4.2863,0.1626,0.1629,0.1853,0.1932,0.2365,0.2867,0.3426,0.4018,0.462,0.514,1.3729,1.5736,1.6579
832275,,92,341,807.0,,4,3.0,31,3,0.00084602,0.0031303,0.0032254,0.00331,0.0046002,0.006249899999999999,0.007772800000000001,0.0095917,0.012637,0.015429,0.012161,0.04505,0.046415,0.04761,0.066169,0.08991,0.11175999999999998,0.13795,0.18169000000000002,0.22175,0.00011633,0.00043358,0.00044416,0.00045473,0.00063451,0.00086717,0.0010681,0.0013219000000000002,0.0017449000000000002,0.0021256,0.439,0.4667,0.4892
1286950,,531,132,806.0,,2,3.0,36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0044,0.0046,0.005,0.0058,0.0065,0.0072,0.0081,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0004,0.0045,0.0048
1230577,,473,329,,,1,,36,1,0.0013,0.0015,0.0015,0.0016,0.0017,0.0018,0.002,0.0021,0.0023,0.0025,0.0069,0.0079,0.0081,0.0083,0.0089,0.0097,0.0105,0.0114,0.0124,0.0131,0.0029,0.0033,0.0034,0.0035,0.0038,0.0041,0.0044,0.0048,0.0052,0.0055,0.008,0.0083,0.0086
1286296,,512,451,808.0,,4,3.0,36,3,4.0155e-07,4.1493e-07,3.5399999999999997e-07,3.2371000000000003e-07,3.075e-07,3.4167e-07,3.9167999999999997e-07,4.639e-07,5.6922e-07,6.3825e-07,3.0289e-06,3.1292e-06,2.6682e-06,2.4406e-06,2.3177000000000003e-06,2.5787e-06,2.9556e-06,3.5016e-06,4.293399999999999e-06,4.8136e-06,1.6872e-07,1.7436e-07,1.4865e-07,1.3595999999999998e-07,1.2892000000000002e-07,1.4370999999999998e-07,1.6449e-07,1.9513999999999999e-07,2.3917e-07,2.684e-07,0.8974,0.7748,0.7196
1255518,807.0,392,452,,3.0,2,,36,2,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71417,,371,151,808.0,,4,4.0,4,3,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0
434178,,300,151,808.0,,4,4.0,23,3,0.0006,0.0005,0.0001,0.0001,0.0002,0.0002,0.0003,0.0005,0.0007,0.0008,0.0599,0.0501,0.0115,0.0115,0.017,0.0243,0.033,0.0452,0.0679,0.0804,0.0019,0.0016,0.0004,0.0004,0.0005,0.0008,0.0011,0.0014,0.0022,0.0026,0.0498,0.0114,0.0114
907962,,41,299,,,5,,33,1,0.1408,0.1425,0.149,0.1556,0.1832,0.2134,0.247,0.2834,0.3257,0.3603,6.2693,6.343999999999999,6.632999999999999,6.9287,8.1574,9.5005,10.9999,12.6177,14.5004,16.0411,0.2065,0.209,0.2185,0.2282,0.2687,0.3129,0.3623,0.4156,0.4776,0.5284,6.3356,6.6604,6.9305
438770,,393,261,801.0,,2,2.0,23,3,6.1,6.2041,6.7922,6.5235,8.209,10.5634,12.9332,15.7282,20.0549,23.8489,28.6107,29.0992,31.8574,30.5972,38.5026,49.5452,60.6604,73.7698,94.06299999999999,111.8582,1.4154,1.4396,1.5759999999999998,1.5137,1.9048,2.4511,3.0010000000000003,3.6495,4.6535,5.5338,28.9311,31.6812,30.2538
830219,,49,539,801.0,,2,2.0,31,3,0.0303,0.0211,0.0358,0.0343,0.0399,0.0465,0.055,0.0659,0.08199999999999999,0.0965,0.0238,0.0165,0.0281,0.0269,0.0313,0.0365,0.0432,0.0517,0.0644,0.0758,0.0546,0.0379,0.0645,0.0617,0.0718,0.0837,0.0991,0.1186,0.1477,0.1738,0.017,0.0299,0.0293
371996,807.0,111,379,,4.0,5,,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0722,0.0721
1417328,,479,280,803.0,,5,3.0,38,3,0.7559,2.3077,0.3867,0.3963,0.5311,0.7444,1.0015,1.3581,1.9823,2.312,9.4601,28.8812,4.8391,4.9591,6.647,9.3166,12.534,16.9969,24.8089,28.9352,0.3024,0.9231,0.1547,0.1585,0.2125,0.2978,0.4006,0.5433,0.7929999999999999,0.9249,29.1874,4.928,5.1022
1237190,801.0,369,380,,5.0,5,,36,2,0.0023,0.0024,0.0024,0.0025,0.0029,0.0033,0.0037,0.0041,0.0047,0.0054,0.0438,0.0456,0.046,0.0476,0.0557,0.0623,0.0697,0.0785,0.0898,0.1025,0.0035,0.0036,0.0037,0.0038,0.0044,0.005,0.0055,0.0062,0.0072,0.0082,0.0461,0.047,0.0494
598459,803.0,421,551,,3.0,2,,27,2,0.0078,0.0002,0.0291,0.0299,0.0337,0.038,0.0431,0.049,0.0556,0.0624,0.006999999999999999,0.0001,0.0261,0.0268,0.0302,0.0341,0.0387,0.044000000000000004,0.0499,0.055999999999999994,0.0074,0.0001,0.0275,0.0283,0.0319,0.036000000000000004,0.0408,0.0464,0.0527,0.0591,0.0001,0.0275,0.0276
549758,,262,262,,,5,,26,1,0.2611,0.2755,0.2784,0.2788,0.318,0.3279,0.3381,0.33,0.3238,0.3149,2.1463,2.2648,2.2883,2.2921,2.6137,2.6954,2.7793,2.7128,2.6621,2.5886,0.0111,0.0117,0.0119,0.0119,0.0136,0.013999999999999999,0.0144,0.0141,0.0138,0.0134,2.4130000000000003,2.5435,2.5215
1498836,,201,151,,,4,,40,1,0.2824,0.2394,0.2456,0.24100000000000002,0.2552,0.2784,0.3,0.3273,0.3653,0.4037,0.3257,0.2761,0.2832,0.278,0.2943,0.321,0.3459,0.3774,0.4213,0.4657,1.0942,0.9276,0.9515,0.9339,0.9888,1.0785,1.1622,1.268,1.4154,1.5643,0.2789,0.2878,0.2846
1324691,,221,20,808.0,,4,4.0,37,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.0025,0.0024,0.0023,0.0021,0.0021,0.0021,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0031,0.0026
